File name: output_cleaned_v3.fa
2448455:Brucellaceae:[Ochrobactrum]/1-214 soli: -0.289158
1494590:Phyllobacteriaceae:Paramesorhizobium/1-215 deserti: -0.270554
235:Brucellaceae:Brucella/1-214 abortus: -0.289158
571256:Brucellaceae:Brucella/1-214 pituitosa: -0.289158
271865:Brucellaceae:[Ochrobactrum]/1-214 quorumnocens: -0.289158
571254:Brucellaceae:Brucella/1-214 rhizosphaerae: -0.289158
643673:Brucellaceae:Paenochrobactrum/1-215 gallinarii: -0.270554
235:Brucellaceae:Brucella/1-214 abortus: -0.289158
2201899:Brucellaceae:Falsochrobactrum/1-214 shanghaiense: -0.289158
29460:Brucellaceae:Brucella/1-214 neotomae: -0.289158
235:Brucellaceae:Brucella/1-214 abortus: -0.289158
94627:Brucellaceae:Brucella/1-214 grignonensis: -0.289158
419474:Brucellaceae:Brucella/1-214 haematophila: -0.289158
1899321:Phyllobacteriaceae:Phyllobacterium/1-214 salinisoli: -0.289158
571255:Brucellaceae:Brucella/1-214 thiophenivorans: -0.289158
1963359:Brucellaceae:Brucella/1-214 endophytica: -0.289158
314237:Phyllobacteriaceae:Phyllobacterium/1-214 leguminum: -0.289158
354351:Brucellaceae:Pseudochrobactrum/1-213 asaccharolyticum: -0.265239
1867719:Phyllobacteriaceae:Phyllobacterium/1-214 zundukense: -0.172221
2834768:Brucellaceae:Pseudochrobactrum/1-213 algeriensis: -0.265239
28101:Phyllobacteriaceae:Phyllobacterium/1-214 myrsinacearum: -0.172221
314236:Phyllobacteriaceae:Phyllobacterium/1-214 bourgognense: -0.172221
1149773:Phyllobacteriaceae:Phyllobacterium/1-214 endophyticum: -0.172221
314237:Phyllobacteriaceae:Phyllobacterium/1-214 leguminum: -0.172221
2817027:Phyllobacteriaceae:Phyllobacterium/1-214 calauticae: -0.172221
69279:Phyllobacteriaceae:Aquamicrobium/1-210 defluvii: -0.0074449
300193:Phyllobacteriaceae:Phyllobacterium/1-214 trifolii: -0.251951
89772:Phyllobacteriaceae:Aquamicrobium/1-210 lusatiense: -0.071229
314235:Phyllobacteriaceae:Phyllobacterium/1-214 brassicacearum: -0.251951
381:Phyllobacteriaceae:Mesorhizobium/1-214 loti: -0.236005
354351:Brucellaceae:Pseudochrobactrum/1-213 asaccharolyticum: -0.265239
1873176:Phyllobacteriaceae:Pseudaminobacter/1-214 manganicus: -0.236005
2675109:Phyllobacteriaceae:Mesorhizobium/1-214 composti: -0.236005
2116701:Phyllobacteriaceae:Mesorhizobium/1-211 ephedrae: -0.129698
1502156:Phyllobacteriaceae:Tianweitania/1-216 sediminis: -0.24132
2767425:Phyllobacteriaceae:Oryzicola/1-215 mucosus: -0.19614
2742145:Phyllobacteriaceae:Oricola/1-216 thermophila: -0.305104
93369:Phyllobacteriaceae:Pseudaminobacter/1-210 salicylatoxidans: -0.071229
1982044:Phyllobacteriaceae:Zhengella/1-214 mangrovi: -0.305104
1295366:Phyllobacteriaceae:Mesorhizobium/1-211 soli: -0.129698
1851146:Phyllobacteriaceae:Pseudaminobacter/1-210 arsenicus: -0.071229
1776730:Phyllobacteriaceae:Mesorhizobium/1-214 zhangyense: -0.236005
1776423:Phyllobacteriaceae:Mesorhizobium/1-214 helmanticense: -0.236005
2831468:Phyllobacteriaceae:Pseudaminobacter/1-209 soli: -0.0419946
83265:Phyllobacteriaceae:Aminobacter/1-214 niigataensis: -0.236005
505389:Phyllobacteriaceae:Mesorhizobium/1-214 sangaii: -0.236005
1300294:Phyllobacteriaceae:Mesorhizobium/1-214 sophorae: -0.236005
2495581:Phyllobacteriaceae:Aquibium/1-216 carbonis: -0.31042
536019:Phyllobacteriaceae:Mesorhizobium/1-214 opportunistum: -0.236005
381:Phyllobacteriaceae:Mesorhizobium/1-214 loti: -0.236005
2037900:Phyllobacteriaceae:Mesorhizobium/1-214 sanjuanii: -0.236005
39645:Phyllobacteriaceae:Mesorhizobium/1-214 ciceri: -0.236005
2184161:Phyllobacteriaceae:Oceaniradius/1-203 stylonematis: 0.253007
376165:Phyllobacteriaceae:Aminobacter/1-214 carboxidus: -0.236005
39844:Phyllobacteriaceae:Mesorhizobium/1-214 tianshanense: -0.236005
1035067:Phyllobacteriaceae:Aminobacter/1-214 anthyllidis: -0.236005
381:Phyllobacteriaceae:Mesorhizobium/1-214 loti: -0.236005
381:Phyllobacteriaceae:Mesorhizobium/1-214 loti: -0.236005
381:Phyllobacteriaceae:Mesorhizobium/1-214 loti: -0.236005
381:Phyllobacteriaceae:Mesorhizobium/1-214 loti: -0.236005
305698:Phyllobacteriaceae:Aminobacter/1-214 lissarensis: -0.236005
1631249:Phyllobacteriaceae:Mesorhizobium/1-214 prunaredense: -0.236005
83263:Phyllobacteriaceae:Aminobacter/1-214 aminovorans: -0.236005
489722:Phyllobacteriaceae:Mesorhizobium/1-214 metallidurans: -0.236005
2502215:Phyllobacteriaceae:Mesorhizobium/1-214 comanense: -0.236005
1004279:Phyllobacteriaceae:Mesorhizobium/1-214 muleiense: -0.236005
381:Phyllobacteriaceae:Mesorhizobium/1-216 loti: -0.315735
666020:Phyllobacteriaceae:Mesorhizobium/1-214 ventifaucium: -0.236005
28104:Phyllobacteriaceae:Mesorhizobium/1-214 huakuii: -0.236005
381:Phyllobacteriaceae:Mesorhizobium/1-214 loti: -0.236005
1208188:Phyllobacteriaceae:Mesorhizobium/1-214 carmichaelinearum: -0.236005
2233532:Phyllobacteriaceae:Mesorhizobium/1-214 atlanticum: -0.236005
666018:Phyllobacteriaceae:Mesorhizobium/1-214 escarrei: -0.236005
83263:Phyllobacteriaceae:Aminobacter/1-214 aminovorans: -0.236005
2901226:Rhizobiaceae:Rhizobium/1-217 quercicola: -0.228032
2014805:Phyllobacteriaceae:Mesorhizobium/1-214 wenxiniae: -0.236005
508661:Rhizobiaceae:Rhizobium/1-216 herbae: -0.246635
1165689:Phyllobacteriaceae:Mesorhizobium/1-214 qingshengii: -0.236005
1209954:Phyllobacteriaceae:Mesorhizobium/1-210 hawassense: -0.071229
1300272:Phyllobacteriaceae:Mesorhizobium/1-214 kowhaii: -0.236005
483206:Phyllobacteriaceae:Mesorhizobium/1-214 caraganae: -0.236005
2872591:Phyllobacteriaceae:Oricola/1-214 indica: -0.305104
475069:Phyllobacteriaceae:Mesorhizobium/1-211 camelthorni: -0.129698
2775404:Phyllobacteriaceae:Mesorhizobium/1-214 onobrychidis: -0.236005
241416:Phyllobacteriaceae:Mesorhizobium/1-214 temperatum: -0.236005
43617:Phyllobacteriaceae:Mesorhizobium/1-214 mediterraneum: -0.236005
1631247:Phyllobacteriaceae:Mesorhizobium/1-214 delmotii: -0.236005
1307853:Phyllobacteriaceae:Mesorhizobium/1-214 neociceri: -0.236005
1670800:Phyllobacteriaceae:Aquibium/1-205 oceanicum: 0.133412
71433:Phyllobacteriaceae:Mesorhizobium/1-214 amorphae: -0.236005
1300307:Phyllobacteriaceae:Mesorhizobium/1-214 waimense: -0.236005
1852022:Phyllobacteriaceae:Roseitalea/1-203 porphyridii: 0.253007
1612624:Rhizobiaceae:Pararhizobium/1-216 polonicum: -0.246635
1856850:Rhizobiaceae:Pararhizobium/1-216 arenae: -0.246635
675281:Phyllobacteriaceae:Aquibium/1-214 microcysteis: -0.305104
425306:Phyllobacteriaceae:Mesorhizobium/1-210 tamadayense: -0.071229
352475:Rhizobiaceae:Shinella/1-217 zoogloeoides: -0.228032
323621:Rhizobiaceae:Shinella/1-217 granuli: -0.228032
499528:Phyllobacteriaceae:Mesorhizobium/1-210 silamurunense: -0.071229
1817964:Rhizobiaceae:Shinella/1-215 curvata: -0.222716
28320:Rhizobiaceae:Mycoplana/1-217 dimorpha: -0.228032
76747:Rhizobiaceae:Sinorhizobium/1-217 kostiense: -0.228032
2037914:Rhizobiaceae:Pararhizobium/1-216 haloflavum: -0.24132
2654216:Rhizobiaceae:Shinella/1-217 lacus: -0.228032
1429082:Phyllobacteriaceae:Oricola/1-216 cellulosilytica: -0.305104
81895:Kaistiaceae:Prosthecomicrobium/1-214 pneumaticum: -0.305104
1967501:Rhizobiaceae:Shinella/1-216 sumterensis: -0.246635
2871820:Rhizobiaceae:Shinella/1-216 oryzae: -0.246635
56731:Rhizobiaceae:Rhizobium/1-216 giardinii: -0.246635
106592:Rhizobiaceae:Ensifer/1-217 adhaerens: -0.228032
417745:Rhizobiaceae:Shinella/1-217 kummerowiae: -0.228032
935557:Rhizobiaceae:Sinorhizobium/1-217 arboris: -0.228032
1480615:Phyllobacteriaceae:Hoeflea/1-215 olei: -0.259924
375549:Rhizobiaceae:Sinorhizobium/1-217 mexicanum: -0.228032
544480:Rhizobiaceae:Shinella/1-215 fusca: -0.222716
1214071:Rhizobiaceae:Ensifer/1-217 sesbaniae: -0.228032
2250594:Rhizobiaceae:Shinella/1-217 pollutisoli: -0.228032
908946:Rhizobiaceae:Rhizobium/1-215 subbaraonis: -0.222716
352475:Rhizobiaceae:Shinella/1-217 zoogloeoides: -0.228032
1922333:Phyllobacteriaceae:Hoeflea/1-214 prorocentri: -0.251951
83263:Phyllobacteriaceae:Aminobacter/1-214 aminovorans: -0.236005
1798805:Rhizobiaceae:Pararhizobium/1-217 antarcticum: -0.228032
1607949:Phyllobacteriaceae:Corticibacterium/1-216 populi: -0.24132
2682096:Phyllobacteriaceae:Nitratireductor/1-209 arenosus: 0.0271048
2846852:Rhizobiaceae:Rhizobium/1-217 halophilum: -0.228032
1395951:Rhizobiaceae:Rhizobium/1-216 gei: -0.246635
430679:Phyllobacteriaceae:Nitratireductor/1-214 kimnyeongensis: -0.299789
520838:Rhizobiaceae:Sinorhizobium/1-217 psoraleae: -0.228032
1972867:Rhizobiaceae:Agrobacterium/1-215 rosae: -0.222716
76980:Ahrensiaceae:Ahrensia/1-214 kielensis: -0.299789
2678685:Phyllobacteriaceae:Mesorhizobium/1-216 xinjiangense: -0.31042
244596:Phyllobacteriaceae:Hoeflea/1-214 phototrophica: -0.31042
1035271:Rhizobiaceae:Rhizobium/1-215 nepotum: -0.222716
110322:Rhizobiaceae:Sinorhizobium/1-217 terangae: -0.228032
2746702:Rhizobiaceae:Rhizobium/1-215 rhizolycopersici: -0.222716
36856:Rhizobiaceae:Sinorhizobium/1-217 saheli: -0.228032
2735528:Rhizobiaceae:Agrobacterium/1-215 vaccinii: -0.222716
2590452:Rhizobiaceae:Pararhizobium/1-213 mangrovi: -0.265239
735519:Rhizobiaceae:Rhizobium/1-215 halophytocola: -0.222716
984260:Rhizobiaceae:Rhizobium/1-215 skierniewicense: -0.222716
1672749:Rhizobiaceae:Xaviernesmea/1-215 rhizosphaerae: -0.222716
358:Rhizobiaceae:Agrobacterium/1-215 tumefaciens: -0.222716
2267833:Rhizobiaceae:Rhizobium/1-215 oryzihabitans: -0.222716
1986026:Rhizobiaceae:Rhizobium/1-217 wuzhouense: -0.228032
1876515:Notoacmeibacteraceae:Notoacmeibacter/1-204 marinus: 0.245034
1920512:Pleomorphomonadaceae:Oharaeibacter/1-214 diazotrophicus: -0.305104
937218:Aurantimonadaceae:Fulvimarina/1-215 manganoxydans: -0.291816
358:Rhizobiaceae:Agrobacterium/1-215 tumefaciens: -0.222716
411945:Rhizobiaceae:Rhizobium/1-217 miluonense: -0.228032
1636188:Rhizobiaceae:Mycoplana/1-217 azooxidifex: -0.228032
648995:Rhizobiaceae:Agrobacterium/1-215 pusense: -0.222716
1744844:Aurantimonadaceae:Aureimonas/1-215 pseudogalii: -0.169563
335020:Phyllobacteriaceae:Mesorhizobium/1-205 albiziae: 0.149358
147266:Rhizobiaceae:Agrobacterium/1-218 albertimagni: -0.188167
2883104:Rhizobiaceae:Neorhizobium/1-207 xiangyangii: 0.128096
453840:Phyllobacteriaceae:Aliihoeflea/1-214 aestuarii: -0.305104
2589807:Rhizobiaceae:Rhizobium/1-217 glycinendophyticum: -0.228032
274592:Phyllobacteriaceae:Hoeflea/1-215 marina: -0.329023
1368430:Rhizobiaceae:Rhizobium/1-218 rosettiformans: -0.188167
1850373:Rhizobiaceae:Rhizobium/1-217 rhizophilum: -0.20677
380:Rhizobiaceae:Sinorhizobium/1-217 fredii: -0.228032
2052828:Rhizobiaceae:Agrobacterium/1-215 bohemicum: -0.222716
187304:Stappiaceae:Roseibium/1-216 aggregatum: -0.294474
2846851:Rhizobiaceae:Rhizobium/1-215 alarense: -0.222716
2528239:Rhizobiaceae:Agrobacterium/1-215 cavarae: -0.222716
464029:Rhizobiaceae:Xaviernesmea/1-215 oryzae: -0.222716
160699:Rhizobiaceae:Agrobacterium/1-215 larrymoorei: -0.222716
1472378:Rhizobiaceae:Sinorhizobium/1-217 glycinis: -0.228032
2561934:Parvibaculaceae:Rhodoligotrophos/1-214 defluvii: -0.182851
204799:Phyllobacteriaceae:Nitratireductor/1-203 aquibiodomus: 0.253007
410764:Rhizobiaceae:Rhizobium/1-217 multihospitium: -0.228032
2341112:Rhizobiaceae:Georhizobium/1-215 profundi: -0.27587
150831:Stappiaceae:Roseibium/1-216 hamelinense: -0.294474
714899:Phyllobacteriaceae:Hoeflea/1-215 halophila: -0.259924
515947:Phyllobacteriaceae:Chelativorans/1-214 intermedius: -0.236005
1079109:Rhizobiaceae:Pseudorhizobium/1-217 tarimense: -0.228032
537017:Kaistiaceae:Kaistia/1-214 terrae: -0.220059
659017:Rhizobiaceae:Shinella/1-217 daejeonensis: -0.228032
2448161:Phyllobacteriaceae:Nitratireductor/1-214 alexandrii: -0.305104
28099:Rhizobiaceae:Agrobacterium/1-215 rubi: -0.222716
2854036:Phyllobacteriaceae:Nitratireductor/1-203 rhodophyticola: 0.253007
2067569:Stappiaceae:Pannonibacter/1-216 carbonis: -0.294474
399:Rhizobiaceae:Neorhizobium/1-217 galegae: -0.228032
194963:Rhizobiaceae:Sinorhizobium/1-217 americanum: -0.228032
67774:Rhizobiaceae:Neorhizobium/1-217 huautlense: -0.228032
2803841:Stappiaceae:Roseibium/1-216 litorale: -0.294474
735517:Stappiaceae:Roseibium/1-216 suaedae: -0.294474
716925:Rhizobiaceae:Sinorhizobium/1-217 sojae: -0.228032
110321:Rhizobiaceae:Sinorhizobium/1-216 medicae: -0.246635
1514904:Ahrensiaceae:Ahrensia/1-214 marina: -0.305104
379684:Rhizobiaceae:Rhizobium/1-208 pseudoryzae: 0.098862
363259:Kaistiaceae:Kaistia/1-214 granuli: -0.220059
2735553:Pleomorphomonadaceae:Chthonobacter/1-215 rhizosphaerae: -0.265239
373:Rhizobiaceae:Agrobacterium/1-217 vitis: -0.228032
472175:Phyllobacteriaceae:Nitratireductor/1-214 basaltis: -0.236005
52131:Rhizobiaceae:Rhizobium/1-217 hainanense: -0.228032
690585:Rhizobiaceae:Neorhizobium/1-207 vignae: 0.128096
1191678:Rhizobiaceae:Pseudorhizobium/1-204 endolithicum: 0.266295
3025782:Rhizobiaceae:Allorhizobium/1-217 ampelinum: -0.228032
384:Rhizobiaceae:Rhizobium/1-217 leguminosarum: -0.228032
1708715:Rhizobiaceae:Ensifer/1-217 aridi: -0.228032
2758565:Stappiaceae:Stappia/1-216 albiluteola: -0.294474
55518:Rhodospirillaceae:Magnetospirillum/1-214 gryphiswaldense: -0.220059
2859785:Rhizobiaceae:Rhizobium/1-217 populisoli: -0.228032
424757:Aurantimonadaceae:Aureimonas/1-215 frigidaquae: -0.217401
451876:Rhizobiaceae:Rhizobium/1-209 rhizoryzae: 0.0696276
1395944:Rhizobiaceae:Rhizobium/1-215 smilacinae: -0.222716
410841:Kaistiaceae:Kaistia/1-214 defluvii: -0.220059
2571221:Stappiaceae:Roseibium/1-216 polysiphoniae: -0.294474
1166683:Rhizobiaceae:Rhizobium/1-208 cauense: 0.098862
501024:Rhizobiaceae:Rhizobium/1-208 tibeticum: 0.098862
121719:Stappiaceae:Pannonibacter/1-216 phragmitetus: -0.294474
182270:Aurantimonadaceae:Aurantimonas/1-215 coralicida: -0.291816
651183:Aurantimonadaceae:Aurantimonas/1-215 manganoxydans: -0.291816
2555902:Propylenellaceae:Propylenella/1-216 binzhouense: -0.31042
2976980:Phyllobacteriaceae:Nitratireductor/1-214 luteus: -0.236005
515947:Phyllobacteriaceae:Chelativorans/1-214 intermedius: -0.305104
2093828:Rhizobiaceae:Neorhizobium/1-207 tomejilense: 0.128096
991904:Paracoccaceae:Polymorphum/1-216 gilvum: -0.294474
311410:Stappiaceae:Roseibium/1-216 album: -0.294474
281252:Stappiaceae:Roseibium/1-216 marinum: -0.294474
1323746:Stappiaceae:Roseibium/1-216 aquae: -0.294474
2781738:Phyllobacteriaceae:Aquamicrobium/1-204 zhengzhouense: 0.276926
388408:Stappiaceae:Roseibium/1-216 alexandrii: -0.294474
1233081:Rhizobiaceae:Pseudorhizobium/1-208 halotolerans: 0.098862
2171756:Rhizobiaceae:Rhizobium/1-217 terrae: -0.228032
2547961:Rhizobiaceae:Rhizobium/1-215 deserti: -0.222716
528178:Rhizobiaceae:Neorhizobium/1-217 alkalisoli: -0.228032
370622:Aurantimonadaceae:Aureimonas/1-215 altamirensis: -0.291816
1335061:Rhizobiaceae:Pseudorhizobium/1-208 flavum: 0.098862
1864509:Rhizobiaceae:Rhizobium/1-208 altiplani: 0.098862
78527:Rhizobiaceae:Allorhizobium/1-208 undicola: 0.098862
1565040:Hyphomicrobiaceae:Limoniibacter/1-214 endophyticus: -0.305104
2994654:Kaistiaceae:Kaistia/1-214 nematophila: -0.220059
2682781:Phyllobacteriaceae:Mesorhizobium/1-215 microcysteis: -0.212086
1125847:Rhizobiaceae:Pseudorhizobium/1-208 banfieldiae: 0.098862
2816037:Stappiaceae:Roseibium/1-216 limicola: -0.294474
1496690:Rhizobiaceae:Pseudorhizobium/1-208 marinum: 0.098862
1214924:Rhizobiaceae:Rhizobium/1-207 lemnae: 0.128096
382:Rhizobiaceae:Sinorhizobium/1-217 meliloti: -0.228032
384:Rhizobiaceae:Rhizobium/1-217 leguminosarum: -0.228032
2663029:Rhizobiaceae:Endobacterium/1-217 cereale: -0.228032
2670375:Notoacmeibacteraceae:Notoacmeibacter/1-205 ruber: 0.149358
887144:Rhizobiaceae:Allorhizobium/1-216 taibaishanense: -0.246635
29450:Rhizobiaceae:Rhizobium/1-217 leucaenae: -0.228032
384:Rhizobiaceae:Rhizobium/1-208 leguminosarum: 0.098862
1737357:Rhizobiaceae:Rhizobium/1-215 wenxiniae: -0.222716
1813451:Rhizobiaceae:Peteryoungia/1-217 desertarenae: -0.228032
363754:Rhizobiaceae:Rhizobium/1-217 freirei: -0.228032
2565783:Aurantimonadaceae:Aureimonas/1-216 fodinaquatilis: -0.198797
990285:Rhizobiaceae:Rhizobium/1-217 grahamii: -0.228032
410839:Kaistiaceae:Kaistia/1-214 geumhonensis: -0.220059
466044:Stappiaceae:Pannonibacter/1-216 indicus: -0.294474
166954:Kaistiaceae:Kaistia/1-214 adipata: -0.220059
2696469:Aurantimonadaceae:Jiella/1-217 pacifica: -0.297131
2692190:Stappiaceae:Stappia/1-216 sediminis: -0.294474
475067:Phyllobacteriaceae:Mesorhizobium/1-214 alhagi: -0.236005
1312183:Rhizobiaceae:Rhizobium/1-217 jaguaris: -0.228032
34017:Rhodobiaceae:Rhodobium/1-214 orientis: -0.352942
2907202:Aurantimonadaceae:Jiella/1-217 avicenniae: -0.297131
57676:Rhizobiaceae:Rhizobium/1-208 mongolense: 0.098862
2593653:Parvibaculaceae:Kaustia/1-214 mangrovi: -0.220059
665467:Kaistiaceae:Bauldia/1-215 litoralis: -0.24132
50338:Rhizobiaceae:Rhizobium/1-208 sullae: 0.098862
2590451:Aurantimonadaceae:Martelella/1-218 alba: -0.251951
56730:Rhizobiaceae:Rhizobium/1-208 gallicum: 0.098862
2503024:Rhizobiaceae:Neorhizobium/1-208 lilium: 0.098862
393664:Rhizobiaceae:Rhizobium/1-215 cellulosilyticum: -0.222716
714899:Phyllobacteriaceae:Hoeflea/1-214 halophila: -0.251951
1136135:Rhizobiaceae:Rhizobium/1-208 azibense: 0.098862
2509717:Rhizobiaceae:Ciceribacter/1-215 ferrooxidans: -0.222716
1776957:Aurantimonadaceae:Aureimonas/1-215 glaciei: -0.291816
396:Rhizobiaceae:Rhizobium/1-208 phaseoli: 0.098862
561088:Phyllobacteriaceae:Aquamicrobium/1-215 aerolatum: -0.193482
384:Rhizobiaceae:Rhizobium/1-217 leguminosarum: -0.228032
2816857:Aurantimonadaceae:Jiella/1-215 flava: -0.291816
1080:Afifellaceae:Afifella/1-216 marina: -0.31042
1293440:Kaistiaceae:Kaistia/1-214 hirudinis: -0.220059
2600299:Stappiaceae:Roseibium/1-216 aestuarii: -0.294474
1775174:Stappiaceae:Roseibium/1-216 sediminis: -0.294474
460060:Phyllobacteriaceae:Mesorhizobium/1-214 shangrilense: -0.236005
2041385:Rhizobiaceae:Rhizobium/1-217 tumorigenes: -0.228032
384:Rhizobiaceae:Rhizobium/1-208 leguminosarum: 0.098862
1197950:Rhizobiaceae:Ciceribacter/1-217 lividus: -0.228032
293089:Aurantimonadaceae:Martelella/1-207 mediterranea: 0.128096
410840:Kaistiaceae:Kaistia/1-214 dalseonensis: -0.220059
2692317:Rhizobiaceae:Rhizobium/1-217 changzhiense: -0.228032
1909496:Afifellaceae:Afifella/1-216 aestuarii: -0.31042
384:Rhizobiaceae:Rhizobium/1-217 leguminosarum: -0.228032
384:Rhizobiaceae:Rhizobium/1-217 leguminosarum: -0.228032
158891:Rhizobiaceae:Rhizobium/1-217 indigoferae: -0.228032
358:Rhizobiaceae:Agrobacterium/1-217 tumefaciens: -0.228032
29449:Rhizobiaceae:Rhizobium/1-217 etli: -0.228032
1285242:Rhodospirillaceae:Magnetospirillum/1-216 marisnigri: -0.225374
611300:Rhodospirillaceae:Magnetospirillum/1-214 sulfuroxidans: -0.220059
209897:Afifellaceae:Afifella/1-216 pfennigii: -0.251951
384:Rhizobiaceae:Rhizobium/1-208 leguminosarum: 0.098862
384:Rhizobiaceae:Rhizobium/1-217 leguminosarum: -0.228032
2816856:Aurantimonadaceae:Jiella/1-215 sonneratiae: -0.291816
84159:Rhodospirillaceae:Magnetospirillum/1-216 magneticum: -0.225374
1105283:Rhodospirillaceae:Magnetospirillum/1-214 aberrantis: -0.220059
1535242:Rhizobiaceae:Rhizobium/1-217 sophorae: -0.228032
484088:Rhizobiaceae:Rhizobium/1-217 tubonense: -0.228032
1387186:Rhizobiaceae:Rhizobium/1-204 straminoryzae: 0.266295
877384:Phyllobacteriaceae:Pseudohoeflea/1-215 suaedae: -0.20677
2495496:Aurantimonadaceae:Aureimonas/1-217 psammosilenae: -0.222716
1265931:Rhizobiaceae:Rhizobium/1-217 metallidurans: -0.228032
1735103:Phyllobacteriaceae:Nitratireductor/1-215 aestuarii: -0.129698
261934:Pleomorphomonadaceae:Pleomorphomonas/1-214 oryzae: -0.305104
364296:Rhodobiaceae:Rhodobium/1-205 gokarnense: 0.149358
197461:Stappiaceae:Pseudovibrio/1-216 exalbescens: -0.294474
1969821:Rhizobiaceae:Ciceribacter/1-217 thiooxidans: -0.228032
1522175:Aurantimonadaceae:Aurantimonas/1-215 endophytica: -0.291816
382514:Rhodospirillaceae:Telmatospirillum/1-215 siberiense: -0.291816
1138194:Rhizobiaceae:Rhizobium/1-217 lentis: -0.228032
1210932:Rhizobiaceae:Peteryoungia/1-216 ipomoeae: -0.209428
188:Rhodospirillaceae:Magnetospirillum/1-216 magnetotacticum: -0.225374
384:Rhizobiaceae:Rhizobium/1-217 leguminosarum: -0.228032
1673:Rhizobiaceae:Rhizobium/1-208 viscosum: 0.098862
358:Rhizobiaceae:Agrobacterium/1-215 tumefaciens: -0.222716
2934936:Rhizobiaceae:Allorhizobium/1-216 sonneratiae: -0.246635
