File name: output_cleaned_v3.fa
571256:Brucellaceae:Brucella/1-214 pituitosa: -0.053789
271865:Brucellaceae:[Ochrobactrum]/1-214 quorumnocens: -0.053789
571254:Brucellaceae:Brucella/1-214 rhizosphaerae: -0.053789
643673:Brucellaceae:Paenochrobactrum/1-215 gallinarii: -0.026352
235:Brucellaceae:Brucella/1-214 abortus: -0.053789
2201899:Brucellaceae:Falsochrobactrum/1-214 shanghaiense: -0.053789
29460:Brucellaceae:Brucella/1-214 neotomae: -0.053789
235:Brucellaceae:Brucella/1-214 abortus: -0.053789
94627:Brucellaceae:Brucella/1-214 grignonensis: -0.053789
419474:Brucellaceae:Brucella/1-214 haematophila: -0.053789
1899321:Phyllobacteriaceae:Phyllobacterium/1-214 salinisoli: -0.053789
571255:Brucellaceae:Brucella/1-214 thiophenivorans: -0.053789
1963359:Brucellaceae:Brucella/1-214 endophytica: -0.053789
314237:Phyllobacteriaceae:Phyllobacterium/1-214 leguminum: -0.053789
354351:Brucellaceae:Pseudochrobactrum/1-213 asaccharolyticum: -0.0390153
1867719:Phyllobacteriaceae:Phyllobacterium/1-214 zundukense: -0.606749
2834768:Brucellaceae:Pseudochrobactrum/1-213 algeriensis: -0.0390153
28101:Phyllobacteriaceae:Phyllobacterium/1-214 myrsinacearum: -0.606749
314236:Phyllobacteriaceae:Phyllobacterium/1-214 bourgognense: -0.606749
1149773:Phyllobacteriaceae:Phyllobacterium/1-214 endophyticum: -0.606749
314237:Phyllobacteriaceae:Phyllobacterium/1-214 leguminum: -0.606749
2817027:Phyllobacteriaceae:Phyllobacterium/1-214 calauticae: -0.606749
69279:Phyllobacteriaceae:Aquamicrobium/1-210 defluvii: -0.383033
300193:Phyllobacteriaceae:Phyllobacterium/1-214 trifolii: -0.0453469
89772:Phyllobacteriaceae:Aquamicrobium/1-210 lusatiense: 0.203696
314235:Phyllobacteriaceae:Phyllobacterium/1-214 brassicacearum: -0.0453469
381:Phyllobacteriaceae:Mesorhizobium/1-214 loti: -0.0200204
354351:Brucellaceae:Pseudochrobactrum/1-213 asaccharolyticum: -0.0390153
1873176:Phyllobacteriaceae:Pseudaminobacter/1-214 manganicus: -0.0200204
2675109:Phyllobacteriaceae:Mesorhizobium/1-214 composti: -0.0200204
2116701:Phyllobacteriaceae:Mesorhizobium/1-211 ephedrae: 0.176259
1502156:Phyllobacteriaceae:Tianweitania/1-216 sediminis: -0.00735722
2767425:Phyllobacteriaceae:Oryzicola/1-215 mucosus: -0.621523
2742145:Phyllobacteriaceae:Oricola/1-216 thermophila: -0.133989
93369:Phyllobacteriaceae:Pseudaminobacter/1-210 salicylatoxidans: 0.203696
1982044:Phyllobacteriaceae:Zhengella/1-214 mangrovi: -0.222632
1295366:Phyllobacteriaceae:Mesorhizobium/1-211 soli: 0.176259
1851146:Phyllobacteriaceae:Pseudaminobacter/1-210 arsenicus: 0.203696
1776730:Phyllobacteriaceae:Mesorhizobium/1-214 zhangyense: -0.0200204
1776423:Phyllobacteriaceae:Mesorhizobium/1-214 helmanticense: -0.0200204
2831468:Phyllobacteriaceae:Pseudaminobacter/1-209 soli: 0.0243008
83265:Phyllobacteriaceae:Aminobacter/1-214 niigataensis: -0.0200204
505389:Phyllobacteriaceae:Mesorhizobium/1-214 sangaii: -0.0200204
1300294:Phyllobacteriaceae:Mesorhizobium/1-214 sophorae: -0.0200204
2495581:Phyllobacteriaceae:Aquibium/1-216 carbonis: -0.209969
536019:Phyllobacteriaceae:Mesorhizobium/1-214 opportunistum: -0.0200204
381:Phyllobacteriaceae:Mesorhizobium/1-214 loti: -0.0200204
2037900:Phyllobacteriaceae:Mesorhizobium/1-214 sanjuanii: -0.0200204
39645:Phyllobacteriaceae:Mesorhizobium/1-214 ciceri: -0.0200204
2184161:Phyllobacteriaceae:Oceaniradius/1-203 stylonematis: 0.665904
376165:Phyllobacteriaceae:Aminobacter/1-214 carboxidus: -0.0200204
39844:Phyllobacteriaceae:Mesorhizobium/1-214 tianshanense: -0.0200204
1035067:Phyllobacteriaceae:Aminobacter/1-214 anthyllidis: -0.0200204
381:Phyllobacteriaceae:Mesorhizobium/1-214 loti: -0.0200204
381:Phyllobacteriaceae:Mesorhizobium/1-214 loti: -0.0200204
381:Phyllobacteriaceae:Mesorhizobium/1-214 loti: -0.0200204
381:Phyllobacteriaceae:Mesorhizobium/1-214 loti: -0.0200204
305698:Phyllobacteriaceae:Aminobacter/1-214 lissarensis: -0.0200204
1631249:Phyllobacteriaceae:Mesorhizobium/1-214 prunaredense: -0.0200204
83263:Phyllobacteriaceae:Aminobacter/1-214 aminovorans: -0.0200204
489722:Phyllobacteriaceae:Mesorhizobium/1-214 metallidurans: -0.0200204
2502215:Phyllobacteriaceae:Mesorhizobium/1-214 comanense: -0.0200204
1004279:Phyllobacteriaceae:Mesorhizobium/1-214 muleiense: -0.0200204
381:Phyllobacteriaceae:Mesorhizobium/1-216 loti: -0.260622
666020:Phyllobacteriaceae:Mesorhizobium/1-214 ventifaucium: -0.0200204
28104:Phyllobacteriaceae:Mesorhizobium/1-214 huakuii: -0.0200204
381:Phyllobacteriaceae:Mesorhizobium/1-214 loti: -0.0200204
1208188:Phyllobacteriaceae:Mesorhizobium/1-214 carmichaelinearum: -0.0200204
2233532:Phyllobacteriaceae:Mesorhizobium/1-214 atlanticum: -0.0200204
666018:Phyllobacteriaceae:Mesorhizobium/1-214 escarrei: -0.0200204
83263:Phyllobacteriaceae:Aminobacter/1-214 aminovorans: -0.0200204
2901226:Rhizobiaceae:Rhizobium/1-217 quercicola: 0.0496273
2014805:Phyllobacteriaceae:Mesorhizobium/1-214 wenxiniae: -0.0200204
508661:Rhizobiaceae:Rhizobium/1-216 herbae: 0.0221903
1165689:Phyllobacteriaceae:Mesorhizobium/1-214 qingshengii: -0.0200204
1209954:Phyllobacteriaceae:Mesorhizobium/1-210 hawassense: 0.203696
1300272:Phyllobacteriaceae:Mesorhizobium/1-214 kowhaii: -0.0200204
483206:Phyllobacteriaceae:Mesorhizobium/1-214 caraganae: -0.0200204
2872591:Phyllobacteriaceae:Oricola/1-214 indica: -0.222632
475069:Phyllobacteriaceae:Mesorhizobium/1-211 camelthorni: 0.176259
2775404:Phyllobacteriaceae:Mesorhizobium/1-214 onobrychidis: -0.0200204
241416:Phyllobacteriaceae:Mesorhizobium/1-214 temperatum: -0.0200204
43617:Phyllobacteriaceae:Mesorhizobium/1-214 mediterraneum: -0.0200204
1631247:Phyllobacteriaceae:Mesorhizobium/1-214 delmotii: -0.0200204
1307853:Phyllobacteriaceae:Mesorhizobium/1-214 neociceri: -0.0200204
1670800:Phyllobacteriaceae:Aquibium/1-205 oceanicum: 0.530829
71433:Phyllobacteriaceae:Mesorhizobium/1-214 amorphae: -0.0200204
1300307:Phyllobacteriaceae:Mesorhizobium/1-214 waimense: -0.0200204
1852022:Phyllobacteriaceae:Roseitalea/1-203 porphyridii: 0.665904
1612624:Rhizobiaceae:Pararhizobium/1-216 polonicum: 0.0221903
1856850:Rhizobiaceae:Pararhizobium/1-216 arenae: 0.0221903
675281:Phyllobacteriaceae:Aquibium/1-214 microcysteis: -0.222632
425306:Phyllobacteriaceae:Mesorhizobium/1-210 tamadayense: 0.203696
352475:Rhizobiaceae:Shinella/1-217 zoogloeoides: 0.0496273
323621:Rhizobiaceae:Shinella/1-217 granuli: 0.0496273
499528:Phyllobacteriaceae:Mesorhizobium/1-210 silamurunense: 0.203696
1817964:Rhizobiaceae:Shinella/1-215 curvata: 0.036964
28320:Rhizobiaceae:Mycoplana/1-217 dimorpha: 0.0496273
76747:Rhizobiaceae:Sinorhizobium/1-217 kostiense: 0.0496273
2037914:Rhizobiaceae:Pararhizobium/1-216 haloflavum: -0.0326837
2654216:Rhizobiaceae:Shinella/1-217 lacus: 0.0496273
1429082:Phyllobacteriaceae:Oricola/1-216 cellulosilytica: -0.133989
81895:Kaistiaceae:Prosthecomicrobium/1-214 pneumaticum: -0.222632
1967501:Rhizobiaceae:Shinella/1-216 sumterensis: 0.0221903
2871820:Rhizobiaceae:Shinella/1-216 oryzae: 0.0221903
56731:Rhizobiaceae:Rhizobium/1-216 giardinii: 0.0221903
106592:Rhizobiaceae:Ensifer/1-217 adhaerens: 0.0496273
417745:Rhizobiaceae:Shinella/1-217 kummerowiae: 0.0496273
935557:Rhizobiaceae:Sinorhizobium/1-217 arboris: 0.0496273
1480615:Phyllobacteriaceae:Hoeflea/1-215 olei: -0.0601206
375549:Rhizobiaceae:Sinorhizobium/1-217 mexicanum: 0.0496273
544480:Rhizobiaceae:Shinella/1-215 fusca: 0.036964
1214071:Rhizobiaceae:Ensifer/1-217 sesbaniae: 0.0496273
2250594:Rhizobiaceae:Shinella/1-217 pollutisoli: 0.0496273
908946:Rhizobiaceae:Rhizobium/1-215 subbaraonis: 0.036964
352475:Rhizobiaceae:Shinella/1-217 zoogloeoides: 0.0496273
1922333:Phyllobacteriaceae:Hoeflea/1-214 prorocentri: -0.0453469
83263:Phyllobacteriaceae:Aminobacter/1-214 aminovorans: -0.0200204
1798805:Rhizobiaceae:Pararhizobium/1-217 antarcticum: 0.0496273
1607949:Phyllobacteriaceae:Corticibacterium/1-216 populi: -0.00735722
2682096:Phyllobacteriaceae:Nitratireductor/1-209 arenosus: 0.226912
2846852:Rhizobiaceae:Rhizobium/1-217 halophilum: 0.0496273
1395951:Rhizobiaceae:Rhizobium/1-216 gei: 0.0221903
430679:Phyllobacteriaceae:Nitratireductor/1-214 kimnyeongensis: -0.146653
520838:Rhizobiaceae:Sinorhizobium/1-217 psoraleae: 0.0496273
1972867:Rhizobiaceae:Agrobacterium/1-215 rosae: 0.036964
76980:Ahrensiaceae:Ahrensia/1-214 kielensis: -0.146653
2678685:Phyllobacteriaceae:Mesorhizobium/1-216 xinjiangense: -0.209969
244596:Phyllobacteriaceae:Hoeflea/1-214 phototrophica: -0.273285
1035271:Rhizobiaceae:Rhizobium/1-215 nepotum: 0.036964
110322:Rhizobiaceae:Sinorhizobium/1-217 terangae: 0.0496273
2746702:Rhizobiaceae:Rhizobium/1-215 rhizolycopersici: 0.036964
36856:Rhizobiaceae:Sinorhizobium/1-217 saheli: 0.0496273
2735528:Rhizobiaceae:Agrobacterium/1-215 vaccinii: 0.036964
2590452:Rhizobiaceae:Pararhizobium/1-213 mangrovi: -0.127658
735519:Rhizobiaceae:Rhizobium/1-215 halophytocola: 0.036964
984260:Rhizobiaceae:Rhizobium/1-215 skierniewicense: 0.036964
1672749:Rhizobiaceae:Xaviernesmea/1-215 rhizosphaerae: 0.036964
358:Rhizobiaceae:Agrobacterium/1-215 tumefaciens: 0.036964
2267833:Rhizobiaceae:Rhizobium/1-215 oryzihabitans: 0.036964
1986026:Rhizobiaceae:Rhizobium/1-217 wuzhouense: 0.0496273
1876515:Notoacmeibacteraceae:Notoacmeibacter/1-204 marinus: 0.0559589
1920512:Pleomorphomonadaceae:Oharaeibacter/1-214 diazotrophicus: -0.222632
937218:Aurantimonadaceae:Fulvimarina/1-215 manganoxydans: -0.228964
358:Rhizobiaceae:Agrobacterium/1-215 tumefaciens: 0.036964
411945:Rhizobiaceae:Rhizobium/1-217 miluonense: 0.0496273
1636188:Rhizobiaceae:Mycoplana/1-217 azooxidifex: 0.0496273
648995:Rhizobiaceae:Agrobacterium/1-215 pusense: 0.036964
1744844:Aurantimonadaceae:Aureimonas/1-215 pseudogalii: 0.163596
335020:Phyllobacteriaceae:Mesorhizobium/1-205 albiziae: 0.556156
147266:Rhizobiaceae:Agrobacterium/1-218 albertimagni: 0.136159
2883104:Rhizobiaceae:Neorhizobium/1-207 xiangyangii: 0.530829
453840:Phyllobacteriaceae:Aliihoeflea/1-214 aestuarii: -0.222632
2589807:Rhizobiaceae:Rhizobium/1-217 glycinendophyticum: 0.0496273
274592:Phyllobacteriaceae:Hoeflea/1-215 marina: -0.237406
1368430:Rhizobiaceae:Rhizobium/1-218 rosettiformans: 0.136159
1850373:Rhizobiaceae:Rhizobium/1-217 rhizophilum: 0.108722
380:Rhizobiaceae:Sinorhizobium/1-217 fredii: 0.0496273
2052828:Rhizobiaceae:Agrobacterium/1-215 bohemicum: 0.036964
187304:Stappiaceae:Roseibium/1-216 aggregatum: -0.184642
2846851:Rhizobiaceae:Rhizobium/1-215 alarense: 0.036964
2528239:Rhizobiaceae:Agrobacterium/1-215 cavarae: 0.036964
464029:Rhizobiaceae:Xaviernesmea/1-215 oryzae: 0.036964
160699:Rhizobiaceae:Agrobacterium/1-215 larrymoorei: 0.036964
1472378:Rhizobiaceae:Sinorhizobium/1-217 glycinis: 0.0496273
2561934:Parvibaculaceae:Rhodoligotrophos/1-214 defluvii: 0.064401
204799:Phyllobacteriaceae:Nitratireductor/1-203 aquibiodomus: 0.665904
410764:Rhizobiaceae:Rhizobium/1-217 multihospitium: 0.0496273
2341112:Rhizobiaceae:Georhizobium/1-215 profundi: -0.0601206
150831:Stappiaceae:Roseibium/1-216 hamelinense: -0.184642
714899:Phyllobacteriaceae:Hoeflea/1-215 halophila: -0.0601206
515947:Phyllobacteriaceae:Chelativorans/1-214 intermedius: -0.0200204
1079109:Rhizobiaceae:Pseudorhizobium/1-217 tarimense: 0.0496273
537017:Kaistiaceae:Kaistia/1-214 terrae: -0.695392
659017:Rhizobiaceae:Shinella/1-217 daejeonensis: 0.0496273
2448161:Phyllobacteriaceae:Nitratireductor/1-214 alexandrii: -0.222632
28099:Rhizobiaceae:Agrobacterium/1-215 rubi: 0.036964
2854036:Phyllobacteriaceae:Nitratireductor/1-203 rhodophyticola: 0.665904
2067569:Stappiaceae:Pannonibacter/1-216 carbonis: -0.184642
399:Rhizobiaceae:Neorhizobium/1-217 galegae: 0.0496273
194963:Rhizobiaceae:Sinorhizobium/1-217 americanum: 0.0496273
67774:Rhizobiaceae:Neorhizobium/1-217 huautlense: 0.0496273
2803841:Stappiaceae:Roseibium/1-216 litorale: -0.184642
735517:Stappiaceae:Roseibium/1-216 suaedae: -0.184642
716925:Rhizobiaceae:Sinorhizobium/1-217 sojae: 0.0496273
110321:Rhizobiaceae:Sinorhizobium/1-216 medicae: 0.0221903
1514904:Ahrensiaceae:Ahrensia/1-214 marina: -0.222632
379684:Rhizobiaceae:Rhizobium/1-208 pseudoryzae: 0.448519
363259:Kaistiaceae:Kaistia/1-214 granuli: -0.695392
2735553:Pleomorphomonadaceae:Chthonobacter/1-215 rhizosphaerae: -0.127658
373:Rhizobiaceae:Agrobacterium/1-217 vitis: 0.0496273
472175:Phyllobacteriaceae:Nitratireductor/1-214 basaltis: -0.0200204
52131:Rhizobiaceae:Rhizobium/1-217 hainanense: 0.0496273
690585:Rhizobiaceae:Neorhizobium/1-207 vignae: 0.530829
1191678:Rhizobiaceae:Pseudorhizobium/1-204 endolithicum: 0.722888
3025782:Rhizobiaceae:Allorhizobium/1-217 ampelinum: 0.0496273
384:Rhizobiaceae:Rhizobium/1-217 leguminosarum: 0.0496273
1708715:Rhizobiaceae:Ensifer/1-217 aridi: 0.0496273
2758565:Stappiaceae:Stappia/1-216 albiluteola: -0.184642
55518:Rhodospirillaceae:Magnetospirillum/1-214 gryphiswaldense: -0.695392
2859785:Rhizobiaceae:Rhizobium/1-217 populisoli: 0.0496273
424757:Aurantimonadaceae:Aureimonas/1-215 frigidaquae: -0.0390153
451876:Rhizobiaceae:Rhizobium/1-209 rhizoryzae: 0.366208
1395944:Rhizobiaceae:Rhizobium/1-215 smilacinae: 0.036964
410841:Kaistiaceae:Kaistia/1-214 defluvii: -0.695392
2571221:Stappiaceae:Roseibium/1-216 polysiphoniae: -0.184642
1166683:Rhizobiaceae:Rhizobium/1-208 cauense: 0.448519
501024:Rhizobiaceae:Rhizobium/1-208 tibeticum: 0.448519
121719:Stappiaceae:Pannonibacter/1-216 phragmitetus: -0.184642
182270:Aurantimonadaceae:Aurantimonas/1-215 coralicida: -0.228964
651183:Aurantimonadaceae:Aurantimonas/1-215 manganoxydans: -0.228964
2555902:Propylenellaceae:Propylenella/1-216 binzhouense: -0.209969
2976980:Phyllobacteriaceae:Nitratireductor/1-214 luteus: -0.0200204
515947:Phyllobacteriaceae:Chelativorans/1-214 intermedius: -0.222632
2093828:Rhizobiaceae:Neorhizobium/1-207 tomejilense: 0.530829
991904:Paracoccaceae:Polymorphum/1-216 gilvum: -0.184642
311410:Stappiaceae:Roseibium/1-216 album: -0.184642
281252:Stappiaceae:Roseibium/1-216 marinum: -0.184642
1323746:Stappiaceae:Roseibium/1-216 aquae: -0.184642
2781738:Phyllobacteriaceae:Aquamicrobium/1-204 zhengzhouense: 0.718667
388408:Stappiaceae:Roseibium/1-216 alexandrii: -0.184642
1233081:Rhizobiaceae:Pseudorhizobium/1-208 halotolerans: 0.448519
2171756:Rhizobiaceae:Rhizobium/1-217 terrae: 0.0496273
2547961:Rhizobiaceae:Rhizobium/1-215 deserti: 0.036964
528178:Rhizobiaceae:Neorhizobium/1-217 alkalisoli: 0.0496273
370622:Aurantimonadaceae:Aureimonas/1-215 altamirensis: -0.228964
1335061:Rhizobiaceae:Pseudorhizobium/1-208 flavum: 0.448519
1864509:Rhizobiaceae:Rhizobium/1-208 altiplani: 0.448519
78527:Rhizobiaceae:Allorhizobium/1-208 undicola: 0.448519
1565040:Hyphomicrobiaceae:Limoniibacter/1-214 endophyticus: -0.222632
2994654:Kaistiaceae:Kaistia/1-214 nematophila: -0.695392
2682781:Phyllobacteriaceae:Mesorhizobium/1-215 microcysteis: 0.032743
1125847:Rhizobiaceae:Pseudorhizobium/1-208 banfieldiae: 0.448519
2816037:Stappiaceae:Roseibium/1-216 limicola: -0.184642
1496690:Rhizobiaceae:Pseudorhizobium/1-208 marinum: 0.448519
1214924:Rhizobiaceae:Rhizobium/1-207 lemnae: 0.530829
382:Rhizobiaceae:Sinorhizobium/1-217 meliloti: 0.0496273
384:Rhizobiaceae:Rhizobium/1-217 leguminosarum: 0.0496273
2663029:Rhizobiaceae:Endobacterium/1-217 cereale: 0.0496273
2670375:Notoacmeibacteraceae:Notoacmeibacter/1-205 ruber: 0.556156
887144:Rhizobiaceae:Allorhizobium/1-216 taibaishanense: 0.0221903
29450:Rhizobiaceae:Rhizobium/1-217 leucaenae: 0.0496273
384:Rhizobiaceae:Rhizobium/1-208 leguminosarum: 0.448519
1737357:Rhizobiaceae:Rhizobium/1-215 wenxiniae: 0.036964
1813451:Rhizobiaceae:Peteryoungia/1-217 desertarenae: 0.0496273
363754:Rhizobiaceae:Rhizobium/1-217 freirei: 0.0496273
2565783:Aurantimonadaceae:Aureimonas/1-216 fodinaquatilis: 0.0306324
990285:Rhizobiaceae:Rhizobium/1-217 grahamii: 0.0496273
410839:Kaistiaceae:Kaistia/1-214 geumhonensis: -0.695392
466044:Stappiaceae:Pannonibacter/1-216 indicus: -0.184642
166954:Kaistiaceae:Kaistia/1-214 adipata: -0.695392
2696469:Aurantimonadaceae:Jiella/1-217 pacifica: -0.2163
2692190:Stappiaceae:Stappia/1-216 sediminis: -0.184642
475067:Phyllobacteriaceae:Mesorhizobium/1-214 alhagi: -0.0200204
1312183:Rhizobiaceae:Rhizobium/1-217 jaguaris: 0.0496273
34017:Rhodobiaceae:Rhodobium/1-214 orientis: -0.311274
2907202:Aurantimonadaceae:Jiella/1-217 avicenniae: -0.2163
57676:Rhizobiaceae:Rhizobium/1-208 mongolense: 0.448519
2593653:Parvibaculaceae:Kaustia/1-214 mangrovi: -0.695392
665467:Kaistiaceae:Bauldia/1-215 litoralis: -0.110773
50338:Rhizobiaceae:Rhizobium/1-208 sullae: 0.448519
2590451:Aurantimonadaceae:Martelella/1-218 alba: -0.00735722
56730:Rhizobiaceae:Rhizobium/1-208 gallicum: 0.448519
2503024:Rhizobiaceae:Neorhizobium/1-208 lilium: 0.448519
393664:Rhizobiaceae:Rhizobium/1-215 cellulosilyticum: 0.036964
714899:Phyllobacteriaceae:Hoeflea/1-214 halophila: -0.0959997
1136135:Rhizobiaceae:Rhizobium/1-208 azibense: 0.448519
2509717:Rhizobiaceae:Ciceribacter/1-215 ferrooxidans: 0.036964
1776957:Aurantimonadaceae:Aureimonas/1-215 glaciei: -0.228964
396:Rhizobiaceae:Rhizobium/1-208 phaseoli: 0.448519
561088:Phyllobacteriaceae:Aquamicrobium/1-215 aerolatum: 0.0749537
384:Rhizobiaceae:Rhizobium/1-217 leguminosarum: 0.0496273
2816857:Aurantimonadaceae:Jiella/1-215 flava: -0.228964
1080:Afifellaceae:Afifella/1-216 marina: -0.209969
1293440:Kaistiaceae:Kaistia/1-214 hirudinis: -0.695392
2600299:Stappiaceae:Roseibium/1-216 aestuarii: -0.184642
1775174:Stappiaceae:Roseibium/1-216 sediminis: -0.184642
460060:Phyllobacteriaceae:Mesorhizobium/1-214 shangrilense: -0.0200204
2041385:Rhizobiaceae:Rhizobium/1-217 tumorigenes: 0.0496273
384:Rhizobiaceae:Rhizobium/1-208 leguminosarum: 0.448519
1197950:Rhizobiaceae:Ciceribacter/1-217 lividus: 0.0496273
293089:Aurantimonadaceae:Martelella/1-207 mediterranea: 0.530829
410840:Kaistiaceae:Kaistia/1-214 dalseonensis: -0.695392
2692317:Rhizobiaceae:Rhizobium/1-217 changzhiense: 0.0496273
1909496:Afifellaceae:Afifella/1-216 aestuarii: -0.209969
384:Rhizobiaceae:Rhizobium/1-217 leguminosarum: 0.0496273
384:Rhizobiaceae:Rhizobium/1-217 leguminosarum: 0.0496273
158891:Rhizobiaceae:Rhizobium/1-217 indigoferae: 0.0496273
358:Rhizobiaceae:Agrobacterium/1-217 tumefaciens: 0.0496273
29449:Rhizobiaceae:Rhizobium/1-217 etli: 0.0496273
1285242:Rhodospirillaceae:Magnetospirillum/1-216 marisnigri: -0.682729
611300:Rhodospirillaceae:Magnetospirillum/1-214 sulfuroxidans: -0.695392
209897:Afifellaceae:Afifella/1-216 pfennigii: -0.0326837
384:Rhizobiaceae:Rhizobium/1-208 leguminosarum: 0.448519
384:Rhizobiaceae:Rhizobium/1-217 leguminosarum: 0.0496273
2816856:Aurantimonadaceae:Jiella/1-215 sonneratiae: -0.228964
84159:Rhodospirillaceae:Magnetospirillum/1-216 magneticum: -0.682729
1105283:Rhodospirillaceae:Magnetospirillum/1-214 aberrantis: -0.695392
1535242:Rhizobiaceae:Rhizobium/1-217 sophorae: 0.0496273
484088:Rhizobiaceae:Rhizobium/1-217 tubonense: 0.0496273
1387186:Rhizobiaceae:Rhizobium/1-204 straminoryzae: 0.722888
877384:Phyllobacteriaceae:Pseudohoeflea/1-215 suaedae: 0.0285219
2495496:Aurantimonadaceae:Aureimonas/1-217 psammosilenae: -0.026352
1265931:Rhizobiaceae:Rhizobium/1-217 metallidurans: 0.0496273
1735103:Phyllobacteriaceae:Nitratireductor/1-215 aestuarii: 0.036964
261934:Pleomorphomonadaceae:Pleomorphomonas/1-214 oryzae: -0.222632
364296:Rhodobiaceae:Rhodobium/1-205 gokarnense: 0.556156
197461:Stappiaceae:Pseudovibrio/1-216 exalbescens: -0.184642
1969821:Rhizobiaceae:Ciceribacter/1-217 thiooxidans: 0.0496273
1522175:Aurantimonadaceae:Aurantimonas/1-215 endophytica: -0.228964
382514:Rhodospirillaceae:Telmatospirillum/1-215 siberiense: -0.72705
1138194:Rhizobiaceae:Rhizobium/1-217 lentis: 0.0496273
1210932:Rhizobiaceae:Peteryoungia/1-216 ipomoeae: 0.191033
188:Rhodospirillaceae:Magnetospirillum/1-216 magnetotacticum: -0.682729
