taxid,family,genus_species,helix_5_occupancy_30_max,amr_fullname,amr_phylum,amr_family,amr_pathogenicity,amr_gram_status
381,Phyllobacteriaceae,Mesorhizobium loti,30,Mesorhizobium loti,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
381,Phyllobacteriaceae,Mesorhizobium loti,30,Mesorhizobium loti,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
381,Phyllobacteriaceae,Mesorhizobium loti,30,Mesorhizobium loti,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
381,Phyllobacteriaceae,Mesorhizobium loti,30,Mesorhizobium loti,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
305698,Phyllobacteriaceae,Aminobacter lissarensis,30,Aminobacter carboxidus,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
1631249,Phyllobacteriaceae,Mesorhizobium prunaredense,30,Mesorhizobium prunaredense,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
83263,Phyllobacteriaceae,Aminobacter aminovorans,30,Aminobacter aminovorans,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
489722,Phyllobacteriaceae,Mesorhizobium metallidurans,30,Mesorhizobium metallidurans,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
2502215,Phyllobacteriaceae,Mesorhizobium comanense,30,Mesorhizobium comanense,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
1004279,Phyllobacteriaceae,Mesorhizobium muleiense,30,Mesorhizobium muleiense,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
381,Phyllobacteriaceae,Mesorhizobium loti,30,Mesorhizobium loti,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
666020,Phyllobacteriaceae,Mesorhizobium ventifaucium,30,(unknown name),(unknown phylum),(unknown family),Unknown,NA
28104,Phyllobacteriaceae,Mesorhizobium huakuii,30,Mesorhizobium huakuii,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
381,Phyllobacteriaceae,Mesorhizobium loti,30,Mesorhizobium loti,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
1208188,Phyllobacteriaceae,Mesorhizobium carmichaelinearum,30,Mesorhizobium carmichaelinearum,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
2233532,Phyllobacteriaceae,Mesorhizobium atlanticum,30,Mesorhizobium atlanticum,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
666018,Phyllobacteriaceae,Mesorhizobium escarrei,30,(unknown name),(unknown phylum),(unknown family),Unknown,NA
83263,Phyllobacteriaceae,Aminobacter aminovorans,30,Aminobacter aminovorans,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
2901226,Rhizobiaceae,Rhizobium quercicola,30,Agrobacterium radiobacter,Pseudomonadota,Rhizobiaceae,Pathogenic,Gram-negative
2014805,Phyllobacteriaceae,Mesorhizobium wenxiniae,30,Mesorhizobium wenxiniae,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
508661,Rhizobiaceae,Rhizobium herbae,30,Pararhizobium herbae,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
1165689,Phyllobacteriaceae,Mesorhizobium qingshengii,30,Mesorhizobium qingshengii,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
1209954,Phyllobacteriaceae,Mesorhizobium hawassense,30,Mesorhizobium hawassense,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
1300272,Phyllobacteriaceae,Mesorhizobium kowhaii,30,Mesorhizobium kowhaii,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
483206,Phyllobacteriaceae,Mesorhizobium caraganae,30,Mesorhizobium caraganae,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
2872591,Phyllobacteriaceae,Oricola indica,30,Oricola indica,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
475069,Phyllobacteriaceae,Mesorhizobium camelthorni,30,Mesorhizobium camelthorni,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
2775404,Phyllobacteriaceae,Mesorhizobium onobrychidis,30,(unknown name),(unknown phylum),(unknown family),Unknown,NA
241416,Phyllobacteriaceae,Mesorhizobium temperatum,30,Mesorhizobium temperatum,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
43617,Phyllobacteriaceae,Mesorhizobium mediterraneum,30,Mesorhizobium mediterraneum,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
1631247,Phyllobacteriaceae,Mesorhizobium delmotii,30,Mesorhizobium delmotii,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
1307853,Phyllobacteriaceae,Mesorhizobium neociceri,30,Mesorhizobium neociceri,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
1670800,Phyllobacteriaceae,Aquibium oceanicum,30,Aquibium oceanicum,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
71433,Phyllobacteriaceae,Mesorhizobium amorphae,30,Mesorhizobium amorphae,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
1300307,Phyllobacteriaceae,Mesorhizobium waimense,30,Mesorhizobium waimense,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
1852022,Phyllobacteriaceae,Roseitalea porphyridii,30,Roseitalea porphyridii,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
1612624,Rhizobiaceae,Pararhizobium polonicum,30,Pararhizobium polonicum,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
1856850,Rhizobiaceae,Pararhizobium arenae,30,Pararhizobium arenae,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
675281,Phyllobacteriaceae,Aquibium microcysteis,30,Aquibium microcysteis,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
425306,Phyllobacteriaceae,Mesorhizobium tamadayense,30,Mesorhizobium tamadayense,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
352475,Rhizobiaceae,Shinella zoogloeoides,30,Shinella zoogloeoides,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
323621,Rhizobiaceae,Shinella granuli,30,Shinella granuli,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
499528,Phyllobacteriaceae,Mesorhizobium silamurunense,30,Mesorhizobium silamurunense,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
1817964,Rhizobiaceae,Shinella curvata,30,Shinella curvata,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
28320,Rhizobiaceae,Mycoplana dimorpha,30,Mycoplana dimorpha,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
76747,Rhizobiaceae,Sinorhizobium kostiense,30,Ensifer kostiensis,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
2037914,Rhizobiaceae,Pararhizobium haloflavum,30,Pararhizobium haloflavum,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
2654216,Rhizobiaceae,Shinella lacus,30,Shinella lacus,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
1429082,Phyllobacteriaceae,Oricola cellulosilytica,30,Oricola cellulosilytica,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
81895,Kaistiaceae,Prosthecomicrobium pneumaticum,30,Prosthecomicrobium pneumaticum,Pseudomonadota,Hyphomicrobiaceae,Non-pathogenic,Gram-negative
1967501,Rhizobiaceae,Shinella sumterensis,30,Shewanella xiamenensis,Pseudomonadota,Shewanellaceae,Pathogenic,Gram-negative
2871820,Rhizobiaceae,Shinella oryzae,30,Salmonella Borreze,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
56731,Rhizobiaceae,Rhizobium giardinii,30,Pararhizobium giardinii,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
106592,Rhizobiaceae,Ensifer adhaerens,30,Ensifer adhaerens,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
417745,Rhizobiaceae,Shinella kummerowiae,30,Shinella kummerowiae,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
935557,Rhizobiaceae,Sinorhizobium arboris,30,Ensifer arboris,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
1480615,Phyllobacteriaceae,Hoeflea olei,30,Hoeflea olei,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
375549,Rhizobiaceae,Sinorhizobium mexicanum,30,Ensifer mexicanus,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
544480,Rhizobiaceae,Shinella fusca,30,Shinella fusca,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
1214071,Rhizobiaceae,Ensifer sesbaniae,30,Ensifer sesbaniae,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
2250594,Rhizobiaceae,Shinella pollutisoli,30,Shinella pollutisoli,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
908946,Rhizobiaceae,Rhizobium subbaraonis,30,Rhizobium subbaraonis,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
352475,Rhizobiaceae,Shinella zoogloeoides,30,Shinella zoogloeoides,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
1922333,Phyllobacteriaceae,Hoeflea prorocentri,30,Veillonella rodentium,Bacillota,Veillonellaceae,Potentially pathogenic,Gram-negative
83263,Phyllobacteriaceae,Aminobacter aminovorans,30,Aminobacter aminovorans,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
1798805,Rhizobiaceae,Pararhizobium antarcticum,30,Pararhizobium antarcticum,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
1607949,Phyllobacteriaceae,Corticibacterium populi,30,Corticibacterium populi,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
2682096,Phyllobacteriaceae,Nitratireductor arenosus,30,Lactiplantibacillus argentoratensis,Bacillota,Lactobacillaceae,Pathogenic,Gram-positive
2846852,Rhizobiaceae,Rhizobium halophilum,30,Mycobacterium haemophilum,Actinomycetota,Mycobacteriaceae,Pathogenic,Gram-positive
1395951,Rhizobiaceae,Rhizobium gei,30,Rhizobium gei,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
430679,Phyllobacteriaceae,Nitratireductor kimnyeongensis,30,Nitratireductor kimnyeongensis,Pseudomonadota,Phyllobacteriaceae,Non-pathogenic,Gram-negative
520838,Rhizobiaceae,Sinorhizobium psoraleae,30,Ensifer psoraleae,Pseudomonadota,Rhizobiaceae,Non-pathogenic,Gram-negative
1972867,Rhizobiaceae,Agrobacterium rosae,30,Agrobacterium rosae,Pseudomonadota,Rhizobiaceae,Potentially pathogenic,Gram-negative
