,taxid,family,genus_species,helix_5_occupancy_75_max
7706,>2567944,Paenibacillaceae,Paenibacillus/1-168 dokdonensis,14.0
7707,>1268072,Paenibacillaceae,Paenibacillus/1-168 sabinae,14.0
7708,>1268072,Paenibacillaceae,Paenibacillus/1-168 sabinae,14.0
7709,>528191,Paenibacillaceae,Paenibacillus/1-169 xylanexedens,14.0
7710,>46240,Paenibacillaceae,Paenibacillus/1-169 apiarius,14.0
7711,>1967783,Chlamydiaceae,Chlamydia/1-177 poikilotherma,23.0
7712,>1406,Paenibacillaceae,Paenibacillus/1-170 polymyxa,15.0
7713,>528191,Paenibacillaceae,Paenibacillus/1-170 xylanexedens,15.0
7714,>521377,Bacillaceae,Alkalihalophilus/1-172 marmarensis,18.0
7715,>669462,Paenibacillaceae,Paenibacillus/1-167 pinihumi,14.0
7716,>1850370,Paenibacillaceae,Paenibacillus/1-168 apii,14.0
7717,>227866,Bacillaceae,Bacillus/1-169 tequilensis,18.0
7718,>52004,Halobacteroidaceae,Natroniella/1-170 acetigena,17.0
7719,>2937794,Paenibacillaceae,Paenibacillus/1-171 mellifer,16.0
7720,>2697035,Paenibacillaceae,Paenibacillus/1-170 glycinis,14.0
7721,>2686092,Bacillaceae,Halobacillus/1-168 ihumii,14.0
7722,>632348,Thermoanaerobacterales/1-180 Family III. Incertae Sedis,Caldicellulosiruptor kronotskyensis,16.0
7723,>225915,Paenibacillaceae,Paenibacillus/1-168 timonensis,16.0
7724,>1274374,Paenibacillaceae,Paenibacillus/1-167 antibioticophila,14.0
7725,>135193,Paenibacillaceae,Paenibacillus/1-169 daejeonensis,14.0
7726,>44252,Paenibacillaceae,Paenibacillus/1-170 macerans,15.0
7727,>393763,Bacillaceae,Anaerobacillus/1-171 alkalilacustris,18.0
7728,>159743,Paenibacillaceae,Paenibacillus/1-171 terrae,14.0
7729,>2674991,Paenibacillaceae,Cohnella/1-167 candidum,14.0
7730,>1333845,Paenibacillaceae,Paenibacillus/1-168 sophorae,14.0
7731,>2487276,Bacillaceae,Bacillus/1-169 cabrialesii,18.0
7732,>31899,Thermoanaerobacterales/1-180 Family III. Incertae Sedis,Caldicellulosiruptor bescii,16.0
7733,>472963,Bacillaceae,Anaerobacillus/1-171 alkalidiazotrophicus,18.0
7734,>2564100,Paenibacillaceae,Cohnella/1-164 pontilimi,14.0
7735,>1232431,Paenibacillaceae,Paenibacillus/1-168 ihuae,14.0
7736,>39489,Clostridiaceae,Clostridium/1-168 moniliforme,17.0
7737,>311244,Paenibacillaceae,Paenibacillus/1-168 assamensis,14.0
7738,>1837342,Paenibacillaceae,Paenibacillus/1-167 sinopodophylli,14.0
7739,>171404,Paenibacillaceae,Paenibacillus/1-168 agaridevorans,14.0
7740,>2766982,Chlamydiaceae,Chlamydia/1-177 crocodili,23.0
7741,>3020863,Paenibacillaceae,Paenibacillus/1-168 agilis,14.0
7742,>225985,Bacillaceae,Fictibacillus/1-167 gelatini,14.0
7743,>582692,Paenibacillaceae,Paenibacillus/1-170 polysaccharolyticus,15.0
7744,>1423,Bacillaceae,Bacillus/1-170 subtilis,18.0
7745,>2728835,Verrucomicrobiaceae,Luteolibacter/1-168 luteus,14.0
7746,>1705561,Paenibacillaceae,Paenibacillus/1-168 xylanivorans,14.0
7747,>562959,Paenibacillaceae,Paenibacillus/1-170 cellulositrophicus,15.0
7748,>1870820,Paenibacillaceae,Paenibacillus/1-167 ihbetae,14.0
7749,>1555112,Limnochordaceae,Limnochorda/1-169 pilosa,16.0
7750,>228574,Paenibacillaceae,Paenibacillus/1-167 lactis,14.0
7751,>413888,Thermoanaerobacterales/1-180 Family III. Incertae Sedis,Caldicellulosiruptor hydrothermalis,16.0
7752,>2820273,Bacillaceae,Gracilibacillus/1-170 suaedae,14.0
7753,>545501,Bacillaceae,Oceanobacillus/1-165 oncorhynchi,16.0
7754,>1850370,Paenibacillaceae,Paenibacillus/1-168 apii,14.0
7755,>85991,Chlamydiaceae,Chlamydia/1-176 pecorum,22.0
7756,>237530,Paenibacillaceae,Paenibacillus/1-168 cineris,14.0
7757,>1423,Bacillaceae,Bacillus/1-169 subtilis,16.0
7758,>484184,Paenibacillaceae,Paenibacillus/1-170 taichungensis,15.0
7759,>1243663,Paenibacillaceae,Paenibacillus/1-168 camerounensis,14.0
7760,>2689078,Paenibacillaceae,Paenibacillus/1-168 turpanensis,14.0
7761,>1406,Paenibacillaceae,Paenibacillus/1-168 polymyxa,14.0
7762,>297318,Paenibacillaceae,Paenibacillus/1-168 rhizosphaerae,14.0
7763,>1414722,Parachlamydiaceae,Candidatus/1-177 Protochlamydia phocaeensis,22.0
7764,>29563,Halanaerobiaceae,Halanaerobium/1-169 salsuginis,16.0
7765,>1482736,Peptostreptococcaceae,Acetoanaerobium/1-170 pronyense,15.0
7766,>1325358,Paenibacillaceae,Paenibacillus/1-169 silvae,14.0
7767,>253703,Paenibacillaceae,Paenibacillus/1-170 antarcticus,15.0
7768,>582686,Paenibacillaceae,Paenibacillus/1-169 methanolicus,14.0
7769,>79264,Paenibacillaceae,Paenibacillus/1-168 ehimensis,14.0
7770,>545502,Bacillaceae,Ornithinibacillus/1-167 bavariensis,13.0
7771,>562959,Paenibacillaceae,Paenibacillus/1-168 cellulositrophicus,14.0
7772,>189426,Paenibacillaceae,Paenibacillus/1-168 odorifer,14.0
7773,>684063,Paenibacillaceae,Paenibacillus/1-168 algorifonticola,14.0
7774,>237530,Paenibacillaceae,Paenibacillus/1-168 cineris,14.0
7775,>2492960,Bacillaceae,Bacillus/1-168 yapensis,16.0
7776,>483913,Bacillaceae,Bacillus/1-169 inaquosorum,18.0
7777,>221028,Paenibacillaceae,Paenibacillus/1-168 favisporus,14.0
7778,>1222016,Thermoanaerobacterales/1-178 Family III. Incertae Sedis,Caldicellulosiruptor changbaiensis,16.0
7779,>1325358,Paenibacillaceae,Paenibacillus/1-170 silvae,15.0
7780,>2798579,Paenibacillaceae,Paenibacillus/1-167 roseus,14.0
7781,>79263,Paenibacillaceae,Paenibacillus/1-168 chitinolyticus,14.0
7782,>237530,Paenibacillaceae,Paenibacillus/1-170 cineris,15.0
7783,>92942,Nostocaceae,Nostoc/1-169 linckia,13.0
7784,>297318,Paenibacillaceae,Paenibacillus/1-168 rhizosphaerae,14.0
7785,>1870990,Paenibacillaceae,Paenibacillus/1-168 bouchesdurhonensis,14.0
7786,>96241,Bacillaceae,Bacillus/1-169 spizizenii,18.0
7787,>1406,Paenibacillaceae,Paenibacillus/1-168 polymyxa,14.0
7788,>1333861,Paenibacillaceae,Paenibacillus/1-168 forsythiae,14.0
7789,>1054297,Clostridiaceae,Clostridium/1-170 punense,16.0
7790,>1330551,Paenibacillaceae,Paenibacillus/1-168 lemnae,14.0
7791,>221028,Paenibacillaceae,Paenibacillus/1-170 favisporus,15.0
7792,>162209,Paenibacillaceae,Paenibacillus/1-168 naphthalenovorans,14.0
7793,>1115758,Peptostreptococcaceae,Romboutsia/1-168 ilealis,16.0
7794,>2565926,Paenibacillaceae,Paenibacillus/1-168 algicola,14.0
7795,>562959,Paenibacillaceae,Paenibacillus/1-168 cellulositrophicus,14.0
7796,>2873927,Paenibacillaceae,Paenibacillus/1-170 caui,14.0
7797,>1476024,Paenibacillaceae,Paenibacillus/1-167 vini,14.0
7798,>1357545,Nostocaceae,Richelia/1-169 sinica,13.0
7799,>2936508,Paenibacillaceae,Paenibacillus/1-169 hamazuiensis,14.0
7800,>169760,Paenibacillaceae,Paenibacillus/1-168 stellifer,14.0
7801,>1423,Bacillaceae,Bacillus/1-169 subtilis,18.0
7802,>1449,Bacillaceae,Amphibacillus/1-168 xylanus,14.0
7803,>170367,Paenibacillaceae,Paenibacillus/1-167 anaericanus,14.0
7804,>2873927,Paenibacillaceae,Paenibacillus/1-167 caui,14.0
7805,>1408,Bacillaceae,Bacillus/1-170 pumilus,18.0
7806,>1406,Paenibacillaceae,Paenibacillus/1-168 polymyxa,14.0
7807,>1406,Paenibacillaceae,Paenibacillus/1-167 polymyxa,14.0
7808,>582692,Paenibacillaceae,Paenibacillus/1-169 polysaccharolyticus,14.0
7809,>2583376,Paenibacillaceae,Paenibacillus/1-167 paridis,14.0
7810,>248903,Paenibacillaceae,Paenibacillus/1-168 xylanilyticus,14.0
7811,>1423,Bacillaceae,Bacillus/1-170 subtilis,18.0
7812,>2666075,Paenibacillaceae,Paenibacillus/1-168 monticola,14.0
7813,>59846,Paenibacillaceae,Paenibacillus/1-168 chibensis,14.0
7814,>1423,Bacillaceae,Bacillus/1-170 subtilis,18.0
7815,>63737,Nostocaceae,Nostoc/1-169 punctiforme,13.0
7816,>1705565,Paenibacillaceae,Paenibacillus/1-168 solani,14.0
7817,>1870820,Paenibacillaceae,Paenibacillus/1-168 ihbetae,14.0
7818,>2545753,Paenibacillaceae,Paenibacillus/1-167 luteus,14.0
7819,>2582848,Paenibacillaceae,Paenibacillus/1-168 antri,14.0
7820,>198119,Paenibacillaceae,Paenibacillus/1-169 barcinonensis,14.0
7821,>1768003,Paenibacillaceae,Paenibacillus/1-168 pinistramenti,14.0
7822,>2715209,Bacillaceae,Bacillus/1-169 rugosus,18.0
7823,>2606219,Paenibacillaceae,Paenibacillus/1-168 silvestris,14.0
7824,>2810347,Paenibacillaceae,Paenibacillus/1-168 tianjinensis,14.0
7825,>1326968,Bacillaceae,Bacillus/1-170 australimaris,18.0
7826,>2886352,Coleofasciculaceae,Allocoleopsis/1-169 franciscana,13.0
7827,>44251,Paenibacillaceae,Paenibacillus/1-168 durus,14.0
7828,>154288,Turicibacteraceae,Turicibacter/1-172 sanguinis,18.0
7829,>83559,Chlamydiaceae,Chlamydia/1-175 suis,21.0
7830,>1406,Paenibacillaceae,Paenibacillus/1-166 polymyxa,14.0
7831,>307580,Paenibacillaceae,Paenibacillus/1-167 woosongensis,14.0
7832,>1398745,Bacillaceae,Litoribacterium/1-167 kuwaitense,15.0
7833,>3020863,Paenibacillaceae,Paenibacillus/1-169 agilis,14.0
7834,>1325358,Paenibacillaceae,Paenibacillus/1-167 silvae,14.0
7835,>389348,Parachlamydiaceae,Candidatus/1-177 Protochlamydia naegleriophila,22.0
7836,>2507935,Paenibacillaceae,Cohnella/1-170 abietis,14.0
7837,>360185,Bacillaceae,Amphibacillus/1-168 sediminis,14.0
7838,>154288,Turicibacteraceae,Turicibacter/1-170 sanguinis,17.0
7839,>3026433,Paenibacillaceae,Paenibacillus/1-169 marchantiae,14.0
7840,>1347366,Clostridiaceae,Clostridium/1-169 massiliamazoniense,16.0
7841,>2036016,Bacillaceae,Niallia/1-172 endozanthoxylica,20.0
7842,>1653776,Bacillaceae,Halalkalibacter/1-171 oceani,18.0
7843,>42838,Thermoanaerobacteraceae,Ammonifex/1-171 degensii,18.0
7844,>129961,Spirulinaceae,Spirulina/1-169 major,13.0
7845,>1705561,Paenibacillaceae,Paenibacillus/1-170 xylanivorans,15.0
7846,>2608684,Paenibacillaceae,Paenibacillus/1-168 tengchongensis,14.0
7847,>1037680,Bacillaceae,Robertmurraya/1-168 kyonggiensis,17.0
7848,>1174501,Paenibacillaceae,Paenibacillus/1-168 typhae,14.0
7849,>484184,Paenibacillaceae,Paenibacillus/1-169 taichungensis,14.0
7850,>1768003,Paenibacillaceae,Paenibacillus/1-168 pinistramenti,15.0
7851,>1333845,Paenibacillaceae,Paenibacillus/1-168 sophorae,14.0
7852,>29324,Thermoanaerobacterales/1-180 Family III. Incertae Sedis,Caldicellulosiruptor naganoensis,16.0
7853,>689904,Tissierellaceae,Tissierella/1-177 carlieri,22.0
7854,>1527293,Paenibacillaceae,Paenibacillus/1-171 dakarensis,17.0
7855,>83560,Chlamydiaceae,Chlamydia/1-175 muridarum,21.0
7856,>689904,Tissierellaceae,Tissierella/1-170 carlieri,16.0
7857,>284581,Bacillaceae,Priestia/1-167 koreensis,15.0
7858,>1338368,Paenibacillaceae,Paenibacillus/1-167 lentus,14.0
7859,>2496557,Paenibacillaceae,Paenibacillus/1-170 spiritus,14.0
7860,>307580,Paenibacillaceae,Paenibacillus/1-167 woosongensis,14.0
7861,>1634444,Paenibacillaceae,Saccharibacillus/1-167 deserti,15.0
7862,>1423,Bacillaceae,Bacillus/1-170 subtilis,18.0
7863,>1406,Paenibacillaceae,Paenibacillus/1-168 polymyxa,14.0
7864,>2736,Verrucomicrobiaceae,Verrucomicrobium/1-167 spinosum,14.0
7865,>1325360,Paenibacillaceae,Paenibacillus/1-167 segetis,14.0
7866,>2320858,Planococcaceae,Paenisporosarcina/1-169 cavernae,14.0
7867,>2583377,Paenibacillaceae,Saccharibacillus/1-168 brassicae,15.0
7868,>723921,Halobacteroidaceae,Natroniella/1-170 sulfidigena,17.0
7869,>1294268,Paenibacillaceae,Paenibacillus/1-167 endophyticus,14.0
7870,>1278232,Tepidimicrobiaceae,Keratinibaculum/1-173 paraultunense,18.0
7871,>1416533,Paenibacillaceae,Fontibacillus/1-167 phaseoli,14.0
7872,>456493,Paenibacillaceae,Saccharibacillus/1-168 sacchari,15.0
7873,>1850366,Paenibacillaceae,Paenibacillus/1-168 rhizophilus,14.0
7875,>1917889,Bacillaceae,Virgibacillus/1-167 dakarensis,15.0
7876,>624147,Paenibacillaceae,Paenibacillus/1-168 tianmuensis,14.0
7877,>2607614,Tissierellaceae,Tissierella/1-173 pigra,18.0
7878,>2060666,Paenibacillaceae,Saccharibacillus/1-168 endophyticus,15.0
7879,>228574,Paenibacillaceae,Paenibacillus/1-168 lactis,14.0
7880,>1368476,Bacillaceae,Lysinibacillus/1-168 halotolerans,14.0
7881,>2060666,Paenibacillaceae,Saccharibacillus/1-167 endophyticus,14.0
7882,>306543,Paenibacillaceae,Paenibacillus/1-168 harenae,14.0
7883,>198119,Paenibacillaceae,Paenibacillus/1-167 barcinonensis,14.0
7884,>1761012,Peptococcaceae,Candidatus/1-172 Formimonas warabiya,19.0
7885,>2840445,Nostocaceae,Dendronalium/1-169 phyllosphericum,13.0
7886,>474957,Paenibacillaceae,Paenibacillus/1-167 castaneae,14.0
7887,>1216008,Bacillaceae,Amphibacillus/1-168 jilinensis,14.0
7888,>2567944,Paenibacillaceae,Paenibacillus/1-168 dokdonensis,14.0
7889,>1572857,Paenibacillaceae,Fontibacillus/1-167 solani,14.0
7890,>1561,Clostridiaceae,Clostridium/1-168 baratii,17.0
7891,>539262,Paenibacillaceae,Paenibacillus/1-170 hunanensis,15.0
7892,>1472,Paenibacillaceae,Paenibacillus/1-169 pabuli,14.0
7893,>741277,Hapalosiphonaceae,Fischerella/1-169 thermalis,13.0
7894,>2686092,Bacillaceae,Halobacillus/1-168 ihumii,16.0
7895,>414771,Paenibacillaceae,Paenibacillus/1-167 donghaensis,14.0
7896,>687436,Paenibacillaceae,Paenibacillus/1-167 ihumii,14.0
7897,>362787,Parachlamydiaceae,Candidatus/1-176 Protochlamydia amoebophila,21.0
7898,>1280390,Paenibacillaceae,Gorillibacterium/1-170 massiliense,15.0
7899,>1356243,Paenibacillaceae,Paenibacillus/1-169 oceanisediminis,14.0
7900,>116718,Paenibacillaceae,Paenibacillus/1-168 azoreducens,14.0
7901,>669464,Paenibacillaceae,Paenibacillus/1-168 filicis,14.0
7902,>45668,Bacillaceae,Halobacillus/1-168 litoralis,14.0
7903,>670482,Paenibacillaceae,Fontibacillus/1-167 panacisegetis,14.0
7904,>36842,Clostridiaceae,Maledivibacter/1-173 halophilus,17.0
7905,>1768003,Paenibacillaceae,Paenibacillus/1-168 pinistramenti,14.0
7906,>429341,Paenibacillaceae,Paenibacillus/1-168 montaniterrae,14.0
7907,>2678611,Bacillaceae,Oceanobacillus/1-168 salinisoli,15.0
7908,>1172618,Paenibacillaceae,Paenibacillus/1-168 artemisiicola,14.0
7909,>86665,Bacillaceae,Halalkalibacterium/1-171 halodurans,18.0
7910,>1172615,Paenibacillaceae,Paenibacillus/1-169 lignilyticus,14.0
7911,>29372,Clostridiaceae,Clostridium/1-168 thermobutyricum,17.0
7912,>1037680,Bacillaceae,Robertmurraya/1-167 kyonggiensis,14.0
7913,>2583377,Paenibacillaceae,Saccharibacillus/1-167 brassicae,14.0
7914,>1816696,Bacillaceae,Gracilibacillus/1-167 timonensis,16.0
7915,>2661615,Pseudanabaenaceae,Pseudanabaena/1-170 yagii,16.0
7916,>2545760,Paenibacillaceae,Paenibacillus/1-169 albiflavus,14.0
7917,>549000,Fam_of_Geomicrobium,Geomicrobium/1-168 halophilum,16.0
7918,>217495,Bacillaceae,Lederbergia/1-168 ruris,15.0
7919,>279215,Bacillaceae,Bacillus/1-169 alveayuensis,15.0
7920,>197653,Nostocaceae,Anabaena/1-169 azotica,13.0
7921,>578214,Bacillaceae,Halobacillus/1-168 hunanensis,16.0
7922,>76009,Eubacteriales/1-171 Family XII. Incertae Sedis,Fusibacter paucivorans,17.0
7923,>2705290,Paenibacillaceae,Saccharibacillus/1-169 alkalitolerans,15.0
7924,>416012,Paenibacillaceae,Paenibacillus/1-170 tarimensis,14.0
7925,>351095,Bacillaceae,Paucisalibacillus/1-167 globulus,13.0
7926,>454146,Verrucomicrobiaceae,Roseibacillus/1-167 ishigakijimensis,15.0
7927,>767787,Bacillaceae,Amphibacillus/1-168 cookii,14.0
7928,>1294268,Paenibacillaceae,Paenibacillus/1-168 endophyticus,14.0
7929,>1423,Bacillaceae,Bacillus/1-169 subtilis,18.0
7930,>2661615,Pseudanabaenaceae,Pseudanabaena/1-170 yagii,16.0
7931,>400777,Paenibacillaceae,Paenibacillus/1-169 ginsengarvi,14.0
7932,>2069301,Bacillaceae,Evansella/1-168 tamaricis,18.0
7933,>1763540,Paenibacillaceae,Saccharibacillus/1-167 qingshengii,15.0
7934,>862114,Paenibacillaceae,Paenibacillus/1-167 faecis,14.0
7935,>652876,Paenibacillaceae,Cohnella/1-168 luojiensis,14.0
7936,>189691,Paenibacillaceae,Paenibacillus/1-168 elgii,14.0
7937,>1508390,Bacillaceae,Aureibacillus/1-167 halotolerans,14.0
7938,>1816695,Bacillaceae,Bacillus/1-181 tuaregi,16.0
7939,>1423,Bacillaceae,Bacillus/1-176 subtilis,17.0
7940,>1472,Paenibacillaceae,Paenibacillus/1-167 pabuli,14.0
7941,>306540,Bacillaceae,Halolactibacillus/1-169 halophilus,14.0
7942,>1265935,Paenibacillaceae,Paenibacillus/1-170 shirakamiensis,15.0
7943,>1472,Paenibacillaceae,Paenibacillus/1-170 pabuli,15.0
7944,>621096,Bacillaceae,Streptohalobacillus/1-168 salinus,14.0
7945,>1306274,Nostocaceae,Nostoc/1-169 flagelliforme,13.0
7946,>1347902,Bacillaceae,Priestia/1-182 taiwanensis,16.0
7947,>1349432,Paenibacillaceae,Paenibacillus/1-168 helianthi,14.0
7948,>1501230,Paenibacillaceae,Paenibacillus/1-168 tyrfis,14.0
7949,>301092,Bacillaceae,Marinococcus/1-166 halotolerans,18.0
7950,>1870990,Paenibacillaceae,Paenibacillus/1-167 bouchesdurhonensis,14.0
