taxid,family,genus_species,helix_5_occupancy_30_max,amr_fullname,amr_phylum,amr_family,amr_pathogenicity,amr_gram_status
2020948,Peptostreptococcaceae,Romboutsia maritimum,1,(unknown name),(unknown phylum),(unknown family),Unknown,NA
2020949,Peptostreptococcaceae,Romboutsia weinsteinii,1,(unknown name),(unknown phylum),(unknown family),Unknown,NA
1301100,Peptostreptococcaceae,Clostridium dakarense,4,Clostridium aldenense,Bacillota,Clostridiaceae,Pathogenic,Gram-positive
89152,Peptostreptococcaceae,Peptacetobacter hiranonis,4,Peptacetobacter hiranonis,Bacillota,Peptostreptococcaceae,Non-pathogenic,Gram-positive
1776391,Peptostreptococcaceae,Romboutsia timonensis,1,Romboutsia timonensis,Bacillota,Clostridiaceae,Non-pathogenic,Gram-positive
1115758,Peptostreptococcaceae,Romboutsia ilealis,1,Romboutsia ilealis,Bacillota,Clostridiaceae,Non-pathogenic,Gram-positive
1537,Peptostreptococcaceae,Romboutsia lituseburensis,1,Romboutsia lituseburensis,Bacillota,Clostridiaceae,Non-pathogenic,Gram-positive
1537,Peptostreptococcaceae,Romboutsia lituseburensis,3,Romboutsia lituseburensis,Bacillota,Clostridiaceae,Non-pathogenic,Gram-positive
1537,Peptostreptococcaceae,Romboutsia lituseburensis,2,Romboutsia lituseburensis,Bacillota,Clostridiaceae,Non-pathogenic,Gram-positive
1629550,Clostridiaceae,Paraclostridium benzoelyticum,1,Paraclostridium benzoelyticum,Bacillota,Clostridiaceae,Potentially pathogenic,Gram-positive
1490,Clostridiaceae,Paraclostridium bifermentans,1,Paraclostridium bifermentans,Bacillota,Clostridiaceae,Pathogenic,Gram-positive
1490,Clostridiaceae,Paraclostridium bifermentans,1,Paraclostridium bifermentans,Bacillota,Clostridiaceae,Pathogenic,Gram-positive
29358,Peptostreptococcaceae,Paeniclostridium ghonii,4,Paeniclostridium ghonii,Bacillota,Clostridiaceae,Potentially pathogenic,Gram-positive
1541,Peptostreptococcaceae,Terrisporobacter mayombei,2,Terrisporobacter mayombei,Bacillota,Clostridiaceae,Potentially pathogenic,Gram-positive
2813371,Peptostreptococcaceae,Terrisporobacter hibernicus,2,Terrisporobacter glycolicus,Bacillota,Clostridiaceae,Potentially pathogenic,Gram-positive
2813371,Peptostreptococcaceae,Terrisporobacter hibernicus,1,Terrisporobacter glycolicus,Bacillota,Clostridiaceae,Potentially pathogenic,Gram-positive
1125703,Peptostreptococcaceae,Terrisporobacter glycolicus,2,Terrisporobacter glycolicus,Bacillota,Clostridiaceae,Potentially pathogenic,Gram-positive
2743610,Peptostreptococcaceae,Peptacetobacter hominis,1,Peptacetobacter hominis,Bacillota,Peptostreptococcaceae,Non-pathogenic,Gram-positive
1505,Peptostreptococcaceae,Paeniclostridium sordellii,4,Paeniclostridium sordellii,Bacillota,Clostridiaceae,Pathogenic,Gram-positive
2813371,Peptostreptococcaceae,Terrisporobacter hibernicus,2,Terrisporobacter glycolicus,Bacillota,Clostridiaceae,Potentially pathogenic,Gram-positive
1537,Peptostreptococcaceae,Romboutsia lituseburensis,0,Romboutsia lituseburensis,Bacillota,Clostridiaceae,Non-pathogenic,Gram-positive
1115758,Peptostreptococcaceae,Romboutsia ilealis,0,Romboutsia ilealis,Bacillota,Clostridiaceae,Non-pathogenic,Gram-positive
261299,Peptostreptococcaceae,Intestinibacter bartlettii,1,Intestinibacter bartlettii,Bacillota,Clostridiaceae,Non-pathogenic,Gram-positive
1629550,Clostridiaceae,Paraclostridium benzoelyticum,1,Paraclostridium benzoelyticum,Bacillota,Clostridiaceae,Potentially pathogenic,Gram-positive
1490,Clostridiaceae,Paraclostridium bifermentans,1,Paraclostridium bifermentans,Bacillota,Clostridiaceae,Pathogenic,Gram-positive
1490,Clostridiaceae,Paraclostridium bifermentans,1,Paraclostridium bifermentans,Bacillota,Clostridiaceae,Pathogenic,Gram-positive
1490,Clostridiaceae,Paraclostridium bifermentans,1,Paraclostridium bifermentans,Bacillota,Clostridiaceae,Pathogenic,Gram-positive
2020948,Peptostreptococcaceae,Romboutsia maritimum,4,(unknown name),(unknown phylum),(unknown family),Unknown,NA
1178515,Paenibacillaceae,Paenibacillus swuensis,0,Paenibacillus swuensis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
307580,Paenibacillaceae,Paenibacillus woosongensis,0,Paenibacillus woosongensis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1505,Peptostreptococcaceae,Paeniclostridium sordellii,0,Paeniclostridium sordellii,Bacillota,Clostridiaceae,Pathogenic,Gram-positive
687436,Paenibacillaceae,Paenibacillus ihumii,0,Paenibacillus ihumii,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1338368,Paenibacillaceae,Paenibacillus lentus,0,Paenibacillus lentus,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
78057,Paenibacillaceae,Paenibacillus popilliae,1,Paenibacillus popilliae,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
66347,Paenibacillaceae,Paenibacillus campinasensis,0,Paenibacillus campinasensis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1650662,Clostridiaceae,Desnuesiella massiliensis,1,Desnuesiella massiliensis,Bacillota,Clostridiaceae,Non-pathogenic,Gram-positive
1505,Peptostreptococcaceae,Paeniclostridium sordellii,1,Paeniclostridium sordellii,Bacillota,Clostridiaceae,Pathogenic,Gram-positive
1505,Peptostreptococcaceae,Paeniclostridium sordellii,1,Paeniclostridium sordellii,Bacillota,Clostridiaceae,Pathogenic,Gram-positive
2509456,Paenibacillaceae,Paenibacillus protaetiae,2,Paenibacillus protaetiae,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1820010,Paenibacillaceae,Paenibacillus aceti,0,Paenibacillus aceti,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1324314,Paenibacillaceae,Paenibacillus selenitireducens,0,Paenibacillus selenitireducens,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
683737,Paenibacillaceae,Paenibacillus uliginis,0,Paenibacillus uliginis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1401,Paenibacillaceae,Paenibacillus lautus,0,Paenibacillus lautus,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
2692622,Paenibacillaceae,Paenibacillus puerhi,0,Paenibacillus puerhi,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1705565,Paenibacillaceae,Paenibacillus solani,0,Paenibacillus solani,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1473112,Paenibacillaceae,Paenibacillus guangzhouensis,0,Paenibacillus guangzhouensis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1406,Paenibacillaceae,Paenibacillus polymyxa,0,Paenibacillus polymyxa,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
1387557,Thermoanaerobacterales/1-179 Family III. Incertae Sedis,Caldicellulosiruptor danielii,2,Caldicellulosiruptor danielii,Bacillota,Syntrophomonadaceae,Non-pathogenic,Gram-positive
2079532,Paenibacillaceae,Paenibacillus faecalis,0,Paenibacillus macerans,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
178340,Bacillaceae,Gracilibacillus dipsosauri,0,Gracilibacillus dipsosauri,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
369333,Paenibacillaceae,Paenibacillus terrigena,0,Paenibacillus terrigena,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
59841,Paenibacillaceae,Paenibacillus kobensis,0,Paenibacillus kobensis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
49283,Paenibacillaceae,Paenibacillus thiaminolyticus,1,Paenibacillus thiaminolyticus,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
1870990,Paenibacillaceae,Paenibacillus bouchesdurhonensis,0,Mycobacterium bouchedurhonense,Actinomycetota,Mycobacteriaceae,Pathogenic,Gram-positive
83557,Chlamydiaceae,Chlamydia caviae,6,Chlamydia pneumoniae,Chlamydiota,Chlamydiaceae,Pathogenic,Gram-negative
2548455,Clostridiaceae,Clostridium cuniculi,1,Clostridium cuniculi,Bacillota,Clostridiaceae,Potentially pathogenic,Gram-positive
2799335,Paenibacillaceae,Paenibacillus alkalitolerans,0,Paenibacillus thiaminolyticus,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
2567944,Paenibacillaceae,Paenibacillus dokdonensis,0,Paenibacillus dokdonensis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1191699,Bacillaceae,Calidifontibacillus oryziterrae,0,Calidifontibacillus oryziterrae,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
160799,Paenibacillaceae,Paenibacillus borealis,0,Paenibacillus borealis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
369399,Paenibacillaceae,Paenibacillus zanthoxyli,0,Paenibacillus zanthoxyli,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1527293,Paenibacillaceae,Paenibacillus dakarensis,0,Paenibacillus dakarensis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
2931978,Paenibacillaceae,Paenibacillus mangrovi,0,Paenibacillus macerans,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
632518,Thermoanaerobacterales/1-180 Family III. Incertae Sedis,Caldicellulosiruptor owensensis,2,Caldicellulosiruptor owensensis,Bacillota,Syntrophomonadaceae,Non-pathogenic,Gram-positive
1173085,Paenibacillaceae,Paenibacillus profundus,0,Paenibacillus profundus,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
130049,Paenibacillaceae,Paenibacillus dendritiformis,1,Paenibacillus dendritiformis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
100176,Oscillospiraceae,Papillibacter cinnamivorans,4,Papillibacter cinnamivorans,Bacillota,Oscillospiraceae,Non-pathogenic,Gram-positive
521520,Paenibacillaceae,Paenibacillus urinalis,0,Paenibacillus urinalis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
157839,Paenibacillaceae,Paenibacillus cookii,0,Paenibacillus cookii,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1462996,Paenibacillaceae,Paenibacillus yonginensis,0,Paenibacillus yonginensis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
116718,Paenibacillaceae,Paenibacillus azoreducens,0,Paenibacillus azoreducens,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1619311,Paenibacillaceae,Paenibacillus physcomitrellae,0,Paenibacillus physcomitrellae,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
2762232,Paenibacillaceae,Paenibacillus gallinarum,0,Paenibacillus thiaminolyticus,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
1330551,Paenibacillaceae,Paenibacillus lemnae,0,Paenibacillus lemnae,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
157839,Paenibacillaceae,Paenibacillus cookii,0,Paenibacillus cookii,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
2567944,Paenibacillaceae,Paenibacillus dokdonensis,0,Paenibacillus dokdonensis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
2079532,Paenibacillaceae,Paenibacillus faecalis,0,Paenibacillus macerans,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
683737,Paenibacillaceae,Paenibacillus uliginis,0,Paenibacillus uliginis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
2729421,Bacillaceae,Sediminibacillus dalangtanensis,0,Sediminibacillus dalangtanensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
268407,Paenibacillaceae,Paenibacillus wynnii,0,Paenibacillus wynnii,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
116718,Paenibacillaceae,Paenibacillus azoreducens,0,Paenibacillus azoreducens,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
2926292,Lactobacillaceae,Lacticaseibacillus kribbianus,1,Lacticaseibacillus kribbianus,Bacillota,Lactobacillaceae,Potentially pathogenic,Gram-positive
1720296,Paenibacillaceae,Paenibacillus rubinfantis,1,Paenibacillus turicensis,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
1457141,Chlamydiaceae,Chlamydia avium,6,Chlamydia avium,Chlamydiota,Chlamydiaceae,Potentially pathogenic,Gram-negative
1406,Paenibacillaceae,Paenibacillus polymyxa,0,Paenibacillus polymyxa,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
442899,Bacillaceae,Halolactibacillus alkaliphilus,1,Halolactibacillus alkaliphilus,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
83561,Simkaniaceae,Simkania negevensis,4,Simkania negevensis,Chlamydiota,Simkaniaceae,Pathogenic,Gram-negative
2931978,Paenibacillaceae,Paenibacillus mangrovi,0,Paenibacillus macerans,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
1452732,Paenibacillaceae,Paenibacillus kyungheensis,0,Paenibacillus kyungheensis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
948756,Paenibacillaceae,Paenibacillus macquariensis,0,Paenibacillus macquariensis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
343517,Paenibacillaceae,Paenibacillus barengoltzii,1,Paenibacillus barengoltzii,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
66347,Paenibacillaceae,Paenibacillus campinasensis,0,Paenibacillus campinasensis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
157733,Bacillaceae,Alkalihalobacillus macyae,1,Alkalihalobacillus macyae,Bacillota,Bacillaceae,Potentially pathogenic,Gram-positive
1651774,Simkaniaceae,Candidatus Neptunochlamydia vexilliferae,4,(unknown name),(unknown phylum),(unknown family),Unknown,NA
456490,Paenibacillaceae,Cohnella phaseoli,0,Cohnella phaseoli,Bacillota,Paenibacillaceae,Non-pathogenic,Gram-positive
456493,Paenibacillaceae,Saccharibacillus sacchari,0,Saccharibacillus sacchari,Bacillota,Paenibacillaceae,Non-pathogenic,Gram-positive
2060666,Paenibacillaceae,Saccharibacillus endophyticus,0,Saccharibacillus endophyticus,Bacillota,Paenibacillaceae,Non-pathogenic,Gram-positive
1306852,Paenibacillaceae,Paenibacillus etheri,0,Paenibacillus etheri,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1406,Paenibacillaceae,Paenibacillus polymyxa,0,Paenibacillus polymyxa,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
252966,Thermoanaerobacterales/1-169 Family IV. Incertae Sedis,Mahella australiensis,1,Mahella australiensis,Bacillota,,Non-pathogenic,Gram-positive
742054,Paenibacillaceae,Paenibacillus sacheonensis,0,Paenibacillus sacheonensis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
225844,Bacillaceae,Alkalihalobacillus algicola,1,Alkalihalobacillus algicola,Bacillota,Bacillaceae,Potentially pathogenic,Gram-positive
44250,Paenibacillaceae,Paenibacillus alvei,1,Paenibacillus alvei,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
2045207,Bacillaceae,Salipaludibacillus keqinensis,0,Salipaludibacillus keqinensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
2565926,Paenibacillaceae,Paenibacillus algicola,0,Paenibacillus algicola,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1884432,Bacillaceae,Salibacterium halotolerans,0,Salibacterium halotolerans,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
2126352,Paenibacillaceae,Brevibacillus fortis,0,Brevibacillus fortis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
2079532,Paenibacillaceae,Paenibacillus faecalis,0,Paenibacillus macerans,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
301953,Thermoanaerobacterales/1-180 Family III. Incertae Sedis,Caldicellulosiruptor acetigenus,2,Caldicellulosiruptor acetigenus,Bacillota,Syntrophomonadaceae,Non-pathogenic,Gram-positive
2774142,Paenibacillaceae,Paenibacillus arenosi,1,Paenibacillus turicensis,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
2594883,Bacillaceae,Radiobacillus deserti,0,Radiobacillus deserti,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
1926285,Bacillaceae,Oceanobacillus timonensis,1,Oceanobacillus timonensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
1457153,Chlamydiaceae,Chlamydia gallinacea,6,Chlamydia gallinacea,Chlamydiota,Chlamydiaceae,Potentially pathogenic,Gram-negative
2772299,Paenibacillaceae,Paenibacillus arenilitoris,0,Paenibacillus thiaminolyticus,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
2704463,Paenibacillaceae,Paenibacillus rhizovicinus,0,Paenibacillus thiaminolyticus,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
1451,Paenibacillaceae,Paenibacillus amylolyticus,0,Paenibacillus amylolyticus,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
340071,Criblamydiaceae,Criblamydia sequanensis,1,Criblamydia sequanensis,Chlamydiota,Criblamydiaceae,Non-pathogenic,Gram-negative
717609,Thermoanaerobacterales/1-180 Family III. Incertae Sedis,Caldicellulosiruptor obsidiansis,2,Caldicellulosiruptor obsidiansis,Bacillota,Syntrophomonadaceae,Non-pathogenic,Gram-positive
2762232,Paenibacillaceae,Paenibacillus gallinarum,0,Paenibacillus thiaminolyticus,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
813,Chlamydiaceae,Chlamydia trachomatis,6,Chlamydia trachomatis,Chlamydiota,Chlamydiaceae,Pathogenic,Gram-negative
83555,Chlamydiaceae,Chlamydia abortus,6,Chlamydia abortus,Chlamydiota,Chlamydiaceae,Pathogenic,Gram-negative
582851,Bacillaceae,Oceanobacillus sojae,1,Oceanobacillus sojae,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
2931978,Paenibacillaceae,Paenibacillus mangrovi,0,Paenibacillus macerans,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
2704462,Paenibacillaceae,Paenibacillus lycopersici,0,Paenibacillus turicensis,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
83556,Chlamydiaceae,Chlamydia felis,6,Chlamydia felis,Chlamydiota,Chlamydiaceae,Potentially pathogenic,Gram-negative
2494525,Chlamydiaceae,Chlamydia buteonis,6,Chlamydia pneumoniae,Chlamydiota,Chlamydiaceae,Pathogenic,Gram-negative
2841508,Paenibacillaceae,Paenibacillus brevis,0,Paenibacillus brevis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1435645,Paenibacillaceae,Paenibacillus oenotherae,0,Paenibacillus oenotherae,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1502,Clostridiaceae,Clostridium perfringens,1,Clostridium perfringens,Bacillota,Clostridiaceae,Pathogenic,Gram-positive
2654979,Paenibacillaceae,Paenibacillus germinis,0,Paenibacillus germinis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1406,Paenibacillaceae,Paenibacillus polymyxa,0,Paenibacillus polymyxa,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
63737,Nostocaceae,Nostoc punctiforme,1,Nostoc punctiforme,Cyanobacteria,Nostocaceae,Non-pathogenic,Gram-negative
253703,Paenibacillaceae,Paenibacillus antarcticus,0,Paenibacillus antarcticus,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
340214,Bacillaceae,Lentibacillus kapialis,1,Lentibacillus kapialis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
59846,Paenibacillaceae,Paenibacillus chibensis,0,Paenibacillus chibensis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
2490856,Paenibacillaceae,Paenibacillus oralis,0,Paenibacillus macerans,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
1462527,Bacillaceae,Oceanobacillus jeddahense,1,Oceanobacillus jeddahense,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
531815,Bacillaceae,Oceanobacillus neutriphilus,0,Oceanobacillus neutriphilus,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
2744309,Paenibacillaceae,Paenibacillus agri,0,Paenibacillus agri,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
2780073,Paenibacillaceae,Paenibacillus rhizolycopersici,1,Paenibacillus thiaminolyticus,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
1482,Bacillaceae,Virgibacillus halodenitrificans,1,Virgibacillus halodenitrificans,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
578214,Bacillaceae,Halobacillus hunanensis,0,Halobacillus hunanensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
2608683,Paenibacillaceae,Paenibacillus tepidiphilus,0,Paenibacillus tepidiphilus,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1401,Paenibacillaceae,Paenibacillus lautus,0,Paenibacillus lautus,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
2806205,Thermoanaerobacterales/1-180 Family III. Incertae Sedis,Caldicellulosiruptor diazotrophicus,2,Caldicellulosiruptor diazotrophicus,Bacillota,Syntrophomonadaceae,Non-pathogenic,Gram-positive
1917889,Bacillaceae,Virgibacillus dakarensis,0,Virgibacillus dakarensis,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
1387779,Paenibacillaceae,Cohnella nanjingensis,0,Cohnella nanjingensis,Bacillota,Paenibacillaceae,Non-pathogenic,Gram-positive
44251,Paenibacillaceae,Paenibacillus durus,0,Paenibacillus durus,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
268407,Paenibacillaceae,Paenibacillus wynnii,0,Paenibacillus wynnii,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
948756,Paenibacillaceae,Paenibacillus macquariensis,0,Paenibacillus macquariensis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
862114,Paenibacillaceae,Paenibacillus faecis,0,Paenibacillus faecis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
2707005,Paenibacillaceae,Paenibacillus lutimineralis,0,Paenibacillus lutimineralis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1406,Paenibacillaceae,Paenibacillus polymyxa,0,Paenibacillus polymyxa,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
59845,Paenibacillaceae,Paenibacillus illinoisensis,0,Paenibacillus illinoisensis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1507512,Peptostreptococcaceae,Romboutsia hominis,2,Romboutsia hominis,Bacillota,Clostridiaceae,Non-pathogenic,Gram-positive
2567944,Paenibacillaceae,Paenibacillus dokdonensis,0,Paenibacillus dokdonensis,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
483423,Criblamydiaceae,Estrella lausannensis,1,Estrella lausannensis,Chlamydiota,Criblamydiaceae,Non-pathogenic,Gram-negative
1268072,Paenibacillaceae,Paenibacillus sabinae,0,Paenibacillus sabinae,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1268072,Paenibacillaceae,Paenibacillus sabinae,0,Paenibacillus sabinae,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
528191,Paenibacillaceae,Paenibacillus xylanexedens,0,Paenibacillus xylanexedens,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
46240,Paenibacillaceae,Paenibacillus apiarius,0,Paenibacillus apiarius,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
1967783,Chlamydiaceae,Chlamydia poikilotherma,6,Chlamydia poikilotherma,Chlamydiota,Chlamydiaceae,Potentially pathogenic,Gram-negative
1406,Paenibacillaceae,Paenibacillus polymyxa,0,Paenibacillus polymyxa,Bacillota,Paenibacillaceae,Pathogenic,Gram-positive
528191,Paenibacillaceae,Paenibacillus xylanexedens,0,Paenibacillus xylanexedens,Bacillota,Paenibacillaceae,Potentially pathogenic,Gram-positive
266892,Bacillaceae,Salibacterium qingdaonense,0,Salibacterium qingdaonense,Bacillota,Bacillaceae,Non-pathogenic,Gram-positive
