taxid,family,genus_species,helix_5_occupancy_75_max,amr_fullname,amr_phylum,amr_family,amr_pathogenicity,amr_gram_status
>1903694,Aeromonadaceae,Oceanisphaera avium,65,Oceanisphaera avium,Pseudomonadota,Aeromonadaceae,Non-pathogenic,Gram-negative
>2905728,Corticoviridae,Corticovirus PM2,65,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>347535,Aeromonadaceae,Zobellella taiwanensis,65,Zobellella taiwanensis,Pseudomonadota,Aeromonadaceae,Non-pathogenic,Gram-negative
>2831148,Alteromonadaceae,Paraneptunicella aestuarii,65,Paraneptunicella aestuarii,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>1323745,Chromatiaceae,Arsukibacterium tuosuense,65,Arsukibacterium tuosuense,Pseudomonadota,,Non-pathogenic,Gram-negative
>2848612,Chromatiaceae,Arsukibacterium indicum,65,Arsukibacterium indicum,Pseudomonadota,,Non-pathogenic,Gram-negative
>2059724,Aeromonadaceae,Oceanimonas marisflavi,65,Oceanimonas marisflavi,Pseudomonadota,Aeromonadaceae,Non-pathogenic,Gram-negative
>336831,Chromatiaceae,Arsukibacterium ikkense,65,Arsukibacterium ikkense,Pseudomonadota,,Non-pathogenic,Gram-negative
>1295565,Halomonadaceae,Larsenimonas salina,65,Larsenimonas salina,Pseudomonadota,Halomonadaceae,Non-pathogenic,Gram-negative
>226011,Alteromonadaceae,Aestuariibacter halophilus,65,Aestuariibacter halophilus,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>84158,Aeromonadaceae,Oceanimonas doudoroffii,65,Oceanimonas doudoroffii,Pseudomonadota,Aeromonadaceae,Non-pathogenic,Gram-negative
>2048004,Alteromonadaceae,Alteromonas facilis,65,Alteromonas facilis,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>1839807,Cardiobacteriaceae,Rappaport israeli,61,Rappaport israeli,Pseudomonadota,Cardiobacteriaceae,Non-pathogenic,Gram-negative
>264574,Aeromonadaceae,Oceanimonas smirnovii,65,Oceanimonas smirnovii,Pseudomonadota,Aeromonadaceae,Non-pathogenic,Gram-negative
>67576,Chromatiaceae,Rheinheimera baltica,65,Rheinheimera baltica,Pseudomonadota,Chromatiaceae,Non-pathogenic,Gram-negative
>61150,Pseudoalteromonadaceae,Pseudoalteromonas peptidolytica,65,Pseudoalteromonas peptidolytica,Pseudomonadota,Pseudoalteromonadaceae,Non-pathogenic,Gram-negative
>552357,Shewanellaceae,Shewanella fodinae,65,Shewanella fodinae,Pseudomonadota,Shewanellaceae,Potentially pathogenic,Gram-negative
>1628148,Chromatiaceae,Rheinheimera salexigens,65,Rheinheimera salexigens,Pseudomonadota,Chromatiaceae,Non-pathogenic,Gram-negative
>412437,Chromatiaceae,Rheinheimera aquimaris,65,Rheinheimera aquimaris,Pseudomonadota,Chromatiaceae,Non-pathogenic,Gram-negative
>1851019,Halomonadaceae,Larsenimonas suaedae,65,Larsenimonas suaedae,Pseudomonadota,Halomonadaceae,Non-pathogenic,Gram-negative
>2569538,Ferrimonadaceae,Ferrimonas sediminicola,65,Ferrimonas sediminicola,Pseudomonadota,Ferrimonadaceae,Non-pathogenic,Gram-negative
>2829809,Shewanellaceae,Shewanella yunxiaonensis,65,Shewanella yunxiaonensis,Pseudomonadota,Shewanellaceae,Potentially pathogenic,Gram-negative
>485448,Colwelliaceae,Thalassomonas haliotis,64,Thalassomonas haliotis,Pseudomonadota,Colwelliaceae,Non-pathogenic,Gram-negative
>561966,Alteromonadaceae,Aliagarivorans taiwanensis,65,Aliagarivorans taiwanensis,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>561965,Alteromonadaceae,Aliagarivorans marinus,65,Aliagarivorans marinus,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>364763,Ferrimonadaceae,Ferrimonas kyonanensis,65,Ferrimonas kyonanensis,Pseudomonadota,Ferrimonadaceae,Non-pathogenic,Gram-negative
>1834037,Chromatiaceae,Rheinheimera riviphila,65,Rheinheimera riviphila,Pseudomonadota,Chromatiaceae,Non-pathogenic,Gram-negative
>137584,Colwelliaceae,Thalassomonas viridans,64,Thalassomonas viridans,Pseudomonadota,Colwelliaceae,Non-pathogenic,Gram-negative
>412034,Celerinatantimonadaceae,Celerinatantimonas diazotrophica,65,Celerinatantimonas diazotrophica,Pseudomonadota,Celerinatantimonadaceae,Non-pathogenic,Gram-negative
>657387,Halomonadaceae,Kushneria phosphatilytica,64,Kushneria phosphatilytica,Pseudomonadota,Halomonadaceae,Non-pathogenic,Gram-negative
>306205,Chromatiaceae,Pararheinheimera texasensis,65,Pararheinheimera texasensis,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>2048003,Alteromonadaceae,Alteromonas flava,65,Alteromonas flava,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>2592383,Pleioneaceae,Aliikangiella coralliicola,62,Aliikangiella coralliicola,Pseudomonadota,Kangiellaceae,Non-pathogenic,Gram-negative
>129578,Aeromonadaceae,Oceanimonas baumannii,65,Oceanimonas baumannii,Pseudomonadota,Aeromonadaceae,Non-pathogenic,Gram-negative
>485447,Colwelliaceae,Thalassomonas actiniarum,64,Thalassomonas actiniarum,Pseudomonadota,Colwelliaceae,Non-pathogenic,Gram-negative
>718193,Ferrimonadaceae,Ferrimonas sediminum,65,Ferrimonas sediminum,Pseudomonadota,Ferrimonadaceae,Non-pathogenic,Gram-negative
>575789,Idiomarinaceae,Pseudidiomarina insulisalsae,62,Pseudidiomarina insulisalsae,Pseudomonadota,Idiomarinaceae,Non-pathogenic,Gram-negative
>1798183,Orbaceae,Gilliamella intestini,64,Gilliamella intestini,Pseudomonadota,Orbaceae,Non-pathogenic,Gram-negative
>226010,Alteromonadaceae,Aestuariibacter salexigens,65,Aestuariibacter salexigens,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>2234133,Alteromonadaceae,Algibacillus agarilyticus,65,Algibacillus agarilyticus,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>67855,Pasteurellaceae,Muribacter muris,64,Muribacter muris,Pseudomonadota,Pasteurellaceae,Non-pathogenic,Gram-negative
>364764,Ferrimonadaceae,Ferrimonas futtsuensis,65,Ferrimonas futtsuensis,Pseudomonadota,Ferrimonadaceae,Non-pathogenic,Gram-negative
>2836180,Alteromonadaceae,Alteromonas oceanisediminis,65,Pseudomonas oleovorans lubricantis,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>1123010,Pseudoalteromonadaceae,Pseudoalteromonas denitrificans,65,Pseudoalteromonas denitrificans,Pseudomonadota,Pseudoalteromonadaceae,Non-pathogenic,Gram-negative
>1513271,Alteromonadaceae,Catenovulum maritimum,65,Catenovulum maritimum,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>2803813,Alteromonadaceae,Alteromonas antoniana,65,Alteromonas antoniana,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>2961572,Idiomarinaceae,Idiomarina rhizosphaerae,65,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>1908521,Orbaceae,Gilliamella bombi,64,Gilliamella bombi,Pseudomonadota,Orbaceae,Non-pathogenic,Gram-negative
>634436,Alteromonadaceae,Marisediminitalea aggregata,65,Marisediminitalea aggregata,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>44012,Ferrimonadaceae,Ferrimonas balearica,65,Ferrimonas balearica,Pseudomonadota,Ferrimonadaceae,Non-pathogenic,Gram-negative
>28161,Pasteurellaceae,Conservatibacter flavescens,64,Conservatibacter flavescens,Pseudomonadota,Pasteurellaceae,Non-pathogenic,Gram-negative
>2582917,Enterobacteriaceae,Klebsiella indica,65,Klebsiella indica,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>1479524,Alteromonadaceae,Alteromonas gracilis,65,Alteromonas gracilis,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>1095768,Enterobacteriaceae,Phytobacter massiliensis,65,Phytobacter massiliensis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>263723,Idiomarinaceae,Idiomarina fontislapidosi,65,Idiomarina fontislapidosi,Pseudomonadota,Idiomarinaceae,Non-pathogenic,Gram-negative
>190892,Idiomarinaceae,Idiomarina baltica,65,Idiomarina baltica,Pseudomonadota,Idiomarinaceae,Non-pathogenic,Gram-negative
>2803815,Alteromonadaceae,Alteromonas lipotrueiana,65,Alteromonas lipotrueiana,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>2478464,Enterobacteriaceae,Enterobacter oligotrophicus,65,Enterobacter oligotrophicus,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>2696062,Alteromonadaceae,Alteromonas profundi,65,Alteromonas profundi,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>233316,Alteromonadaceae,Alteromonas stellipolaris,65,Alteromonas stellipolaris,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>364198,Idiomarinaceae,Pseudidiomarina homiensis,62,Pseudidiomarina homiensis,Pseudomonadota,Idiomarinaceae,Non-pathogenic,Gram-negative
>715451,Alteromonadaceae,Alteromonas naphthalenivorans,65,Alteromonas naphthalenivorans,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>2153354,Enterobacteriaceae,Klebsiella huaxiensis,65,Klebsiella huaxiensis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>357233,Enterobacteriaceae,Siccibacter turicensis,65,Siccibacter turicensis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>1032623,Pasteurellaceae,Otariodibacter oris,64,Otariodibacter oris,Pseudomonadota,Pasteurellaceae,Non-pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,65,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>379893,Enterobacteriaceae,Trabulsiella odontotermitis,65,Trabulsiella odontotermitis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>211668,Colwelliaceae,Colwellia piezophila,64,Colwellia piezophila,Pseudomonadota,Colwelliaceae,Non-pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,65,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2267621,Colwelliaceae,Candidatus Colwellia aromaticivorans,64,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>566,Enterobacteriaceae,Pseudescherichia vulneris,65,Pseudescherichia vulneris,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2797505,Enterobacteriaceae,Enterobacter vonholyi,65,Enterobacter vonholyi,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,65,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,65,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2487740,Idiomarinaceae,Pseudidiomarina gelatinasegens,65,Pseudidiomarina gelatinasegens,Pseudomonadota,Idiomarinaceae,Non-pathogenic,Gram-negative
>641841,Idiomarinaceae,Pseudidiomarina aquimaris,62,Pseudidiomarina aquimaris,Pseudomonadota,Idiomarinaceae,Non-pathogenic,Gram-negative
>431675,Idiomarinaceae,Pseudidiomarina sediminum,62,Pseudidiomarina sediminum,Pseudomonadota,Idiomarinaceae,Non-pathogenic,Gram-negative
>505341,Pasteurellaceae,Gallibacterium salpingitidis,64,Gallibacterium salpingitidis,Pseudomonadota,Pasteurellaceae,Potentially pathogenic,Gram-negative
>1196095,Orbaceae,Gilliamella apicola,64,Gilliamella apicola,Pseudomonadota,Orbaceae,Non-pathogenic,Gram-negative
>1005994,Enterobacteriaceae,Trabulsiella guamensis,65,Trabulsiella guamensis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>1928574,Idiomarinaceae,Aliidiomarina soli,65,Aliidiomarina soli,Pseudomonadota,Idiomarinaceae,Non-pathogenic,Gram-negative
>502366,Idiomarinaceae,Pseudidiomarina marina,65,Pseudidiomarina marina,Pseudomonadota,Idiomarinaceae,Non-pathogenic,Gram-negative
>2497875,Enterobacteriaceae,Enterobacter chuandaensis,65,Enterobacter chuandaensis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>135577,Idiomarinaceae,Idiomarina loihiensis,65,Idiomarina loihiensis,Pseudomonadota,Idiomarinaceae,Non-pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,65,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>61647,Enterobacteriaceae,Pluralibacter gergoviae,65,Pluralibacter gergoviae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2587528,Enterobacteriaceae,Klebsiella spallanzanii,65,Klebsiella spallanzanii,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>54736,Enterobacteriaceae,Salmonella bongori,65,Salmonella bongori,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1646340,Enterobacteriaceae,Kosakonia pseudosacchari,65,Kosakonia pseudosacchari,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>1267021,Orbaceae,Frischella perrara,65,Frischella perrara,Pseudomonadota,Orbaceae,Non-pathogenic,Gram-negative
>271160,Pasteurellaceae,Nicoletella semolina,63,Nicoletella semolina,Pseudomonadota,Pasteurellaceae,Non-pathogenic,Gram-negative
>2994648,Enterobacteriaceae,Enterobacter nematophilus,65,Enterobacter cancerogenus,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>881260,Enterobacteriaceae,Enterobacter bugandensis,65,Enterobacter bugandensis,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2803814,Alteromonadaceae,Alteromonas lipotrueae,65,Alteromonas lipotrueae,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>299767,Enterobacteriaceae,Enterobacter ludwigii,65,Enterobacter ludwigii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1938339,Alteromonadaceae,Alteromonas aestuariivivens,65,Alteromonas aestuariivivens,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>584,Morganellaceae,Proteus mirabilis,64,Proteus mirabilis,Pseudomonadota,Morganellaceae,Pathogenic,Gram-negative
>573,Enterobacteriaceae,Klebsiella pneumoniae,65,Klebsiella pneumoniae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2529380,Enterobacteriaceae,Kosakonia quasisacchari,65,Kosakonia quasisacchari,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>1892904,Alteromonadaceae,Alteromonas abrolhosensis,65,Alteromonas abrolhosensis,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>551989,Enterobacteriaceae,Kosakonia arachidis,65,Kosakonia arachidis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>573,Enterobacteriaceae,Klebsiella pneumoniae,65,Klebsiella pneumoniae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>158877,Enterobacteriaceae,Yokenella regensburgei,65,Yokenella regensburgei,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>593135,Orbaceae,Orbus hercynius,64,Orbus hercynius,Pseudomonadota,Orbaceae,Non-pathogenic,Gram-negative
>2722756,Pectobacteriaceae,Brenneria izadpanahii,65,Brenneria izadpanahii,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>1158459,Enterobacteriaceae,Kosakonia sacchari,65,Kosakonia sacchari,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>28108,Alteromonadaceae,Alteromonas macleodii,65,Alteromonas macleodii,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>435908,Idiomarinaceae,Pseudidiomarina salinarum,65,Pseudidiomarina salinarum,Pseudomonadota,Idiomarinaceae,Non-pathogenic,Gram-negative
>573,Enterobacteriaceae,Klebsiella pneumoniae,65,Klebsiella pneumoniae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2125989,Alteromonadaceae,Neptunicella marina,65,Neptunicella marina,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>571,Enterobacteriaceae,Klebsiella oxytoca,65,Klebsiella oxytoca,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2494702,Enterobacteriaceae,Enterobacter huaxiensis,65,Enterobacter huaxiensis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>2529381,Enterobacteriaceae,Enterobacter wuhouensis,65,Enterobacter wuhouensis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>539813,Enterobacteriaceae,Enterobacter mori,65,Enterobacter mori,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>2838947,Enterobacteriaceae,Enterobacter quasimori,65,Enterobacter quasimori,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>1505757,Enterobacteriaceae,Siccibacter colletis,65,Siccibacter colletis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>2479546,Vibrionaceae,Vibrio zhugei,65,Vibrio zhugei,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>1435069,Vibrionaceae,Vibrio tritonius,65,Vibrio tritonius,Pseudomonadota,Vibrionaceae,Potentially pathogenic,Gram-negative
>2364274,Alteromonadaceae,Ningiella ruwaisensis,65,Ningiella ruwaisensis,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>1267021,Orbaceae,Frischella perrara,65,Frischella perrara,Pseudomonadota,Orbaceae,Non-pathogenic,Gram-negative
>69218,Enterobacteriaceae,Enterobacter cancerogenus,65,Enterobacter cancerogenus,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>315421,Alteromonadaceae,Alteromonas hispanica,65,Alteromonas hispanica,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>2675054,Piscirickettsiaceae,Thiosulfatimonas sediminis,59,Thiosulfatimonas sediminis,Pseudomonadota,Piscirickettsiaceae,Non-pathogenic,Gram-negative
>1398493,Enterobacteriaceae,Pseudocitrobacter faecalis,65,Pseudocitrobacter faecalis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>584,Morganellaceae,Proteus mirabilis,64,Proteus mirabilis,Pseudomonadota,Morganellaceae,Pathogenic,Gram-negative
>1799789,Alteromonadaceae,Paraglaciecola hydrolytica,65,Paraglaciecola hydrolytica,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>1449799,Idiomarinaceae,Pseudidiomarina halophila,62,Pseudidiomarina halophila,Pseudomonadota,Idiomarinaceae,Non-pathogenic,Gram-negative
>2579935,Enterobacteriaceae,Jejubacter calystegiae,65,Jejubacter calystegiae,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>300231,Alteromonadaceae,Glaciecola nitratireducens,65,Glaciecola nitratireducens,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>2488306,Enterobacteriaceae,Pseudocitrobacter vendiensis,65,Pseudocitrobacter vendiensis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>1517416,Idiomarinaceae,Pseudidiomarina atlantica,62,Pseudidiomarina atlantica,Pseudomonadota,Idiomarinaceae,Non-pathogenic,Gram-negative
>1005665,Enterobacteriaceae,Kosakonia oryzendophytica,65,Kosakonia oryzendophytica,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>123824,Pasteurellaceae,Frederiksenia canicola,64,Frederiksenia canicola,Pseudomonadota,Pasteurellaceae,Pathogenic,Gram-negative
>2891570,Enterobacteriaceae,Pseudocitrobacter corydidari,65,Pseudocitrobacter corydidari,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>1812935,Enterobacteriaceae,Enterobacter roggenkampii,65,Enterobacter roggenkampii,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>497725,Enterobacteriaceae,Kosakonia oryzae,65,Kosakonia oryzae,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>1982103,Colwelliaceae,Colwellia echini,64,Colwellia echini,Pseudomonadota,Colwelliaceae,Non-pathogenic,Gram-negative
>516698,Alteromonadaceae,Alteromonas halophila,65,Alteromonas halophila,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>208223,Enterobacteriaceae,Kosakonia cowanii,65,Kosakonia cowanii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2720613,Alteromonadaceae,Alteromonas ponticola,65,Alteromonas ponticola,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>2913213,Enterobacteriaceae,Enterobacter cloacae complex sp. ECC445,65,Enterobacter cloacae complex,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>54291,Enterobacteriaceae,Raoultella ornithinolytica,65,Raoultella ornithinolytica,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
