Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
N-acetylmuramoyl-L-alanine amidase [Richelia sinica],Richelia sinica,310,310,100%,1e-100,87.06,629,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190604701.1?report=genbank&log$=prottop&blast_rank=22&RID=96K09JBT016"",""WP_190604701.1"")"
N-acetylmuramoyl-L-alanine amidase [Atlanticothrix silvestris],Atlanticothrix silvestris,310,310,99%,1e-100,86.98,620,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_225893883.1?report=genbank&log$=prottop&blast_rank=23&RID=96K09JBT016"",""WP_225893883.1"")"
N-acetylmuramoyl-L-alanine amidase [Nostocaceae],Nostocaceae,310,310,100%,2e-100,87.65,627,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_011318289.1?report=genbank&log$=prottop&blast_rank=24&RID=96K09JBT016"",""WP_011318289.1"")"
N-acetylmuramoyl-L-alanine amidase [Hassalia byssoidea],Hassalia byssoidea,310,310,100%,2e-100,88.24,629,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_201280654.1?report=genbank&log$=prottop&blast_rank=25&RID=96K09JBT016"",""WP_201280654.1"")"
N-acetylmuramoyl-L-alanine amidase [Cylindrospermum stagnale],Cylindrospermum stagnale,310,310,100%,2e-100,87.06,635,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_015210177.1?report=genbank&log$=prottop&blast_rank=26&RID=96K09JBT016"",""WP_015210177.1"")"
N-acetylmuramoyl-L-alanine amidase [Sphaerospermopsis reniformis],Sphaerospermopsis reniformis,308,308,99%,8e-100,87.57,629,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_137667180.1?report=genbank&log$=prottop&blast_rank=27&RID=96K09JBT016"",""WP_137667180.1"")"
N-acetylmuramoyl-L-alanine amidase [Anabaena subtropica],Anabaena subtropica,307,307,100%,9e-100,85.29,600,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_199311597.1?report=genbank&log$=prottop&blast_rank=28&RID=96K09JBT016"",""WP_199311597.1"")"
N-acetylmuramoyl-L-alanine amidase [Sphaerospermopsis kisseleviana],Sphaerospermopsis kisseleviana,308,308,99%,1e-99,87.57,629,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_096565820.1?report=genbank&log$=prottop&blast_rank=29&RID=96K09JBT016"",""WP_096565820.1"")"
N-acetylmuramoyl-L-alanine amidase [Anabaena sphaerica],Anabaena sphaerica,306,306,99%,4e-99,86.39,632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190557665.1?report=genbank&log$=prottop&blast_rank=30&RID=96K09JBT016"",""WP_190557665.1"")"
N-acetylmuramoyl-L-alanine amidase [Trichormus azollae],Trichormus azollae,306,306,100%,4e-99,85.88,631,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013190294.1?report=genbank&log$=prottop&blast_rank=31&RID=96K09JBT016"",""WP_013190294.1"")"
N-acetylmuramoyl-L-alanine amidase [Sphaerospermopsis aphanizomenoides],Sphaerospermopsis aphanizomenoides,306,306,100%,6e-99,86.47,633,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_234300719.1?report=genbank&log$=prottop&blast_rank=32&RID=96K09JBT016"",""WP_234300719.1"")"
N-acetylmuramoyl-L-alanine amidase [Chlorogloeopsis fritschii],Chlorogloeopsis fritschii,306,306,100%,8e-99,84.12,651,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_016879088.1?report=genbank&log$=prottop&blast_rank=33&RID=96K09JBT016"",""WP_016879088.1"")"
N-acetylmuramoyl-L-alanine amidase [Calothrix elsteri],Calothrix elsteri,305,305,100%,1e-98,85.29,641,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_095724720.1?report=genbank&log$=prottop&blast_rank=34&RID=96K09JBT016"",""WP_095724720.1"")"
N-acetylmuramoyl-L-alanine amidase [Calothrix brevissima],Calothrix brevissima,305,305,100%,2e-98,87.65,641,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_096645021.1?report=genbank&log$=prottop&blast_rank=35&RID=96K09JBT016"",""WP_096645021.1"")"
N-acetylmuramoyl-L-alanine amidase [Anabaena],Anabaena,303,303,100%,9e-98,87.65,639,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_015212816.1?report=genbank&log$=prottop&blast_rank=36&RID=96K09JBT016"",""WP_015212816.1"")"
N-acetylmuramoyl-L-alanine amidase [Dolichospermum planctonicum],Dolichospermum planctonicum,302,302,99%,1e-97,84.62,633,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_137907988.1?report=genbank&log$=prottop&blast_rank=37&RID=96K09JBT016"",""WP_137907988.1"")"
N-acetylmuramoyl-L-alanine amidase [Calothrix],Calothrix,302,302,100%,2e-97,86.47,629,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_199322482.1?report=genbank&log$=prottop&blast_rank=38&RID=96K09JBT016"",""WP_199322482.1"")"
N-acetylmuramoyl-L-alanine amidase [Dolichospermum circinale],Dolichospermum circinale,301,301,99%,2e-97,84.02,623,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_028089989.1?report=genbank&log$=prottop&blast_rank=39&RID=96K09JBT016"",""WP_028089989.1"")"
N-acetylmuramoyl-L-alanine amidase [Dolichospermum lemmermannii],Dolichospermum lemmermannii,298,298,99%,3e-96,84.02,622,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_271837460.1?report=genbank&log$=prottop&blast_rank=40&RID=96K09JBT016"",""WP_271837460.1"")"
N-acetylmuramoyl-L-alanine amidase [Dolichospermum flos-aquae],Dolichospermum flos-aquae,298,298,99%,7e-96,82.84,622,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_168697107.1?report=genbank&log$=prottop&blast_rank=41&RID=96K09JBT016"",""WP_168697107.1"")"
N-acetylmuramoyl-L-alanine amidase [Dolichospermum compactum],Dolichospermum compactum,297,297,99%,1e-95,82.25,621,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_096665857.1?report=genbank&log$=prottop&blast_rank=42&RID=96K09JBT016"",""WP_096665857.1"")"
N-acetylmuramoyl-L-alanine amidase [Fortiea contorta],Fortiea contorta,298,298,100%,1e-95,81.76,652,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_017654976.1?report=genbank&log$=prottop&blast_rank=43&RID=96K09JBT016"",""WP_017654976.1"")"
N-acetylmuramoyl-L-alanine amidase [Fischerella thermalis],Fischerella thermalis,296,296,100%,3e-95,81.76,616,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_009458037.1?report=genbank&log$=prottop&blast_rank=44&RID=96K09JBT016"",""WP_009458037.1"")"
N-acetylmuramoyl-L-alanine amidase [Aetokthonos hydrillicola],Aetokthonos hydrillicola,295,295,100%,2e-94,82.35,639,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_243902541.1?report=genbank&log$=prottop&blast_rank=45&RID=96K09JBT016"",""WP_243902541.1"")"
N-acetylmuramoyl-L-alanine amidase [Aphanizomenonaceae],Aphanizomenonaceae,293,293,99%,3e-94,81.66,621,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_027402279.1?report=genbank&log$=prottop&blast_rank=46&RID=96K09JBT016"",""WP_027402279.1"")"
N-acetylmuramoyl-L-alanine amidase [Dulcicalothrix desertica],Dulcicalothrix desertica,293,293,100%,1e-93,80.59,642,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_127085444.1?report=genbank&log$=prottop&blast_rank=47&RID=96K09JBT016"",""WP_127085444.1"")"
N-acetylmuramoyl-L-alanine amidase [Cuspidothrix issatschenkoi],Cuspidothrix issatschenkoi,291,291,99%,2e-93,81.66,623,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_104386716.1?report=genbank&log$=prottop&blast_rank=48&RID=96K09JBT016"",""WP_104386716.1"")"
N-acetylmuramoyl-L-alanine amidase [Fischerella muscicola],Fischerella muscicola,286,286,100%,1e-91,79.41,616,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_016865076.1?report=genbank&log$=prottop&blast_rank=49&RID=96K09JBT016"",""WP_016865076.1"")"
N-acetylmuramoyl-L-alanine amidase [Tolypothrix bouteillei],Tolypothrix bouteillei,283,283,100%,2e-89,77.06,677,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_038109530.1?report=genbank&log$=prottop&blast_rank=50&RID=96K09JBT016"",""WP_038109530.1"")"
N-acetylmuramoyl-L-alanine amidase [Iningainema tapete],Iningainema tapete,281,281,98%,3e-89,79.64,619,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_202895437.1?report=genbank&log$=prottop&blast_rank=51&RID=96K09JBT016"",""WP_202895437.1"")"
N-acetylmuramoyl-L-alanine amidase [Mastigocladopsis repens],Mastigocladopsis repens,280,280,99%,1e-88,78.70,646,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_017319259.1?report=genbank&log$=prottop&blast_rank=52&RID=96K09JBT016"",""WP_017319259.1"")"
N-acetylmuramoyl-L-alanine amidase [Scytonema hofmannii],Scytonema hofmannii,277,277,100%,3e-87,74.12,677,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_017746682.1?report=genbank&log$=prottop&blast_rank=53&RID=96K09JBT016"",""WP_017746682.1"")"
N-acetylmuramoyl-L-alanine amidase [Brasilonema sennae],Brasilonema sennae,275,275,99%,2e-86,75.74,674,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_169267792.1?report=genbank&log$=prottop&blast_rank=54&RID=96K09JBT016"",""WP_169267792.1"")"
N-acetylmuramoyl-L-alanine amidase [Brasilonema bromeliae],Brasilonema bromeliae,274,274,99%,4e-86,75.74,674,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_211173095.1?report=genbank&log$=prottop&blast_rank=55&RID=96K09JBT016"",""WP_211173095.1"")"
N-acetylmuramoyl-L-alanine amidase [Calothrix elsteri],Calothrix elsteri,254,254,100%,2e-84,71.93,192,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_143289471.1?report=genbank&log$=prottop&blast_rank=56&RID=96K09JBT016"",""WP_143289471.1"")"
N-acetylmuramoyl-L-alanine amidase [Nostoc commune],Nostoc commune,263,263,100%,2e-82,73.68,630,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_109012775.1?report=genbank&log$=prottop&blast_rank=57&RID=96K09JBT016"",""WP_109012775.1"")"
N-acetylmuramoyl-L-alanine amidase [Nostoc punctiforme],Nostoc punctiforme,262,262,100%,4e-82,74.85,631,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_041565293.1?report=genbank&log$=prottop&blast_rank=58&RID=96K09JBT016"",""WP_041565293.1"")"
N-acetylmuramoyl-L-alanine amidase [Nostoc],Nostoc,254,254,100%,3e-79,71.93,610,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_199338974.1?report=genbank&log$=prottop&blast_rank=59&RID=96K09JBT016"",""WP_199338974.1"")"
N-acetylmuramoyl-L-alanine amidase [Nostoc linckia],Nostoc linckia,253,253,100%,9e-79,71.93,624,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_099070656.1?report=genbank&log$=prottop&blast_rank=60&RID=96K09JBT016"",""WP_099070656.1"")"
N-acetylmuramoyl-L-alanine amidase [Mastigocladopsis repens],Mastigocladopsis repens,250,250,100%,2e-77,69.59,647,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_017319258.1?report=genbank&log$=prottop&blast_rank=61&RID=96K09JBT016"",""WP_017319258.1"")"
N-acetylmuramoyl-L-alanine amidase [Trichormus azollae],Trichormus azollae,248,248,100%,9e-77,71.35,619,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013190295.1?report=genbank&log$=prottop&blast_rank=62&RID=96K09JBT016"",""WP_013190295.1"")"
N-acetylmuramoyl-L-alanine amidase [Dulcicalothrix desertica],Dulcicalothrix desertica,245,245,100%,2e-76,69.01,526,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_233787013.1?report=genbank&log$=prottop&blast_rank=63&RID=96K09JBT016"",""WP_233787013.1"")"
N-acetylmuramoyl-L-alanine amidase [Nostoc],Nostoc,246,246,100%,7e-76,69.59,612,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_199344959.1?report=genbank&log$=prottop&blast_rank=64&RID=96K09JBT016"",""WP_199344959.1"")"
N-acetylmuramoyl-L-alanine amidase [Brasilonema bromeliae],Brasilonema bromeliae,245,245,100%,2e-75,66.08,635,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246275501.1?report=genbank&log$=prottop&blast_rank=65&RID=96K09JBT016"",""WP_246275501.1"")"
N-acetylmuramoyl-L-alanine amidase [Chlorogloeopsis fritschii],Chlorogloeopsis fritschii,245,245,100%,3e-75,70.76,640,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_016879087.1?report=genbank&log$=prottop&blast_rank=66&RID=96K09JBT016"",""WP_016879087.1"")"
N-acetylmuramoyl-L-alanine amidase [Amazonocrinis nigriterrae],Amazonocrinis nigriterrae,244,244,100%,3e-75,69.01,629,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_214662802.1?report=genbank&log$=prottop&blast_rank=67&RID=96K09JBT016"",""WP_214662802.1"")"
N-acetylmuramoyl-L-alanine amidase [Anabaena sphaerica],Anabaena sphaerica,243,243,100%,6e-75,69.59,620,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190557663.1?report=genbank&log$=prottop&blast_rank=68&RID=96K09JBT016"",""WP_190557663.1"")"
N-acetylmuramoyl-L-alanine amidase [Dendronalium phyllosphericum],Dendronalium phyllosphericum,243,243,100%,7e-75,65.88,605,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_225896048.1?report=genbank&log$=prottop&blast_rank=69&RID=96K09JBT016"",""WP_225896048.1"")"
N-acetylmuramoyl-L-alanine amidase [Tolypothrix bouteillei],Tolypothrix bouteillei,244,244,100%,8e-75,68.42,648,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_038109533.1?report=genbank&log$=prottop&blast_rank=70&RID=96K09JBT016"",""WP_038109533.1"")"
N-acetylmuramoyl-L-alanine amidase [Nodularia spumigena],Nodularia spumigena,243,243,100%,1e-74,68.42,641,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_006194854.1?report=genbank&log$=prottop&blast_rank=71&RID=96K09JBT016"",""WP_006194854.1"")"
N-acetylmuramoyl-L-alanine amidase [Gloeocapsopsis crepidinum],Gloeocapsopsis crepidinum,242,242,100%,2e-74,69.59,608,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_228055296.1?report=genbank&log$=prottop&blast_rank=72&RID=96K09JBT016"",""WP_228055296.1"")"
N-acetylmuramoyl-L-alanine amidase [Dendronalium phyllosphericum],Dendronalium phyllosphericum,242,242,100%,2e-74,68.42,632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_225896044.1?report=genbank&log$=prottop&blast_rank=73&RID=96K09JBT016"",""WP_225896044.1"")"
N-acetylmuramoyl-L-alanine amidase [Calothrix brevissima],Calothrix brevissima,242,242,100%,2e-74,67.25,613,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_096645020.1?report=genbank&log$=prottop&blast_rank=74&RID=96K09JBT016"",""WP_096645020.1"")"
N-acetylmuramoyl-L-alanine amidase [Nostoc cycadae],Nostoc cycadae,242,242,100%,3e-74,68.42,620,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_103123765.1?report=genbank&log$=prottop&blast_rank=75&RID=96K09JBT016"",""WP_103123765.1"")"
N-acetylmuramoyl-L-alanine amidase [Anabaena lutea],Anabaena lutea,241,241,100%,5e-74,67.84,616,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190718875.1?report=genbank&log$=prottop&blast_rank=76&RID=96K09JBT016"",""WP_190718875.1"")"
N-acetylmuramoyl-L-alanine amidase [Allocoleopsis franciscana],Allocoleopsis franciscana,233,233,100%,5e-74,65.88,347,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_015181283.1?report=genbank&log$=prottop&blast_rank=77&RID=96K09JBT016"",""WP_015181283.1"")"
N-acetylmuramoyl-L-alanine amidase [Nostoc edaphicum],Nostoc edaphicum,241,241,100%,6e-74,69.01,638,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_181927908.1?report=genbank&log$=prottop&blast_rank=78&RID=96K09JBT016"",""WP_181927908.1"")"
N-acetylmuramoyl-L-alanine amidase [Plectonema radiosum],Plectonema radiosum,241,241,100%,7e-74,67.25,647,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_263747814.1?report=genbank&log$=prottop&blast_rank=79&RID=96K09JBT016"",""WP_263747814.1"")"
N-acetylmuramoyl-L-alanine amidase [Nostoc piscinale],Nostoc piscinale,241,241,100%,8e-74,67.25,620,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_062296685.1?report=genbank&log$=prottop&blast_rank=80&RID=96K09JBT016"",""WP_062296685.1"")"
N-acetylmuramoyl-L-alanine amidase [Gloeocapsopsis dulcis],Gloeocapsopsis dulcis,241,241,100%,8e-74,69.01,626,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_105219788.1?report=genbank&log$=prottop&blast_rank=81&RID=96K09JBT016"",""WP_105219788.1"")"
N-acetylmuramoyl-L-alanine amidase [Chroococcidiopsis cubana],Chroococcidiopsis cubana,241,241,100%,1e-73,67.06,688,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_106167182.1?report=genbank&log$=prottop&blast_rank=82&RID=96K09JBT016"",""WP_106167182.1"")"
N-acetylmuramoyl-L-alanine amidase [Scytonema hofmannii],Scytonema hofmannii,241,241,100%,1e-73,67.84,648,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_026135022.1?report=genbank&log$=prottop&blast_rank=83&RID=96K09JBT016"",""WP_026135022.1"")"
N-acetylmuramoyl-L-alanine amidase [Nostoc favosum],Nostoc favosum,240,240,100%,1e-73,67.84,613,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_233715507.1?report=genbank&log$=prottop&blast_rank=84&RID=96K09JBT016"",""WP_233715507.1"")"
N-acetylmuramoyl-L-alanine amidase [Nostoc mirabile],Nostoc mirabile,240,240,100%,1e-73,67.84,613,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_233718312.1?report=genbank&log$=prottop&blast_rank=85&RID=96K09JBT016"",""WP_233718312.1"")"
N-acetylmuramoyl-L-alanine amidase [Dolichospermum lemmermannii],Dolichospermum lemmermannii,240,240,100%,1e-73,67.25,617,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_271837461.1?report=genbank&log$=prottop&blast_rank=86&RID=96K09JBT016"",""WP_271837461.1"")"
N-acetylmuramoyl-L-alanine amidase [Anabaenopsis circularis],Anabaenopsis circularis,240,240,100%,2e-73,67.84,620,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_096580115.1?report=genbank&log$=prottop&blast_rank=87&RID=96K09JBT016"",""WP_096580115.1"")"
N-acetylmuramoyl-L-alanine amidase [Chroococcidiopsis thermalis],Chroococcidiopsis thermalis,241,241,100%,2e-73,67.06,669,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_015152747.1?report=genbank&log$=prottop&blast_rank=88&RID=96K09JBT016"",""WP_015152747.1"")"
N-acetylmuramoyl-L-alanine amidase [Nostoc sphaeroides],Nostoc sphaeroides,239,239,100%,2e-73,67.84,625,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_118163233.1?report=genbank&log$=prottop&blast_rank=89&RID=96K09JBT016"",""WP_118163233.1"")"
N-acetylmuramoyl-L-alanine amidase [Fortiea contorta],Fortiea contorta,239,239,100%,2e-73,67.84,625,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_017654977.1?report=genbank&log$=prottop&blast_rank=90&RID=96K09JBT016"",""WP_017654977.1"")"
N-acetylmuramoyl-L-alanine amidase [Hassalia byssoidea],Hassalia byssoidea,239,239,100%,3e-73,66.08,605,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_201280653.1?report=genbank&log$=prottop&blast_rank=91&RID=96K09JBT016"",""WP_201280653.1"")"
N-acetylmuramoyl-L-alanine amidase [Nostoc flagelliforme],Nostoc flagelliforme,239,239,100%,3e-73,67.25,628,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_100903073.1?report=genbank&log$=prottop&blast_rank=92&RID=96K09JBT016"",""WP_100903073.1"")"
