,taxid,family,genus_species,helix_5_occupancy_30_max
68,235,Brucellaceae,Brucella/1-214 abortus,30.0
69,94627,Brucellaceae,Brucella/1-214 grignonensis,30.0
70,419474,Brucellaceae,Brucella/1-214 haematophila,30.0
71,1899321,Phyllobacteriaceae,Phyllobacterium/1-214 salinisoli,30.0
72,571255,Brucellaceae,Brucella/1-214 thiophenivorans,30.0
73,1963359,Brucellaceae,Brucella/1-214 endophytica,30.0
74,314237,Phyllobacteriaceae,Phyllobacterium/1-214 leguminum,30.0
75,354351,Brucellaceae,Pseudochrobactrum/1-213 asaccharolyticum,30.0
76,1867719,Phyllobacteriaceae,Phyllobacterium/1-214 zundukense,30.0
77,2834768,Brucellaceae,Pseudochrobactrum/1-213 algeriensis,30.0
78,28101,Phyllobacteriaceae,Phyllobacterium/1-214 myrsinacearum,30.0
79,314236,Phyllobacteriaceae,Phyllobacterium/1-214 bourgognense,30.0
80,1149773,Phyllobacteriaceae,Phyllobacterium/1-214 endophyticum,30.0
81,314237,Phyllobacteriaceae,Phyllobacterium/1-214 leguminum,30.0
82,2817027,Phyllobacteriaceae,Phyllobacterium/1-214 calauticae,30.0
83,69279,Phyllobacteriaceae,Aquamicrobium/1-210 defluvii,30.0
84,300193,Phyllobacteriaceae,Phyllobacterium/1-214 trifolii,30.0
85,89772,Phyllobacteriaceae,Aquamicrobium/1-210 lusatiense,30.0
86,314235,Phyllobacteriaceae,Phyllobacterium/1-214 brassicacearum,30.0
87,381,Phyllobacteriaceae,Mesorhizobium/1-214 loti,30.0
88,354351,Brucellaceae,Pseudochrobactrum/1-213 asaccharolyticum,30.0
89,1873176,Phyllobacteriaceae,Pseudaminobacter/1-214 manganicus,30.0
90,2675109,Phyllobacteriaceae,Mesorhizobium/1-214 composti,30.0
91,2116701,Phyllobacteriaceae,Mesorhizobium/1-211 ephedrae,30.0
92,1502156,Phyllobacteriaceae,Tianweitania/1-216 sediminis,30.0
93,2767425,Phyllobacteriaceae,Oryzicola/1-215 mucosus,30.0
94,2742145,Phyllobacteriaceae,Oricola/1-216 thermophila,30.0
95,93369,Phyllobacteriaceae,Pseudaminobacter/1-210 salicylatoxidans,30.0
96,1982044,Phyllobacteriaceae,Zhengella/1-214 mangrovi,30.0
97,1295366,Phyllobacteriaceae,Mesorhizobium/1-211 soli,30.0
98,1851146,Phyllobacteriaceae,Pseudaminobacter/1-210 arsenicus,30.0
99,1776730,Phyllobacteriaceae,Mesorhizobium/1-214 zhangyense,30.0
100,1776423,Phyllobacteriaceae,Mesorhizobium/1-214 helmanticense,30.0
101,2831468,Phyllobacteriaceae,Pseudaminobacter/1-209 soli,30.0
102,83265,Phyllobacteriaceae,Aminobacter/1-214 niigataensis,30.0
103,505389,Phyllobacteriaceae,Mesorhizobium/1-214 sangaii,30.0
104,1300294,Phyllobacteriaceae,Mesorhizobium/1-214 sophorae,30.0
105,2495581,Phyllobacteriaceae,Aquibium/1-216 carbonis,30.0
106,536019,Phyllobacteriaceae,Mesorhizobium/1-214 opportunistum,30.0
107,381,Phyllobacteriaceae,Mesorhizobium/1-214 loti,30.0
108,2037900,Phyllobacteriaceae,Mesorhizobium/1-214 sanjuanii,30.0
109,39645,Phyllobacteriaceae,Mesorhizobium/1-214 ciceri,30.0
110,2184161,Phyllobacteriaceae,Oceaniradius/1-203 stylonematis,30.0
111,376165,Phyllobacteriaceae,Aminobacter/1-214 carboxidus,30.0
112,39844,Phyllobacteriaceae,Mesorhizobium/1-214 tianshanense,30.0
113,1035067,Phyllobacteriaceae,Aminobacter/1-214 anthyllidis,30.0
114,381,Phyllobacteriaceae,Mesorhizobium/1-214 loti,30.0
115,381,Phyllobacteriaceae,Mesorhizobium/1-214 loti,30.0
116,381,Phyllobacteriaceae,Mesorhizobium/1-214 loti,30.0
117,381,Phyllobacteriaceae,Mesorhizobium/1-214 loti,30.0
118,305698,Phyllobacteriaceae,Aminobacter/1-214 lissarensis,30.0
119,1631249,Phyllobacteriaceae,Mesorhizobium/1-214 prunaredense,30.0
120,83263,Phyllobacteriaceae,Aminobacter/1-214 aminovorans,30.0
121,489722,Phyllobacteriaceae,Mesorhizobium/1-214 metallidurans,30.0
122,2502215,Phyllobacteriaceae,Mesorhizobium/1-214 comanense,30.0
123,1004279,Phyllobacteriaceae,Mesorhizobium/1-214 muleiense,30.0
124,381,Phyllobacteriaceae,Mesorhizobium/1-216 loti,30.0
125,666020,Phyllobacteriaceae,Mesorhizobium/1-214 ventifaucium,30.0
126,28104,Phyllobacteriaceae,Mesorhizobium/1-214 huakuii,30.0
127,381,Phyllobacteriaceae,Mesorhizobium/1-214 loti,30.0
128,1208188,Phyllobacteriaceae,Mesorhizobium/1-214 carmichaelinearum,30.0
129,2233532,Phyllobacteriaceae,Mesorhizobium/1-214 atlanticum,30.0
130,666018,Phyllobacteriaceae,Mesorhizobium/1-214 escarrei,30.0
131,83263,Phyllobacteriaceae,Aminobacter/1-214 aminovorans,30.0
132,2901226,Rhizobiaceae,Rhizobium/1-217 quercicola,30.0
133,2014805,Phyllobacteriaceae,Mesorhizobium/1-214 wenxiniae,30.0
134,508661,Rhizobiaceae,Rhizobium/1-216 herbae,30.0
135,1165689,Phyllobacteriaceae,Mesorhizobium/1-214 qingshengii,30.0
136,1209954,Phyllobacteriaceae,Mesorhizobium/1-210 hawassense,30.0
137,1300272,Phyllobacteriaceae,Mesorhizobium/1-214 kowhaii,30.0
138,483206,Phyllobacteriaceae,Mesorhizobium/1-214 caraganae,30.0
139,2872591,Phyllobacteriaceae,Oricola/1-214 indica,30.0
140,475069,Phyllobacteriaceae,Mesorhizobium/1-211 camelthorni,30.0
141,2775404,Phyllobacteriaceae,Mesorhizobium/1-214 onobrychidis,30.0
142,241416,Phyllobacteriaceae,Mesorhizobium/1-214 temperatum,30.0
143,43617,Phyllobacteriaceae,Mesorhizobium/1-214 mediterraneum,30.0
144,1631247,Phyllobacteriaceae,Mesorhizobium/1-214 delmotii,30.0
145,1307853,Phyllobacteriaceae,Mesorhizobium/1-214 neociceri,30.0
146,1670800,Phyllobacteriaceae,Aquibium/1-205 oceanicum,30.0
147,71433,Phyllobacteriaceae,Mesorhizobium/1-214 amorphae,30.0
148,1300307,Phyllobacteriaceae,Mesorhizobium/1-214 waimense,30.0
149,1852022,Phyllobacteriaceae,Roseitalea/1-203 porphyridii,30.0
150,1612624,Rhizobiaceae,Pararhizobium/1-216 polonicum,30.0
151,1856850,Rhizobiaceae,Pararhizobium/1-216 arenae,30.0
152,675281,Phyllobacteriaceae,Aquibium/1-214 microcysteis,30.0
153,425306,Phyllobacteriaceae,Mesorhizobium/1-210 tamadayense,30.0
154,352475,Rhizobiaceae,Shinella/1-217 zoogloeoides,30.0
155,323621,Rhizobiaceae,Shinella/1-217 granuli,30.0
156,499528,Phyllobacteriaceae,Mesorhizobium/1-210 silamurunense,30.0
157,1817964,Rhizobiaceae,Shinella/1-215 curvata,30.0
158,28320,Rhizobiaceae,Mycoplana/1-217 dimorpha,30.0
159,76747,Rhizobiaceae,Sinorhizobium/1-217 kostiense,30.0
160,2037914,Rhizobiaceae,Pararhizobium/1-216 haloflavum,30.0
161,2654216,Rhizobiaceae,Shinella/1-217 lacus,30.0
162,1429082,Phyllobacteriaceae,Oricola/1-216 cellulosilytica,30.0
163,81895,Kaistiaceae,Prosthecomicrobium/1-214 pneumaticum,30.0
164,1967501,Rhizobiaceae,Shinella/1-216 sumterensis,30.0
165,2871820,Rhizobiaceae,Shinella/1-216 oryzae,30.0
166,56731,Rhizobiaceae,Rhizobium/1-216 giardinii,30.0
167,106592,Rhizobiaceae,Ensifer/1-217 adhaerens,30.0
168,417745,Rhizobiaceae,Shinella/1-217 kummerowiae,30.0
169,935557,Rhizobiaceae,Sinorhizobium/1-217 arboris,30.0
170,1480615,Phyllobacteriaceae,Hoeflea/1-215 olei,30.0
171,375549,Rhizobiaceae,Sinorhizobium/1-217 mexicanum,30.0
172,544480,Rhizobiaceae,Shinella/1-215 fusca,30.0
173,1214071,Rhizobiaceae,Ensifer/1-217 sesbaniae,30.0
174,2250594,Rhizobiaceae,Shinella/1-217 pollutisoli,30.0
175,908946,Rhizobiaceae,Rhizobium/1-215 subbaraonis,30.0
176,352475,Rhizobiaceae,Shinella/1-217 zoogloeoides,30.0
177,1922333,Phyllobacteriaceae,Hoeflea/1-214 prorocentri,30.0
178,83263,Phyllobacteriaceae,Aminobacter/1-214 aminovorans,30.0
179,1798805,Rhizobiaceae,Pararhizobium/1-217 antarcticum,30.0
180,1607949,Phyllobacteriaceae,Corticibacterium/1-216 populi,30.0
181,2682096,Phyllobacteriaceae,Nitratireductor/1-209 arenosus,30.0
182,2846852,Rhizobiaceae,Rhizobium/1-217 halophilum,30.0
183,1395951,Rhizobiaceae,Rhizobium/1-216 gei,30.0
184,430679,Phyllobacteriaceae,Nitratireductor/1-214 kimnyeongensis,30.0
185,520838,Rhizobiaceae,Sinorhizobium/1-217 psoraleae,30.0
186,1972867,Rhizobiaceae,Agrobacterium/1-215 rosae,30.0
187,76980,Ahrensiaceae,Ahrensia/1-214 kielensis,30.0
188,2678685,Phyllobacteriaceae,Mesorhizobium/1-216 xinjiangense,30.0
189,244596,Phyllobacteriaceae,Hoeflea/1-214 phototrophica,30.0
190,1035271,Rhizobiaceae,Rhizobium/1-215 nepotum,30.0
191,110322,Rhizobiaceae,Sinorhizobium/1-217 terangae,30.0
192,2746702,Rhizobiaceae,Rhizobium/1-215 rhizolycopersici,30.0
193,36856,Rhizobiaceae,Sinorhizobium/1-217 saheli,30.0
194,2735528,Rhizobiaceae,Agrobacterium/1-215 vaccinii,30.0
195,2590452,Rhizobiaceae,Pararhizobium/1-213 mangrovi,30.0
196,735519,Rhizobiaceae,Rhizobium/1-215 halophytocola,30.0
197,984260,Rhizobiaceae,Rhizobium/1-215 skierniewicense,30.0
198,1672749,Rhizobiaceae,Xaviernesmea/1-215 rhizosphaerae,30.0
199,358,Rhizobiaceae,Agrobacterium/1-215 tumefaciens,30.0
200,2267833,Rhizobiaceae,Rhizobium/1-215 oryzihabitans,30.0
201,1986026,Rhizobiaceae,Rhizobium/1-217 wuzhouense,30.0
202,1876515,Notoacmeibacteraceae,Notoacmeibacter/1-204 marinus,30.0
203,1920512,Pleomorphomonadaceae,Oharaeibacter/1-214 diazotrophicus,30.0
204,937218,Aurantimonadaceae,Fulvimarina/1-215 manganoxydans,30.0
205,358,Rhizobiaceae,Agrobacterium/1-215 tumefaciens,30.0
206,411945,Rhizobiaceae,Rhizobium/1-217 miluonense,30.0
207,1636188,Rhizobiaceae,Mycoplana/1-217 azooxidifex,30.0
208,648995,Rhizobiaceae,Agrobacterium/1-215 pusense,30.0
209,1744844,Aurantimonadaceae,Aureimonas/1-215 pseudogalii,30.0
210,335020,Phyllobacteriaceae,Mesorhizobium/1-205 albiziae,30.0
211,147266,Rhizobiaceae,Agrobacterium/1-218 albertimagni,30.0
212,2883104,Rhizobiaceae,Neorhizobium/1-207 xiangyangii,30.0
213,453840,Phyllobacteriaceae,Aliihoeflea/1-214 aestuarii,30.0
214,2589807,Rhizobiaceae,Rhizobium/1-217 glycinendophyticum,30.0
215,274592,Phyllobacteriaceae,Hoeflea/1-215 marina,30.0
216,1368430,Rhizobiaceae,Rhizobium/1-218 rosettiformans,30.0
217,1850373,Rhizobiaceae,Rhizobium/1-217 rhizophilum,30.0
218,380,Rhizobiaceae,Sinorhizobium/1-217 fredii,30.0
219,2052828,Rhizobiaceae,Agrobacterium/1-215 bohemicum,30.0
220,187304,Stappiaceae,Roseibium/1-216 aggregatum,30.0
221,2846851,Rhizobiaceae,Rhizobium/1-215 alarense,30.0
222,2528239,Rhizobiaceae,Agrobacterium/1-215 cavarae,30.0
223,464029,Rhizobiaceae,Xaviernesmea/1-215 oryzae,30.0
224,160699,Rhizobiaceae,Agrobacterium/1-215 larrymoorei,30.0
225,1472378,Rhizobiaceae,Sinorhizobium/1-217 glycinis,30.0
226,2561934,Parvibaculaceae,Rhodoligotrophos/1-214 defluvii,30.0
227,204799,Phyllobacteriaceae,Nitratireductor/1-203 aquibiodomus,30.0
228,410764,Rhizobiaceae,Rhizobium/1-217 multihospitium,30.0
229,2341112,Rhizobiaceae,Georhizobium/1-215 profundi,30.0
230,150831,Stappiaceae,Roseibium/1-216 hamelinense,30.0
231,714899,Phyllobacteriaceae,Hoeflea/1-215 halophila,30.0
232,515947,Phyllobacteriaceae,Chelativorans/1-214 intermedius,30.0
233,1079109,Rhizobiaceae,Pseudorhizobium/1-217 tarimense,30.0
234,537017,Kaistiaceae,Kaistia/1-214 terrae,30.0
235,659017,Rhizobiaceae,Shinella/1-217 daejeonensis,30.0
236,2448161,Phyllobacteriaceae,Nitratireductor/1-214 alexandrii,30.0
237,28099,Rhizobiaceae,Agrobacterium/1-215 rubi,30.0
238,2854036,Phyllobacteriaceae,Nitratireductor/1-203 rhodophyticola,30.0
239,2067569,Stappiaceae,Pannonibacter/1-216 carbonis,30.0
240,399,Rhizobiaceae,Neorhizobium/1-217 galegae,30.0
241,194963,Rhizobiaceae,Sinorhizobium/1-217 americanum,30.0
242,67774,Rhizobiaceae,Neorhizobium/1-217 huautlense,30.0
243,2803841,Stappiaceae,Roseibium/1-216 litorale,30.0
244,735517,Stappiaceae,Roseibium/1-216 suaedae,30.0
245,716925,Rhizobiaceae,Sinorhizobium/1-217 sojae,30.0
246,110321,Rhizobiaceae,Sinorhizobium/1-216 medicae,30.0
247,1514904,Ahrensiaceae,Ahrensia/1-214 marina,30.0
248,379684,Rhizobiaceae,Rhizobium/1-208 pseudoryzae,30.0
249,363259,Kaistiaceae,Kaistia/1-214 granuli,30.0
250,2735553,Pleomorphomonadaceae,Chthonobacter/1-215 rhizosphaerae,30.0
251,373,Rhizobiaceae,Agrobacterium/1-217 vitis,30.0
252,472175,Phyllobacteriaceae,Nitratireductor/1-214 basaltis,30.0
253,52131,Rhizobiaceae,Rhizobium/1-217 hainanense,30.0
254,690585,Rhizobiaceae,Neorhizobium/1-207 vignae,30.0
255,1191678,Rhizobiaceae,Pseudorhizobium/1-204 endolithicum,30.0
256,3025782,Rhizobiaceae,Allorhizobium/1-217 ampelinum,30.0
257,384,Rhizobiaceae,Rhizobium/1-217 leguminosarum,30.0
258,1708715,Rhizobiaceae,Ensifer/1-217 aridi,30.0
259,2758565,Stappiaceae,Stappia/1-216 albiluteola,30.0
260,55518,Rhodospirillaceae,Magnetospirillum/1-214 gryphiswaldense,30.0
261,2859785,Rhizobiaceae,Rhizobium/1-217 populisoli,30.0
262,424757,Aurantimonadaceae,Aureimonas/1-215 frigidaquae,30.0
263,451876,Rhizobiaceae,Rhizobium/1-209 rhizoryzae,30.0
264,1395944,Rhizobiaceae,Rhizobium/1-215 smilacinae,30.0
265,410841,Kaistiaceae,Kaistia/1-214 defluvii,30.0
266,2571221,Stappiaceae,Roseibium/1-216 polysiphoniae,30.0
267,1166683,Rhizobiaceae,Rhizobium/1-208 cauense,30.0
268,501024,Rhizobiaceae,Rhizobium/1-208 tibeticum,30.0
269,121719,Stappiaceae,Pannonibacter/1-216 phragmitetus,30.0
270,182270,Aurantimonadaceae,Aurantimonas/1-215 coralicida,30.0
271,651183,Aurantimonadaceae,Aurantimonas/1-215 manganoxydans,30.0
272,2555902,Propylenellaceae,Propylenella/1-216 binzhouense,30.0
273,2976980,Phyllobacteriaceae,Nitratireductor/1-214 luteus,30.0
274,515947,Phyllobacteriaceae,Chelativorans/1-214 intermedius,30.0
275,2093828,Rhizobiaceae,Neorhizobium/1-207 tomejilense,30.0
276,991904,Paracoccaceae,Polymorphum/1-216 gilvum,30.0
277,311410,Stappiaceae,Roseibium/1-216 album,30.0
278,281252,Stappiaceae,Roseibium/1-216 marinum,30.0
279,1323746,Stappiaceae,Roseibium/1-216 aquae,30.0
280,2781738,Phyllobacteriaceae,Aquamicrobium/1-204 zhengzhouense,30.0
281,388408,Stappiaceae,Roseibium/1-216 alexandrii,30.0
282,1233081,Rhizobiaceae,Pseudorhizobium/1-208 halotolerans,30.0
283,2171756,Rhizobiaceae,Rhizobium/1-217 terrae,30.0
284,2547961,Rhizobiaceae,Rhizobium/1-215 deserti,30.0
285,528178,Rhizobiaceae,Neorhizobium/1-217 alkalisoli,30.0
286,370622,Aurantimonadaceae,Aureimonas/1-215 altamirensis,30.0
287,1335061,Rhizobiaceae,Pseudorhizobium/1-208 flavum,30.0
288,1864509,Rhizobiaceae,Rhizobium/1-208 altiplani,30.0
289,78527,Rhizobiaceae,Allorhizobium/1-208 undicola,30.0
290,1565040,Hyphomicrobiaceae,Limoniibacter/1-214 endophyticus,30.0
291,2994654,Kaistiaceae,Kaistia/1-214 nematophila,30.0
292,2682781,Phyllobacteriaceae,Mesorhizobium/1-215 microcysteis,30.0
293,1125847,Rhizobiaceae,Pseudorhizobium/1-208 banfieldiae,30.0
294,2816037,Stappiaceae,Roseibium/1-216 limicola,30.0
295,1496690,Rhizobiaceae,Pseudorhizobium/1-208 marinum,30.0
296,1214924,Rhizobiaceae,Rhizobium/1-207 lemnae,30.0
297,382,Rhizobiaceae,Sinorhizobium/1-217 meliloti,30.0
298,384,Rhizobiaceae,Rhizobium/1-217 leguminosarum,30.0
299,2663029,Rhizobiaceae,Endobacterium/1-217 cereale,30.0
300,2670375,Notoacmeibacteraceae,Notoacmeibacter/1-205 ruber,30.0
301,887144,Rhizobiaceae,Allorhizobium/1-216 taibaishanense,30.0
302,29450,Rhizobiaceae,Rhizobium/1-217 leucaenae,30.0
303,384,Rhizobiaceae,Rhizobium/1-208 leguminosarum,30.0
304,1737357,Rhizobiaceae,Rhizobium/1-215 wenxiniae,30.0
305,1813451,Rhizobiaceae,Peteryoungia/1-217 desertarenae,30.0
306,363754,Rhizobiaceae,Rhizobium/1-217 freirei,30.0
307,2565783,Aurantimonadaceae,Aureimonas/1-216 fodinaquatilis,30.0
308,990285,Rhizobiaceae,Rhizobium/1-217 grahamii,30.0
309,410839,Kaistiaceae,Kaistia/1-214 geumhonensis,30.0
310,466044,Stappiaceae,Pannonibacter/1-216 indicus,30.0
311,166954,Kaistiaceae,Kaistia/1-214 adipata,30.0
312,2696469,Aurantimonadaceae,Jiella/1-217 pacifica,30.0
313,2692190,Stappiaceae,Stappia/1-216 sediminis,30.0
314,475067,Phyllobacteriaceae,Mesorhizobium/1-214 alhagi,30.0
315,1312183,Rhizobiaceae,Rhizobium/1-217 jaguaris,30.0
316,34017,Rhodobiaceae,Rhodobium/1-214 orientis,30.0
317,2907202,Aurantimonadaceae,Jiella/1-217 avicenniae,30.0
318,57676,Rhizobiaceae,Rhizobium/1-208 mongolense,30.0
319,2593653,Parvibaculaceae,Kaustia/1-214 mangrovi,30.0
320,665467,Kaistiaceae,Bauldia/1-215 litoralis,30.0
321,50338,Rhizobiaceae,Rhizobium/1-208 sullae,30.0
322,2590451,Aurantimonadaceae,Martelella/1-218 alba,30.0
323,56730,Rhizobiaceae,Rhizobium/1-208 gallicum,30.0
324,2503024,Rhizobiaceae,Neorhizobium/1-208 lilium,30.0
325,393664,Rhizobiaceae,Rhizobium/1-215 cellulosilyticum,30.0
326,714899,Phyllobacteriaceae,Hoeflea/1-214 halophila,30.0
327,1136135,Rhizobiaceae,Rhizobium/1-208 azibense,30.0
328,2509717,Rhizobiaceae,Ciceribacter/1-215 ferrooxidans,30.0
329,1776957,Aurantimonadaceae,Aureimonas/1-215 glaciei,30.0
330,396,Rhizobiaceae,Rhizobium/1-208 phaseoli,30.0
331,561088,Phyllobacteriaceae,Aquamicrobium/1-215 aerolatum,30.0
332,384,Rhizobiaceae,Rhizobium/1-217 leguminosarum,30.0
333,2816857,Aurantimonadaceae,Jiella/1-215 flava,30.0
334,1080,Afifellaceae,Afifella/1-216 marina,30.0
335,1293440,Kaistiaceae,Kaistia/1-214 hirudinis,30.0
336,2600299,Stappiaceae,Roseibium/1-216 aestuarii,30.0
337,1775174,Stappiaceae,Roseibium/1-216 sediminis,30.0
338,460060,Phyllobacteriaceae,Mesorhizobium/1-214 shangrilense,30.0
339,2041385,Rhizobiaceae,Rhizobium/1-217 tumorigenes,30.0
340,384,Rhizobiaceae,Rhizobium/1-208 leguminosarum,30.0
341,1197950,Rhizobiaceae,Ciceribacter/1-217 lividus,30.0
342,293089,Aurantimonadaceae,Martelella/1-207 mediterranea,30.0
343,410840,Kaistiaceae,Kaistia/1-214 dalseonensis,30.0
344,2692317,Rhizobiaceae,Rhizobium/1-217 changzhiense,30.0
345,1909496,Afifellaceae,Afifella/1-216 aestuarii,30.0
346,384,Rhizobiaceae,Rhizobium/1-217 leguminosarum,30.0
347,384,Rhizobiaceae,Rhizobium/1-217 leguminosarum,30.0
348,158891,Rhizobiaceae,Rhizobium/1-217 indigoferae,30.0
349,358,Rhizobiaceae,Agrobacterium/1-217 tumefaciens,30.0
350,29449,Rhizobiaceae,Rhizobium/1-217 etli,30.0
351,1285242,Rhodospirillaceae,Magnetospirillum/1-216 marisnigri,30.0
352,611300,Rhodospirillaceae,Magnetospirillum/1-214 sulfuroxidans,30.0
353,209897,Afifellaceae,Afifella/1-216 pfennigii,30.0
354,384,Rhizobiaceae,Rhizobium/1-208 leguminosarum,30.0
355,384,Rhizobiaceae,Rhizobium/1-217 leguminosarum,30.0
356,2816856,Aurantimonadaceae,Jiella/1-215 sonneratiae,30.0
357,84159,Rhodospirillaceae,Magnetospirillum/1-216 magneticum,30.0
358,1105283,Rhodospirillaceae,Magnetospirillum/1-214 aberrantis,30.0
359,1535242,Rhizobiaceae,Rhizobium/1-217 sophorae,30.0
360,484088,Rhizobiaceae,Rhizobium/1-217 tubonense,30.0
361,1387186,Rhizobiaceae,Rhizobium/1-204 straminoryzae,30.0
362,877384,Phyllobacteriaceae,Pseudohoeflea/1-215 suaedae,30.0
363,2495496,Aurantimonadaceae,Aureimonas/1-217 psammosilenae,30.0
364,1265931,Rhizobiaceae,Rhizobium/1-217 metallidurans,30.0
365,1735103,Phyllobacteriaceae,Nitratireductor/1-215 aestuarii,30.0
366,261934,Pleomorphomonadaceae,Pleomorphomonas/1-214 oryzae,30.0
367,364296,Rhodobiaceae,Rhodobium/1-205 gokarnense,30.0
368,197461,Stappiaceae,Pseudovibrio/1-216 exalbescens,30.0
369,1969821,Rhizobiaceae,Ciceribacter/1-217 thiooxidans,30.0
370,1522175,Aurantimonadaceae,Aurantimonas/1-215 endophytica,30.0
371,382514,Rhodospirillaceae,Telmatospirillum/1-215 siberiense,30.0
372,1138194,Rhizobiaceae,Rhizobium/1-217 lentis,30.0
373,1210932,Rhizobiaceae,Peteryoungia/1-216 ipomoeae,30.0
374,188,Rhodospirillaceae,Magnetospirillum/1-216 magnetotacticum,30.0
375,384,Rhizobiaceae,Rhizobium/1-217 leguminosarum,30.0
376,1673,Rhizobiaceae,Rhizobium/1-208 viscosum,30.0
377,358,Rhizobiaceae,Agrobacterium/1-215 tumefaciens,30.0
378,2934936,Rhizobiaceae,Allorhizobium/1-216 sonneratiae,30.0
379,358,Rhizobiaceae,Agrobacterium/1-215 tumefaciens,30.0
380,2529854,Stappiaceae,Pseudovibrio/1-218 flavus,30.0
