,taxid,family,genus_species,helix_5_occupancy_30_max
8981,1301100,Peptostreptococcaceae,[Clostridium]/1-175 dakarense,4.0
8982,89152,Peptostreptococcaceae,Peptacetobacter/1-175 hiranonis,4.0
8983,1776391,Peptostreptococcaceae,Romboutsia/1-175 timonensis,1.0
8984,1115758,Peptostreptococcaceae,Romboutsia/1-175 ilealis,1.0
8985,1537,Peptostreptococcaceae,Romboutsia/1-184 lituseburensis,1.0
8986,1537,Peptostreptococcaceae,Romboutsia/1-175 lituseburensis,3.0
8987,1537,Peptostreptococcaceae,Romboutsia/1-182 lituseburensis,2.0
8988,1629550,Clostridiaceae,Paraclostridium/1-173 benzoelyticum,1.0
8989,1490,Clostridiaceae,Paraclostridium/1-173 bifermentans,1.0
8990,1490,Clostridiaceae,Paraclostridium/1-170 bifermentans,1.0
8991,29358,Peptostreptococcaceae,Paeniclostridium/1-173 ghonii,4.0
8992,1541,Peptostreptococcaceae,Terrisporobacter/1-173 mayombei,2.0
8993,2813371,Peptostreptococcaceae,Terrisporobacter/1-173 hibernicus,2.0
8994,2813371,Peptostreptococcaceae,Terrisporobacter/1-173 hibernicus,1.0
8995,1125703,Peptostreptococcaceae,Terrisporobacter/1-173 glycolicus,2.0
8996,2743610,Peptostreptococcaceae,Peptacetobacter/1-175 hominis,1.0
8997,1505,Peptostreptococcaceae,Paeniclostridium/1-173 sordellii,4.0
8998,2813371,Peptostreptococcaceae,Terrisporobacter/1-173 hibernicus,2.0
8999,1537,Peptostreptococcaceae,Romboutsia/1-173 lituseburensis,0.0
9000,1115758,Peptostreptococcaceae,Romboutsia/1-166 ilealis,0.0
9001,261299,Peptostreptococcaceae,Intestinibacter/1-173 bartlettii,1.0
9002,1629550,Clostridiaceae,Paraclostridium/1-168 benzoelyticum,1.0
9003,1490,Clostridiaceae,Paraclostridium/1-168 bifermentans,1.0
9004,1490,Clostridiaceae,Paraclostridium/1-168 bifermentans,1.0
9005,1490,Clostridiaceae,Paraclostridium/1-168 bifermentans,1.0
9006,2020948,Peptostreptococcaceae,Romboutsia/1-174 maritimum,4.0
9007,1178515,Paenibacillaceae,Paenibacillus/1-168 swuensis,0.0
9008,307580,Paenibacillaceae,Paenibacillus/1-169 woosongensis,0.0
9009,1505,Peptostreptococcaceae,Paeniclostridium/1-166 sordellii,0.0
9010,687436,Paenibacillaceae,Paenibacillus/1-169 ihumii,0.0
9011,1338368,Paenibacillaceae,Paenibacillus/1-169 lentus,0.0
9012,78057,Paenibacillaceae,Paenibacillus/1-170 popilliae,1.0
9013,66347,Paenibacillaceae,Paenibacillus/1-168 campinasensis,0.0
9014,1650662,Clostridiaceae,Desnuesiella/1-169 massiliensis,1.0
9015,1505,Peptostreptococcaceae,Paeniclostridium/1-168 sordellii,1.0
9016,1505,Peptostreptococcaceae,Paeniclostridium/1-168 sordellii,1.0
9017,2509456,Paenibacillaceae,Paenibacillus/1-168 protaetiae,2.0
9018,1820010,Paenibacillaceae,Paenibacillus/1-167 aceti,0.0
9019,1324314,Paenibacillaceae,Paenibacillus/1-170 selenitireducens,0.0
9020,683737,Paenibacillaceae,Paenibacillus/1-167 uliginis,0.0
9021,1401,Paenibacillaceae,Paenibacillus/1-167 lautus,0.0
9022,2692622,Paenibacillaceae,Paenibacillus/1-169 puerhi,0.0
9023,1705565,Paenibacillaceae,Paenibacillus/1-167 solani,0.0
9024,1473112,Paenibacillaceae,Paenibacillus/1-170 guangzhouensis,0.0
9025,1406,Paenibacillaceae,Paenibacillus/1-167 polymyxa,0.0
9026,1387557,Thermoanaerobacterales/1-179 Family III. Incertae Sedis,Caldicellulosiruptor danielii,2.0
9027,2079532,Paenibacillaceae,Paenibacillus/1-170 faecalis,0.0
9028,178340,Bacillaceae,Gracilibacillus/1-170 dipsosauri,0.0
9029,369333,Paenibacillaceae,Paenibacillus/1-170 terrigena,0.0
9030,59841,Paenibacillaceae,Paenibacillus/1-169 kobensis,0.0
9031,49283,Paenibacillaceae,Paenibacillus/1-170 thiaminolyticus,1.0
9032,1870990,Paenibacillaceae,Paenibacillus/1-169 bouchesdurhonensis,0.0
9033,83557,Chlamydiaceae,Chlamydia/1-177 caviae,6.0
9034,2548455,Clostridiaceae,Clostridium/1-169 cuniculi,1.0
9035,2799335,Paenibacillaceae,Paenibacillus/1-165 alkalitolerans,0.0
9036,2567944,Paenibacillaceae,Paenibacillus/1-167 dokdonensis,0.0
9037,1191699,Bacillaceae,Calidifontibacillus/1-170 oryziterrae,0.0
9038,160799,Paenibacillaceae,Paenibacillus/1-170 borealis,0.0
9039,369399,Paenibacillaceae,Paenibacillus/1-170 zanthoxyli,0.0
9040,1527293,Paenibacillaceae,Paenibacillus/1-167 dakarensis,0.0
9041,2931978,Paenibacillaceae,Paenibacillus/1-168 mangrovi,0.0
9042,632518,Thermoanaerobacterales/1-180 Family III. Incertae Sedis,Caldicellulosiruptor owensensis,2.0
9043,1173085,Paenibacillaceae,Paenibacillus/1-169 profundus,0.0
9044,130049,Paenibacillaceae,Paenibacillus/1-170 dendritiformis,1.0
9045,100176,Oscillospiraceae,Papillibacter/1-171 cinnamivorans,4.0
9046,521520,Paenibacillaceae,Paenibacillus/1-167 urinalis,0.0
9047,157839,Paenibacillaceae,Paenibacillus/1-168 cookii,0.0
9048,1462996,Paenibacillaceae,Paenibacillus/1-170 yonginensis,0.0
9049,116718,Paenibacillaceae,Paenibacillus/1-170 azoreducens,0.0
9050,1619311,Paenibacillaceae,Paenibacillus/1-170 physcomitrellae,0.0
9051,2762232,Paenibacillaceae,Paenibacillus/1-165 gallinarum,0.0
9052,1330551,Paenibacillaceae,Paenibacillus/1-167 lemnae,0.0
9053,157839,Paenibacillaceae,Paenibacillus/1-170 cookii,0.0
9054,2567944,Paenibacillaceae,Paenibacillus/1-170 dokdonensis,0.0
9055,2079532,Paenibacillaceae,Paenibacillus/1-167 faecalis,0.0
9056,683737,Paenibacillaceae,Paenibacillus/1-168 uliginis,0.0
9057,2729421,Bacillaceae,Sediminibacillus/1-170 dalangtanensis,0.0
9058,268407,Paenibacillaceae,Paenibacillus/1-170 wynnii,0.0
9059,116718,Paenibacillaceae,Paenibacillus/1-167 azoreducens,0.0
9060,2926292,Lactobacillaceae,Lacticaseibacillus/1-169 kribbianus,1.0
9061,1720296,Paenibacillaceae,Paenibacillus/1-171 rubinfantis,1.0
9062,1457141,Chlamydiaceae,Chlamydia/1-177 avium,6.0
9063,1406,Paenibacillaceae,Paenibacillus/1-168 polymyxa,0.0
9064,442899,Bacillaceae,Halolactibacillus/1-168 alkaliphilus,1.0
9065,83561,Simkaniaceae,Simkania/1-173 negevensis,4.0
9066,2931978,Paenibacillaceae,Paenibacillus/1-168 mangrovi,0.0
9067,1452732,Paenibacillaceae,Paenibacillus/1-169 kyungheensis,0.0
9068,948756,Paenibacillaceae,Paenibacillus/1-170 macquariensis,0.0
9069,343517,Paenibacillaceae,Paenibacillus/1-168 barengoltzii,1.0
9070,66347,Paenibacillaceae,Paenibacillus/1-167 campinasensis,0.0
9071,157733,Bacillaceae,Alkalihalobacillus/1-170 macyae,1.0
9072,1651774,Simkaniaceae,Candidatus/1-173 Neptunochlamydia vexilliferae,4.0
9073,456490,Paenibacillaceae,Cohnella/1-170 phaseoli,0.0
9074,456493,Paenibacillaceae,Saccharibacillus/1-169 sacchari,0.0
9075,2060666,Paenibacillaceae,Saccharibacillus/1-169 endophyticus,0.0
9076,1306852,Paenibacillaceae,Paenibacillus/1-169 etheri,0.0
9077,1406,Paenibacillaceae,Paenibacillus/1-169 polymyxa,0.0
9078,252966,Thermoanaerobacterales/1-169 Family IV. Incertae Sedis,Mahella australiensis,1.0
9079,742054,Paenibacillaceae,Paenibacillus/1-170 sacheonensis,0.0
9080,225844,Bacillaceae,Alkalihalobacillus/1-170 algicola,1.0
9081,44250,Paenibacillaceae,Paenibacillus/1-169 alvei,1.0
9082,2045207,Bacillaceae,Salipaludibacillus/1-168 keqinensis,0.0
9083,2565926,Paenibacillaceae,Paenibacillus/1-167 algicola,0.0
9084,1884432,Bacillaceae,Salibacterium/1-170 halotolerans,0.0
9086,2126352,Paenibacillaceae,Brevibacillus/1-170 fortis,0.0
9087,2079532,Paenibacillaceae,Paenibacillus/1-168 faecalis,0.0
9089,301953,Thermoanaerobacterales/1-180 Family III. Incertae Sedis,Caldicellulosiruptor acetigenus,2.0
9090,2774142,Paenibacillaceae,Paenibacillus/1-168 arenosi,1.0
9091,2594883,Bacillaceae,Radiobacillus/1-170 deserti,0.0
9092,1926285,Bacillaceae,Oceanobacillus/1-165 timonensis,1.0
9093,1457153,Chlamydiaceae,Chlamydia/1-177 gallinacea,6.0
9094,2772299,Paenibacillaceae,Paenibacillus/1-170 arenilitoris,0.0
9095,2704463,Paenibacillaceae,Paenibacillus/1-168 rhizovicinus,0.0
9096,1451,Paenibacillaceae,Paenibacillus/1-169 amylolyticus,0.0
9097,340071,Criblamydiaceae,Criblamydia/1-177 sequanensis,1.0
9098,717609,Thermoanaerobacterales/1-180 Family III. Incertae Sedis,Caldicellulosiruptor obsidiansis,2.0
9099,2762232,Paenibacillaceae,Paenibacillus/1-170 gallinarum,0.0
9100,813,Chlamydiaceae,Chlamydia/1-177 trachomatis,6.0
9101,83555,Chlamydiaceae,Chlamydia/1-177 abortus,6.0
9102,582851,Bacillaceae,Oceanobacillus/1-162 sojae,1.0
9103,2931978,Paenibacillaceae,Paenibacillus/1-168 mangrovi,0.0
9104,2704462,Paenibacillaceae,Paenibacillus/1-168 lycopersici,0.0
9105,83556,Chlamydiaceae,Chlamydia/1-177 felis,6.0
9106,2494525,Chlamydiaceae,Chlamydia/1-177 buteonis,6.0
9107,2841508,Paenibacillaceae,Paenibacillus/1-167 brevis,0.0
9108,1435645,Paenibacillaceae,Paenibacillus/1-170 oenotherae,0.0
9109,1502,Clostridiaceae,Clostridium/1-167 perfringens,1.0
9110,2654979,Paenibacillaceae,Paenibacillus/1-168 germinis,0.0
9111,1406,Paenibacillaceae,Paenibacillus/1-169 polymyxa,0.0
9112,63737,Nostocaceae,Nostoc/1-172 punctiforme,1.0
9113,253703,Paenibacillaceae,Paenibacillus/1-169 antarcticus,0.0
9114,340214,Bacillaceae,Lentibacillus/1-170 kapialis,1.0
9115,59846,Paenibacillaceae,Paenibacillus/1-167 chibensis,0.0
9116,2490856,Paenibacillaceae,Paenibacillus/1-170 oralis,0.0
9117,1462527,Bacillaceae,Oceanobacillus/1-165 jeddahense,1.0
9118,531815,Bacillaceae,Oceanobacillus/1-162 neutriphilus,0.0
9119,2744309,Paenibacillaceae,Paenibacillus/1-168 agri,0.0
9120,2780073,Paenibacillaceae,Paenibacillus/1-171 rhizolycopersici,1.0
9121,1482,Bacillaceae,Virgibacillus/1-164 halodenitrificans,1.0
9122,578214,Bacillaceae,Halobacillus/1-168 hunanensis,0.0
9123,2608683,Paenibacillaceae,Paenibacillus/1-168 tepidiphilus,0.0
9124,1401,Paenibacillaceae,Paenibacillus/1-170 lautus,0.0
9125,2806205,Thermoanaerobacterales/1-180 Family III. Incertae Sedis,Caldicellulosiruptor diazotrophicus,2.0
9126,1917889,Bacillaceae,Virgibacillus/1-170 dakarensis,0.0
9128,1387779,Paenibacillaceae,Cohnella/1-170 nanjingensis,0.0
9129,44251,Paenibacillaceae,Paenibacillus/1-168 durus,0.0
9130,268407,Paenibacillaceae,Paenibacillus/1-168 wynnii,0.0
9131,948756,Paenibacillaceae,Paenibacillus/1-169 macquariensis,0.0
9132,862114,Paenibacillaceae,Paenibacillus/1-170 faecis,0.0
9133,2707005,Paenibacillaceae,Paenibacillus/1-167 lutimineralis,0.0
9134,1406,Paenibacillaceae,Paenibacillus/1-167 polymyxa,0.0
9135,59845,Paenibacillaceae,Paenibacillus/1-169 illinoisensis,0.0
9136,1507512,Peptostreptococcaceae,Romboutsia/1-166 hominis,2.0
9137,2567944,Paenibacillaceae,Paenibacillus/1-168 dokdonensis,0.0
9138,483423,Criblamydiaceae,Estrella/1-177 lausannensis,1.0
9139,1268072,Paenibacillaceae,Paenibacillus/1-168 sabinae,0.0
9140,1268072,Paenibacillaceae,Paenibacillus/1-168 sabinae,0.0
9141,528191,Paenibacillaceae,Paenibacillus/1-169 xylanexedens,0.0
9142,46240,Paenibacillaceae,Paenibacillus/1-169 apiarius,0.0
9143,1967783,Chlamydiaceae,Chlamydia/1-177 poikilotherma,6.0
9144,1406,Paenibacillaceae,Paenibacillus/1-170 polymyxa,0.0
9145,528191,Paenibacillaceae,Paenibacillus/1-170 xylanexedens,0.0
9146,266892,Bacillaceae,Salibacterium/1-170 qingdaonense,0.0
9147,521377,Bacillaceae,Alkalihalophilus/1-172 marmarensis,1.0
9148,669462,Paenibacillaceae,Paenibacillus/1-167 pinihumi,0.0
9149,1267,Clostridiaceae,Sarcina/1-169 ventriculi,1.0
9150,1850370,Paenibacillaceae,Paenibacillus/1-168 apii,0.0
9151,227866,Bacillaceae,Bacillus/1-169 tequilensis,3.0
9152,52004,Halobacteroidaceae,Natroniella/1-170 acetigena,1.0
9153,2937794,Paenibacillaceae,Paenibacillus/1-171 mellifer,1.0
9154,2654978,Paenibacillaceae,Paenibacillus/1-170 phytohabitans,0.0
9155,2697035,Paenibacillaceae,Paenibacillus/1-170 glycinis,0.0
9156,2686092,Bacillaceae,Halobacillus/1-168 ihumii,0.0
9157,632348,Thermoanaerobacterales/1-180 Family III. Incertae Sedis,Caldicellulosiruptor kronotskyensis,2.0
9158,225915,Paenibacillaceae,Paenibacillus/1-168 timonensis,1.0
9159,1274374,Paenibacillaceae,Paenibacillus/1-167 antibioticophila,0.0
9160,135193,Paenibacillaceae,Paenibacillus/1-169 daejeonensis,0.0
9161,44252,Paenibacillaceae,Paenibacillus/1-170 macerans,0.0
9162,393763,Bacillaceae,Anaerobacillus/1-171 alkalilacustris,1.0
9163,159743,Paenibacillaceae,Paenibacillus/1-171 terrae,0.0
9164,171404,Paenibacillaceae,Paenibacillus/1-169 agaridevorans,0.0
9165,2674991,Paenibacillaceae,Cohnella/1-167 candidum,0.0
9166,1333845,Paenibacillaceae,Paenibacillus/1-168 sophorae,0.0
9167,2487276,Bacillaceae,Bacillus/1-169 cabrialesii,1.0
9168,31899,Thermoanaerobacterales/1-180 Family III. Incertae Sedis,Caldicellulosiruptor bescii,2.0
9169,472963,Bacillaceae,Anaerobacillus/1-171 alkalidiazotrophicus,1.0
9170,2564100,Paenibacillaceae,Cohnella/1-164 pontilimi,0.0
9171,1232431,Paenibacillaceae,Paenibacillus/1-168 ihuae,0.0
9172,39489,Clostridiaceae,Clostridium/1-168 moniliforme,0.0
9173,311244,Paenibacillaceae,Paenibacillus/1-168 assamensis,1.0
9174,1837342,Paenibacillaceae,Paenibacillus/1-167 sinopodophylli,0.0
9175,1768003,Paenibacillaceae,Paenibacillus/1-171 pinistramenti,0.0
9176,175306,Bacillaceae,Lentibacillus/1-170 salicampi,0.0
9177,171404,Paenibacillaceae,Paenibacillus/1-168 agaridevorans,2.0
9178,545502,Bacillaceae,Ornithinibacillus/1-171 bavariensis,0.0
9179,2766982,Chlamydiaceae,Chlamydia/1-177 crocodili,6.0
9180,3020863,Paenibacillaceae,Paenibacillus/1-168 agilis,1.0
9181,331517,Oscillatoriaceae,Oscillatoria/1-168 salina,0.0
9182,225985,Bacillaceae,Fictibacillus/1-167 gelatini,1.0
9183,237682,Bacillaceae,Salinibacillus/1-170 kushneri,0.0
9184,2697503,Bacillaceae,Virgibacillus/1-170 doumboii,0.0
9185,582692,Paenibacillaceae,Paenibacillus/1-170 polysaccharolyticus,0.0
9186,1423,Bacillaceae,Bacillus/1-170 subtilis,1.0
9187,2728835,Verrucomicrobiaceae,Luteolibacter/1-168 luteus,3.0
9188,1705561,Paenibacillaceae,Paenibacillus/1-168 xylanivorans,0.0
9190,562959,Paenibacillaceae,Paenibacillus/1-170 cellulositrophicus,0.0
9191,1870820,Paenibacillaceae,Paenibacillus/1-167 ihbetae,0.0
9192,157839,Paenibacillaceae,Paenibacillus/1-170 cookii,0.0
9193,1555112,Limnochordaceae,Limnochorda/1-169 pilosa,1.0
9194,228574,Paenibacillaceae,Paenibacillus/1-167 lactis,0.0
9195,413888,Thermoanaerobacterales/1-180 Family III. Incertae Sedis,Caldicellulosiruptor hydrothermalis,2.0
9196,2820273,Bacillaceae,Gracilibacillus/1-170 suaedae,0.0
9197,545501,Bacillaceae,Oceanobacillus/1-165 oncorhynchi,1.0
9198,1850370,Paenibacillaceae,Paenibacillus/1-168 apii,0.0
9199,2807095,Paenibacillaceae,Paenibacillus/1-171 farraposensis,0.0
9200,85991,Chlamydiaceae,Chlamydia/1-176 pecorum,5.0
9201,237530,Paenibacillaceae,Paenibacillus/1-168 cineris,0.0
9202,1423,Bacillaceae,Bacillus/1-169 subtilis,1.0
9203,484184,Paenibacillaceae,Paenibacillus/1-170 taichungensis,0.0
9204,1243663,Paenibacillaceae,Paenibacillus/1-168 camerounensis,0.0
9205,2689078,Paenibacillaceae,Paenibacillus/1-168 turpanensis,0.0
9206,1406,Paenibacillaceae,Paenibacillus/1-168 polymyxa,0.0
9207,297318,Paenibacillaceae,Paenibacillus/1-168 rhizosphaerae,0.0
9208,1414722,Parachlamydiaceae,Candidatus/1-177 Protochlamydia phocaeensis,1.0
9209,1944633,Bacillaceae,Ornithinibacillus/1-170 massiliensis,0.0
9210,29563,Halanaerobiaceae,Halanaerobium/1-169 salsuginis,1.0
9211,1482736,Peptostreptococcaceae,Acetoanaerobium/1-170 pronyense,3.0
9212,1325358,Paenibacillaceae,Paenibacillus/1-169 silvae,0.0
9213,253703,Paenibacillaceae,Paenibacillus/1-170 antarcticus,0.0
9214,582686,Paenibacillaceae,Paenibacillus/1-169 methanolicus,0.0
9215,1406,Paenibacillaceae,Paenibacillus/1-171 polymyxa,0.0
9216,2678566,Bacillaceae,Ornithinibacillus/1-171 caprae,0.0
9217,79264,Paenibacillaceae,Paenibacillus/1-168 ehimensis,0.0
9218,545502,Bacillaceae,Ornithinibacillus/1-167 bavariensis,1.0
9219,562959,Paenibacillaceae,Paenibacillus/1-168 cellulositrophicus,0.0
9220,189426,Paenibacillaceae,Paenibacillus/1-168 odorifer,0.0
9221,684063,Paenibacillaceae,Paenibacillus/1-168 algorifonticola,0.0
9222,237530,Paenibacillaceae,Paenibacillus/1-168 cineris,0.0
9223,714067,Thermoactinomycetaceae,Kroppenstedtia/1-170 eburnea,0.0
9224,360185,Bacillaceae,Amphibacillus/1-170 sediminis,0.0
9225,2492960,Bacillaceae,Bacillus/1-168 yapensis,3.0
9226,483913,Bacillaceae,Bacillus/1-169 inaquosorum,1.0
9227,64178,Coleofasciculaceae,Coleofasciculus/1-168 chthonoplastes,0.0
9228,221028,Paenibacillaceae,Paenibacillus/1-168 favisporus,0.0
9229,1222016,Thermoanaerobacterales/1-178 Family III. Incertae Sedis,Caldicellulosiruptor changbaiensis,2.0
9230,1325358,Paenibacillaceae,Paenibacillus/1-170 silvae,0.0
9231,2798579,Paenibacillaceae,Paenibacillus/1-167 roseus,0.0
9232,79263,Paenibacillaceae,Paenibacillus/1-168 chitinolyticus,0.0
9233,237530,Paenibacillaceae,Paenibacillus/1-170 cineris,0.0
9234,92942,Nostocaceae,Nostoc/1-169 linckia,0.0
9235,297318,Paenibacillaceae,Paenibacillus/1-168 rhizosphaerae,0.0
9236,1870990,Paenibacillaceae,Paenibacillus/1-168 bouchesdurhonensis,0.0
9237,96241,Bacillaceae,Bacillus/1-169 spizizenii,1.0
9238,1406,Paenibacillaceae,Paenibacillus/1-168 polymyxa,0.0
9239,1333861,Paenibacillaceae,Paenibacillus/1-168 forsythiae,0.0
9240,1054297,Clostridiaceae,Clostridium/1-170 punense,0.0
9241,1330551,Paenibacillaceae,Paenibacillus/1-168 lemnae,0.0
9242,221028,Paenibacillaceae,Paenibacillus/1-170 favisporus,0.0
9243,162209,Paenibacillaceae,Paenibacillus/1-168 naphthalenovorans,0.0
9244,1115758,Peptostreptococcaceae,Romboutsia/1-168 ilealis,1.0
9245,1527293,Paenibacillaceae,Paenibacillus/1-170 dakarensis,0.0
9246,2565926,Paenibacillaceae,Paenibacillus/1-168 algicola,0.0
9247,562959,Paenibacillaceae,Paenibacillus/1-168 cellulositrophicus,0.0
9248,2873927,Paenibacillaceae,Paenibacillus/1-170 caui,0.0
9249,1476024,Paenibacillaceae,Paenibacillus/1-167 vini,0.0
9250,59893,Paenibacillaceae,Paenibacillus/1-171 peoriae,0.0
9251,1357545,Nostocaceae,Richelia/1-169 sinica,0.0
9252,2936508,Paenibacillaceae,Paenibacillus/1-169 hamazuiensis,0.0
9253,169760,Paenibacillaceae,Paenibacillus/1-168 stellifer,0.0
9254,1423,Bacillaceae,Bacillus/1-169 subtilis,1.0
9255,1449,Bacillaceae,Amphibacillus/1-168 xylanus,1.0
9256,170367,Paenibacillaceae,Paenibacillus/1-167 anaericanus,0.0
9257,2707005,Paenibacillaceae,Paenibacillus/1-170 lutimineralis,0.0
9258,2873927,Paenibacillaceae,Paenibacillus/1-167 caui,0.0
9259,1408,Bacillaceae,Bacillus/1-170 pumilus,1.0
9260,1406,Paenibacillaceae,Paenibacillus/1-168 polymyxa,0.0
9261,1406,Paenibacillaceae,Paenibacillus/1-167 polymyxa,0.0
9262,582692,Paenibacillaceae,Paenibacillus/1-169 polysaccharolyticus,0.0
9263,44001,Thermoanaerobacterales/1-178 Family III. Incertae Sedis,Caldicellulosiruptor saccharolyticus,2.0
9264,2583376,Paenibacillaceae,Paenibacillus/1-167 paridis,0.0
9265,248903,Paenibacillaceae,Paenibacillus/1-168 xylanilyticus,0.0
9266,1423,Bacillaceae,Bacillus/1-170 subtilis,1.0
9267,2666075,Paenibacillaceae,Paenibacillus/1-168 monticola,0.0
9268,59846,Paenibacillaceae,Paenibacillus/1-168 chibensis,0.0
9269,1472767,Bacillaceae,Lentibacillus/1-170 amyloliquefaciens,0.0
9270,1423,Bacillaceae,Bacillus/1-170 subtilis,1.0
9271,63737,Nostocaceae,Nostoc/1-169 punctiforme,0.0
9272,1705565,Paenibacillaceae,Paenibacillus/1-168 solani,0.0
9273,1870820,Paenibacillaceae,Paenibacillus/1-168 ihbetae,0.0
9274,2545753,Paenibacillaceae,Paenibacillus/1-167 luteus,0.0
9275,2582848,Paenibacillaceae,Paenibacillus/1-168 antri,0.0
9276,198119,Paenibacillaceae,Paenibacillus/1-169 barcinonensis,0.0
9277,1768003,Paenibacillaceae,Paenibacillus/1-168 pinistramenti,0.0
9278,2715209,Bacillaceae,Bacillus/1-169 rugosus,1.0
9279,1670801,Paenibacillaceae,Paenibacillus/1-170 silagei,0.0
9280,2606219,Paenibacillaceae,Paenibacillus/1-168 silvestris,0.0
9281,2972488,Paenibacillaceae,Paenibacillus/1-170 radicibacter,0.0
9282,2810347,Paenibacillaceae,Paenibacillus/1-168 tianjinensis,0.0
9283,1326968,Bacillaceae,Bacillus/1-170 australimaris,1.0
9284,2886352,Coleofasciculaceae,Allocoleopsis/1-169 franciscana,0.0
9285,44251,Paenibacillaceae,Paenibacillus/1-168 durus,0.0
9286,1297424,Oscillospiraceae,Anaerobacterium/1-177 chartisolvens,5.0
9287,154288,Turicibacteraceae,Turicibacter/1-172 sanguinis,4.0
9288,1347392,Sporanaerobacteraceae,Anaerosalibacter/1-177 massiliensis,1.0
9289,237679,Bacillaceae,Lentibacillus/1-170 halodurans,0.0
9290,83559,Chlamydiaceae,Chlamydia/1-175 suis,4.0
9291,1406,Paenibacillaceae,Paenibacillus/1-166 polymyxa,0.0
9292,369333,Paenibacillaceae,Paenibacillus/1-170 terrigena,0.0
9293,307580,Paenibacillaceae,Paenibacillus/1-167 woosongensis,0.0
9294,1796619,Eubacteriaceae,Irregularibacter/1-170 muris,0.0
9295,1398745,Bacillaceae,Litoribacterium/1-167 kuwaitense,0.0
9296,3020863,Paenibacillaceae,Paenibacillus/1-169 agilis,0.0
9297,1325358,Paenibacillaceae,Paenibacillus/1-167 silvae,0.0
9298,384933,Bacillaceae,Salibacterium/1-170 aidingense,0.0
9299,389348,Parachlamydiaceae,Candidatus/1-177 Protochlamydia naegleriophila,1.0
9300,2507935,Paenibacillaceae,Cohnella/1-170 abietis,0.0
9301,360185,Bacillaceae,Amphibacillus/1-168 sediminis,1.0
9302,154288,Turicibacteraceae,Turicibacter/1-170 sanguinis,2.0
9303,3026433,Paenibacillaceae,Paenibacillus/1-169 marchantiae,0.0
9304,228574,Paenibacillaceae,Paenibacillus/1-170 lactis,0.0
9305,1347366,Clostridiaceae,Clostridium/1-169 massiliamazoniense,1.0
9306,2036016,Bacillaceae,Niallia/1-172 endozanthoxylica,3.0
9307,1653776,Bacillaceae,Halalkalibacter/1-171 oceani,2.0
9308,42838,Thermoanaerobacteraceae,Ammonifex/1-171 degensii,2.0
9309,129961,Spirulinaceae,Spirulina/1-169 major,0.0
9310,1705561,Paenibacillaceae,Paenibacillus/1-170 xylanivorans,0.0
9311,2608684,Paenibacillaceae,Paenibacillus/1-168 tengchongensis,0.0
9312,1037680,Bacillaceae,Robertmurraya/1-168 kyonggiensis,3.0
9313,228899,Bacillaceae,Peribacillus/1-174 asahii,5.0
9314,77777,Bacillaceae,Robertmurraya/1-170 siralis,0.0
9315,1174501,Paenibacillaceae,Paenibacillus/1-168 typhae,0.0
9316,484184,Paenibacillaceae,Paenibacillus/1-169 taichungensis,0.0
9317,1406,Paenibacillaceae,Paenibacillus/1-170 polymyxa,0.0
9318,1768003,Paenibacillaceae,Paenibacillus/1-168 pinistramenti,0.0
9319,1333845,Paenibacillaceae,Paenibacillus/1-168 sophorae,0.0
9320,930131,Bacillaceae,Oceanobacillus/1-170 limi,0.0
9321,29324,Thermoanaerobacterales/1-180 Family III. Incertae Sedis,Caldicellulosiruptor naganoensis,2.0
