,taxid,family,genus_species,helix_5_occupancy_75_max
33,>1318743,Bartonellaceae,Bartonella/1-216 ancashensis,44.0
34,>388640,Bartonellaceae,Bartonella/1-216 australis,44.0
35,>395923,Bartonellaceae,Bartonella/1-216 rochalimae,44.0
36,>165694,Bartonellaceae,Bartonella/1-216 schoenbuchensis,44.0
37,>38323,Bartonellaceae,Bartonella/1-216 henselae,44.0
38,>291176,Bartonellaceae,Bartonella/1-216 melophagi,44.0
39,>373638,Bartonellaceae,Bartonella/1-214 tamiae,44.0
40,>2750929,Bartonellaceae,Bartonella/1-216 apihabitans,44.0
41,>2750995,Bartonellaceae,Bartonella/1-216 choladocola,44.0
42,>1686310,Bartonellaceae,Bartonella/1-216 apis,44.0
43,>335286,Brucellaceae,Brucella/1-214 oryzae,44.0
44,>529,Brucellaceae,Brucella/1-214 anthropi,44.0
45,>407152,Brucellaceae,Brucella/1-214 cytisi,44.0
46,>2670329,Phyllobacteriaceae,Phyllobacterium/1-214 phragmitis,44.0
47,>235,Brucellaceae,Brucella/1-214 abortus,44.0
48,>94626,Brucellaceae,Brucella/1-214 tritici,44.0
49,>94625,Brucellaceae,Brucella/1-214 intermedia,44.0
50,>867683,Brucellaceae,Brucella/1-214 pecoris,44.0
51,>235,Brucellaceae,Brucella/1-214 abortus,44.0
52,>419475,Brucellaceae,Brucella/1-214 pseudogrignonensis,44.0
53,>659015,Brucellaceae,Brucella/1-214 daejeonensis,44.0
54,>235,Brucellaceae,Brucella/1-214 abortus,44.0
55,>235,Brucellaceae,Brucella/1-214 abortus,44.0
56,>1218315,Brucellaceae,Brucella/1-214 inopinata,44.0
57,>2479765,Brucellaceae,[Ochrobactrum]/1-214 teleogrylli,44.0
58,>2448455,Brucellaceae,[Ochrobactrum]/1-214 soli,44.0
59,>1494590,Phyllobacteriaceae,Paramesorhizobium/1-215 deserti,44.0
60,>235,Brucellaceae,Brucella/1-214 abortus,44.0
61,>571256,Brucellaceae,Brucella/1-214 pituitosa,44.0
62,>271865,Brucellaceae,[Ochrobactrum]/1-214 quorumnocens,44.0
63,>571254,Brucellaceae,Brucella/1-214 rhizosphaerae,44.0
64,>643673,Brucellaceae,Paenochrobactrum/1-215 gallinarii,44.0
65,>235,Brucellaceae,Brucella/1-214 abortus,44.0
66,>2201899,Brucellaceae,Falsochrobactrum/1-214 shanghaiense,44.0
67,>29460,Brucellaceae,Brucella/1-214 neotomae,44.0
68,>235,Brucellaceae,Brucella/1-214 abortus,44.0
69,>94627,Brucellaceae,Brucella/1-214 grignonensis,44.0
70,>419474,Brucellaceae,Brucella/1-214 haematophila,44.0
71,>1899321,Phyllobacteriaceae,Phyllobacterium/1-214 salinisoli,44.0
72,>571255,Brucellaceae,Brucella/1-214 thiophenivorans,44.0
73,>1963359,Brucellaceae,Brucella/1-214 endophytica,44.0
74,>314237,Phyllobacteriaceae,Phyllobacterium/1-214 leguminum,44.0
75,>354351,Brucellaceae,Pseudochrobactrum/1-213 asaccharolyticum,44.0
76,>1867719,Phyllobacteriaceae,Phyllobacterium/1-214 zundukense,45.0
77,>2834768,Brucellaceae,Pseudochrobactrum/1-213 algeriensis,44.0
78,>28101,Phyllobacteriaceae,Phyllobacterium/1-214 myrsinacearum,45.0
79,>314236,Phyllobacteriaceae,Phyllobacterium/1-214 bourgognense,45.0
80,>1149773,Phyllobacteriaceae,Phyllobacterium/1-214 endophyticum,45.0
81,>314237,Phyllobacteriaceae,Phyllobacterium/1-214 leguminum,45.0
82,>2817027,Phyllobacteriaceae,Phyllobacterium/1-214 calauticae,45.0
83,>69279,Phyllobacteriaceae,Aquamicrobium/1-210 defluvii,45.0
84,>300193,Phyllobacteriaceae,Phyllobacterium/1-214 trifolii,45.0
85,>89772,Phyllobacteriaceae,Aquamicrobium/1-210 lusatiense,45.0
86,>314235,Phyllobacteriaceae,Phyllobacterium/1-214 brassicacearum,45.0
87,>381,Phyllobacteriaceae,Mesorhizobium/1-214 loti,45.0
88,>354351,Brucellaceae,Pseudochrobactrum/1-213 asaccharolyticum,44.0
89,>1873176,Phyllobacteriaceae,Pseudaminobacter/1-214 manganicus,45.0
90,>2675109,Phyllobacteriaceae,Mesorhizobium/1-214 composti,45.0
91,>2116701,Phyllobacteriaceae,Mesorhizobium/1-211 ephedrae,45.0
92,>1502156,Phyllobacteriaceae,Tianweitania/1-216 sediminis,45.0
93,>2767425,Phyllobacteriaceae,Oryzicola/1-215 mucosus,45.0
94,>2742145,Phyllobacteriaceae,Oricola/1-216 thermophila,45.0
95,>93369,Phyllobacteriaceae,Pseudaminobacter/1-210 salicylatoxidans,45.0
96,>1982044,Phyllobacteriaceae,Zhengella/1-214 mangrovi,45.0
97,>1295366,Phyllobacteriaceae,Mesorhizobium/1-211 soli,45.0
98,>1851146,Phyllobacteriaceae,Pseudaminobacter/1-210 arsenicus,45.0
99,>1776730,Phyllobacteriaceae,Mesorhizobium/1-214 zhangyense,45.0
100,>1776423,Phyllobacteriaceae,Mesorhizobium/1-214 helmanticense,45.0
101,>2831468,Phyllobacteriaceae,Pseudaminobacter/1-209 soli,45.0
102,>83265,Phyllobacteriaceae,Aminobacter/1-214 niigataensis,45.0
103,>505389,Phyllobacteriaceae,Mesorhizobium/1-214 sangaii,45.0
104,>1300294,Phyllobacteriaceae,Mesorhizobium/1-214 sophorae,45.0
105,>2495581,Phyllobacteriaceae,Aquibium/1-216 carbonis,45.0
106,>536019,Phyllobacteriaceae,Mesorhizobium/1-214 opportunistum,45.0
107,>381,Phyllobacteriaceae,Mesorhizobium/1-214 loti,45.0
108,>2037900,Phyllobacteriaceae,Mesorhizobium/1-214 sanjuanii,45.0
109,>39645,Phyllobacteriaceae,Mesorhizobium/1-214 ciceri,45.0
110,>2184161,Phyllobacteriaceae,Oceaniradius/1-203 stylonematis,45.0
111,>376165,Phyllobacteriaceae,Aminobacter/1-214 carboxidus,45.0
112,>39844,Phyllobacteriaceae,Mesorhizobium/1-214 tianshanense,45.0
113,>1035067,Phyllobacteriaceae,Aminobacter/1-214 anthyllidis,45.0
114,>381,Phyllobacteriaceae,Mesorhizobium/1-214 loti,45.0
115,>381,Phyllobacteriaceae,Mesorhizobium/1-214 loti,45.0
116,>381,Phyllobacteriaceae,Mesorhizobium/1-214 loti,45.0
117,>381,Phyllobacteriaceae,Mesorhizobium/1-214 loti,45.0
118,>305698,Phyllobacteriaceae,Aminobacter/1-214 lissarensis,45.0
119,>1631249,Phyllobacteriaceae,Mesorhizobium/1-214 prunaredense,45.0
120,>83263,Phyllobacteriaceae,Aminobacter/1-214 aminovorans,45.0
121,>489722,Phyllobacteriaceae,Mesorhizobium/1-214 metallidurans,45.0
122,>2502215,Phyllobacteriaceae,Mesorhizobium/1-214 comanense,45.0
123,>1004279,Phyllobacteriaceae,Mesorhizobium/1-214 muleiense,45.0
124,>381,Phyllobacteriaceae,Mesorhizobium/1-216 loti,45.0
125,>666020,Phyllobacteriaceae,Mesorhizobium/1-214 ventifaucium,45.0
126,>28104,Phyllobacteriaceae,Mesorhizobium/1-214 huakuii,45.0
127,>381,Phyllobacteriaceae,Mesorhizobium/1-214 loti,45.0
128,>1208188,Phyllobacteriaceae,Mesorhizobium/1-214 carmichaelinearum,45.0
129,>2233532,Phyllobacteriaceae,Mesorhizobium/1-214 atlanticum,45.0
130,>666018,Phyllobacteriaceae,Mesorhizobium/1-214 escarrei,45.0
131,>83263,Phyllobacteriaceae,Aminobacter/1-214 aminovorans,45.0
132,>2901226,Rhizobiaceae,Rhizobium/1-217 quercicola,45.0
133,>2014805,Phyllobacteriaceae,Mesorhizobium/1-214 wenxiniae,45.0
134,>508661,Rhizobiaceae,Rhizobium/1-216 herbae,45.0
135,>1165689,Phyllobacteriaceae,Mesorhizobium/1-214 qingshengii,45.0
136,>1209954,Phyllobacteriaceae,Mesorhizobium/1-210 hawassense,45.0
137,>1300272,Phyllobacteriaceae,Mesorhizobium/1-214 kowhaii,45.0
138,>483206,Phyllobacteriaceae,Mesorhizobium/1-214 caraganae,45.0
139,>2872591,Phyllobacteriaceae,Oricola/1-214 indica,45.0
140,>475069,Phyllobacteriaceae,Mesorhizobium/1-211 camelthorni,45.0
141,>2775404,Phyllobacteriaceae,Mesorhizobium/1-214 onobrychidis,45.0
142,>241416,Phyllobacteriaceae,Mesorhizobium/1-214 temperatum,45.0
143,>43617,Phyllobacteriaceae,Mesorhizobium/1-214 mediterraneum,45.0
144,>1631247,Phyllobacteriaceae,Mesorhizobium/1-214 delmotii,45.0
145,>1307853,Phyllobacteriaceae,Mesorhizobium/1-214 neociceri,45.0
146,>1670800,Phyllobacteriaceae,Aquibium/1-205 oceanicum,45.0
147,>71433,Phyllobacteriaceae,Mesorhizobium/1-214 amorphae,45.0
148,>1300307,Phyllobacteriaceae,Mesorhizobium/1-214 waimense,45.0
149,>1852022,Phyllobacteriaceae,Roseitalea/1-203 porphyridii,45.0
150,>1612624,Rhizobiaceae,Pararhizobium/1-216 polonicum,45.0
151,>1856850,Rhizobiaceae,Pararhizobium/1-216 arenae,45.0
152,>675281,Phyllobacteriaceae,Aquibium/1-214 microcysteis,45.0
153,>425306,Phyllobacteriaceae,Mesorhizobium/1-210 tamadayense,45.0
154,>499528,Phyllobacteriaceae,Mesorhizobium/1-210 silamurunense,45.0
155,>1817964,Rhizobiaceae,Shinella/1-215 curvata,45.0
156,>76747,Rhizobiaceae,Sinorhizobium/1-217 kostiense,45.0
157,>2037914,Rhizobiaceae,Pararhizobium/1-216 haloflavum,45.0
158,>1429082,Phyllobacteriaceae,Oricola/1-216 cellulosilytica,45.0
159,>1967501,Rhizobiaceae,Shinella/1-216 sumterensis,45.0
160,>2871820,Rhizobiaceae,Shinella/1-216 oryzae,45.0
161,>56731,Rhizobiaceae,Rhizobium/1-216 giardinii,45.0
162,>935557,Rhizobiaceae,Sinorhizobium/1-217 arboris,45.0
163,>1480615,Phyllobacteriaceae,Hoeflea/1-215 olei,45.0
164,>544480,Rhizobiaceae,Shinella/1-215 fusca,45.0
165,>352475,Rhizobiaceae,Shinella/1-217 zoogloeoides,45.0
166,>1922333,Phyllobacteriaceae,Hoeflea/1-214 prorocentri,45.0
167,>83263,Phyllobacteriaceae,Aminobacter/1-214 aminovorans,45.0
168,>1798805,Rhizobiaceae,Pararhizobium/1-217 antarcticum,45.0
169,>1607949,Phyllobacteriaceae,Corticibacterium/1-216 populi,45.0
170,>2682096,Phyllobacteriaceae,Nitratireductor/1-209 arenosus,45.0
171,>2846852,Rhizobiaceae,Rhizobium/1-217 halophilum,45.0
172,>1395951,Rhizobiaceae,Rhizobium/1-216 gei,45.0
173,>430679,Phyllobacteriaceae,Nitratireductor/1-214 kimnyeongensis,45.0
174,>1972867,Rhizobiaceae,Agrobacterium/1-215 rosae,45.0
175,>76980,Ahrensiaceae,Ahrensia/1-214 kielensis,45.0
176,>2678685,Phyllobacteriaceae,Mesorhizobium/1-216 xinjiangense,45.0
177,>244596,Phyllobacteriaceae,Hoeflea/1-214 phototrophica,45.0
178,>1035271,Rhizobiaceae,Rhizobium/1-215 nepotum,45.0
179,>2735528,Rhizobiaceae,Agrobacterium/1-215 vaccinii,45.0
180,>2590452,Rhizobiaceae,Pararhizobium/1-213 mangrovi,45.0
181,>735519,Rhizobiaceae,Rhizobium/1-215 halophytocola,45.0
182,>984260,Rhizobiaceae,Rhizobium/1-215 skierniewicense,45.0
183,>1672749,Rhizobiaceae,Xaviernesmea/1-215 rhizosphaerae,45.0
184,>358,Rhizobiaceae,Agrobacterium/1-215 tumefaciens,45.0
185,>2267833,Rhizobiaceae,Rhizobium/1-215 oryzihabitans,45.0
186,>1876515,Notoacmeibacteraceae,Notoacmeibacter/1-204 marinus,45.0
187,>1920512,Pleomorphomonadaceae,Oharaeibacter/1-214 diazotrophicus,45.0
188,>937218,Aurantimonadaceae,Fulvimarina/1-215 manganoxydans,45.0
189,>358,Rhizobiaceae,Agrobacterium/1-215 tumefaciens,45.0
190,>648995,Rhizobiaceae,Agrobacterium/1-215 pusense,45.0
191,>1744844,Aurantimonadaceae,Aureimonas/1-215 pseudogalii,45.0
192,>335020,Phyllobacteriaceae,Mesorhizobium/1-205 albiziae,45.0
193,>147266,Rhizobiaceae,Agrobacterium/1-218 albertimagni,46.0
194,>2883104,Rhizobiaceae,Neorhizobium/1-207 xiangyangii,45.0
195,>453840,Phyllobacteriaceae,Aliihoeflea/1-214 aestuarii,45.0
196,>274592,Phyllobacteriaceae,Hoeflea/1-215 marina,45.0
197,>2052828,Rhizobiaceae,Agrobacterium/1-215 bohemicum,45.0
198,>187304,Stappiaceae,Roseibium/1-216 aggregatum,45.0
199,>2846851,Rhizobiaceae,Rhizobium/1-215 alarense,45.0
200,>2528239,Rhizobiaceae,Agrobacterium/1-215 cavarae,45.0
201,>464029,Rhizobiaceae,Xaviernesmea/1-215 oryzae,45.0
202,>160699,Rhizobiaceae,Agrobacterium/1-215 larrymoorei,45.0
203,>2561934,Parvibaculaceae,Rhodoligotrophos/1-214 defluvii,45.0
204,>204799,Phyllobacteriaceae,Nitratireductor/1-203 aquibiodomus,45.0
205,>2341112,Rhizobiaceae,Georhizobium/1-215 profundi,45.0
206,>150831,Stappiaceae,Roseibium/1-216 hamelinense,45.0
207,>714899,Phyllobacteriaceae,Hoeflea/1-215 halophila,45.0
208,>515947,Phyllobacteriaceae,Chelativorans/1-214 intermedius,45.0
209,>1079109,Rhizobiaceae,Pseudorhizobium/1-217 tarimense,45.0
210,>537017,Kaistiaceae,Kaistia/1-214 terrae,45.0
211,>659017,Rhizobiaceae,Shinella/1-217 daejeonensis,45.0
212,>2448161,Phyllobacteriaceae,Nitratireductor/1-214 alexandrii,45.0
213,>28099,Rhizobiaceae,Agrobacterium/1-215 rubi,45.0
214,>2854036,Phyllobacteriaceae,Nitratireductor/1-203 rhodophyticola,45.0
215,>2067569,Stappiaceae,Pannonibacter/1-216 carbonis,45.0
216,>399,Rhizobiaceae,Neorhizobium/1-217 galegae,45.0
217,>67774,Rhizobiaceae,Neorhizobium/1-217 huautlense,45.0
218,>2803841,Stappiaceae,Roseibium/1-216 litorale,45.0
219,>735517,Stappiaceae,Roseibium/1-216 suaedae,45.0
220,>1514904,Ahrensiaceae,Ahrensia/1-214 marina,45.0
221,>379684,Rhizobiaceae,Rhizobium/1-208 pseudoryzae,45.0
222,>363259,Kaistiaceae,Kaistia/1-214 granuli,45.0
223,>2735553,Pleomorphomonadaceae,Chthonobacter/1-215 rhizosphaerae,46.0
224,>472175,Phyllobacteriaceae,Nitratireductor/1-214 basaltis,45.0
225,>690585,Rhizobiaceae,Neorhizobium/1-207 vignae,45.0
226,>1191678,Rhizobiaceae,Pseudorhizobium/1-204 endolithicum,45.0
227,>2758565,Stappiaceae,Stappia/1-216 albiluteola,45.0
228,>55518,Rhodospirillaceae,Magnetospirillum/1-214 gryphiswaldense,45.0
229,>2859785,Rhizobiaceae,Rhizobium/1-217 populisoli,45.0
230,>424757,Aurantimonadaceae,Aureimonas/1-215 frigidaquae,45.0
231,>451876,Rhizobiaceae,Rhizobium/1-209 rhizoryzae,45.0
232,>1395944,Rhizobiaceae,Rhizobium/1-215 smilacinae,45.0
233,>410841,Kaistiaceae,Kaistia/1-214 defluvii,45.0
234,>2571221,Stappiaceae,Roseibium/1-216 polysiphoniae,45.0
235,>1166683,Rhizobiaceae,Rhizobium/1-208 cauense,45.0
236,>501024,Rhizobiaceae,Rhizobium/1-208 tibeticum,45.0
237,>121719,Stappiaceae,Pannonibacter/1-216 phragmitetus,45.0
238,>182270,Aurantimonadaceae,Aurantimonas/1-215 coralicida,45.0
239,>651183,Aurantimonadaceae,Aurantimonas/1-215 manganoxydans,45.0
240,>2555902,Propylenellaceae,Propylenella/1-216 binzhouense,45.0
241,>2976980,Phyllobacteriaceae,Nitratireductor/1-214 luteus,45.0
242,>515947,Phyllobacteriaceae,Chelativorans/1-214 intermedius,45.0
243,>2093828,Rhizobiaceae,Neorhizobium/1-207 tomejilense,45.0
244,>991904,Paracoccaceae,Polymorphum/1-216 gilvum,45.0
245,>311410,Stappiaceae,Roseibium/1-216 album,45.0
246,>281252,Stappiaceae,Roseibium/1-216 marinum,45.0
247,>1323746,Stappiaceae,Roseibium/1-216 aquae,45.0
248,>2781738,Phyllobacteriaceae,Aquamicrobium/1-204 zhengzhouense,45.0
249,>388408,Stappiaceae,Roseibium/1-216 alexandrii,45.0
250,>1233081,Rhizobiaceae,Pseudorhizobium/1-208 halotolerans,45.0
251,>2171756,Rhizobiaceae,Rhizobium/1-217 terrae,45.0
252,>2547961,Rhizobiaceae,Rhizobium/1-215 deserti,45.0
253,>528178,Rhizobiaceae,Neorhizobium/1-217 alkalisoli,45.0
254,>1335061,Rhizobiaceae,Pseudorhizobium/1-208 flavum,45.0
255,>1864509,Rhizobiaceae,Rhizobium/1-208 altiplani,45.0
256,>78527,Rhizobiaceae,Allorhizobium/1-208 undicola,45.0
257,>1565040,Hyphomicrobiaceae,Limoniibacter/1-214 endophyticus,45.0
258,>2994654,Kaistiaceae,Kaistia/1-214 nematophila,45.0
259,>2682781,Phyllobacteriaceae,Mesorhizobium/1-215 microcysteis,45.0
260,>1125847,Rhizobiaceae,Pseudorhizobium/1-208 banfieldiae,45.0
261,>2816037,Stappiaceae,Roseibium/1-216 limicola,45.0
262,>1496690,Rhizobiaceae,Pseudorhizobium/1-208 marinum,45.0
263,>1214924,Rhizobiaceae,Rhizobium/1-207 lemnae,45.0
264,>2663029,Rhizobiaceae,Endobacterium/1-217 cereale,45.0
265,>2670375,Notoacmeibacteraceae,Notoacmeibacter/1-205 ruber,45.0
266,>887144,Rhizobiaceae,Allorhizobium/1-216 taibaishanense,45.0
267,>29450,Rhizobiaceae,Rhizobium/1-217 leucaenae,45.0
268,>384,Rhizobiaceae,Rhizobium/1-208 leguminosarum,45.0
269,>1737357,Rhizobiaceae,Rhizobium/1-215 wenxiniae,45.0
270,>1813451,Rhizobiaceae,Peteryoungia/1-217 desertarenae,45.0
271,>363754,Rhizobiaceae,Rhizobium/1-217 freirei,45.0
272,>990285,Rhizobiaceae,Rhizobium/1-217 grahamii,45.0
273,>410839,Kaistiaceae,Kaistia/1-214 geumhonensis,45.0
274,>466044,Stappiaceae,Pannonibacter/1-216 indicus,45.0
275,>166954,Kaistiaceae,Kaistia/1-214 adipata,45.0
276,>2696469,Aurantimonadaceae,Jiella/1-217 pacifica,45.0
277,>2692190,Stappiaceae,Stappia/1-216 sediminis,45.0
278,>475067,Phyllobacteriaceae,Mesorhizobium/1-214 alhagi,45.0
279,>1312183,Rhizobiaceae,Rhizobium/1-217 jaguaris,45.0
280,>57676,Rhizobiaceae,Rhizobium/1-208 mongolense,45.0
281,>2593653,Parvibaculaceae,Kaustia/1-214 mangrovi,45.0
282,>665467,Kaistiaceae,Bauldia/1-215 litoralis,46.0
283,>50338,Rhizobiaceae,Rhizobium/1-208 sullae,45.0
284,>56730,Rhizobiaceae,Rhizobium/1-208 gallicum,45.0
285,>2503024,Rhizobiaceae,Neorhizobium/1-208 lilium,45.0
286,>393664,Rhizobiaceae,Rhizobium/1-215 cellulosilyticum,45.0
287,>714899,Phyllobacteriaceae,Hoeflea/1-214 halophila,45.0
288,>1136135,Rhizobiaceae,Rhizobium/1-208 azibense,45.0
289,>2509717,Rhizobiaceae,Ciceribacter/1-215 ferrooxidans,45.0
290,>396,Rhizobiaceae,Rhizobium/1-208 phaseoli,45.0
291,>561088,Phyllobacteriaceae,Aquamicrobium/1-215 aerolatum,45.0
292,>384,Rhizobiaceae,Rhizobium/1-217 leguminosarum,45.0
293,>2816857,Aurantimonadaceae,Jiella/1-215 flava,45.0
294,>1080,Afifellaceae,Afifella/1-216 marina,45.0
295,>1293440,Kaistiaceae,Kaistia/1-214 hirudinis,45.0
296,>2600299,Stappiaceae,Roseibium/1-216 aestuarii,45.0
297,>1775174,Stappiaceae,Roseibium/1-216 sediminis,45.0
298,>460060,Phyllobacteriaceae,Mesorhizobium/1-214 shangrilense,45.0
299,>2041385,Rhizobiaceae,Rhizobium/1-217 tumorigenes,45.0
300,>384,Rhizobiaceae,Rhizobium/1-208 leguminosarum,45.0
301,>293089,Aurantimonadaceae,Martelella/1-207 mediterranea,45.0
302,>410840,Kaistiaceae,Kaistia/1-214 dalseonensis,45.0
303,>2692317,Rhizobiaceae,Rhizobium/1-217 changzhiense,45.0
304,>384,Rhizobiaceae,Rhizobium/1-217 leguminosarum,45.0
305,>384,Rhizobiaceae,Rhizobium/1-217 leguminosarum,45.0
306,>158891,Rhizobiaceae,Rhizobium/1-217 indigoferae,45.0
307,>29449,Rhizobiaceae,Rhizobium/1-217 etli,45.0
308,>1285242,Rhodospirillaceae,Magnetospirillum/1-216 marisnigri,45.0
309,>611300,Rhodospirillaceae,Magnetospirillum/1-214 sulfuroxidans,45.0
310,>209897,Afifellaceae,Afifella/1-216 pfennigii,45.0
311,>384,Rhizobiaceae,Rhizobium/1-208 leguminosarum,45.0
312,>384,Rhizobiaceae,Rhizobium/1-217 leguminosarum,45.0
313,>2816856,Aurantimonadaceae,Jiella/1-215 sonneratiae,45.0
314,>84159,Rhodospirillaceae,Magnetospirillum/1-216 magneticum,45.0
315,>1105283,Rhodospirillaceae,Magnetospirillum/1-214 aberrantis,45.0
316,>1535242,Rhizobiaceae,Rhizobium/1-217 sophorae,45.0
317,>484088,Rhizobiaceae,Rhizobium/1-217 tubonense,45.0
318,>1387186,Rhizobiaceae,Rhizobium/1-204 straminoryzae,45.0
319,>261934,Pleomorphomonadaceae,Pleomorphomonas/1-214 oryzae,45.0
320,>364296,Rhodobiaceae,Rhodobium/1-205 gokarnense,45.0
321,>197461,Stappiaceae,Pseudovibrio/1-216 exalbescens,45.0
322,>1522175,Aurantimonadaceae,Aurantimonas/1-215 endophytica,45.0
323,>1138194,Rhizobiaceae,Rhizobium/1-217 lentis,45.0
324,>188,Rhodospirillaceae,Magnetospirillum/1-216 magnetotacticum,45.0
325,>384,Rhizobiaceae,Rhizobium/1-217 leguminosarum,45.0
326,>1673,Rhizobiaceae,Rhizobium/1-208 viscosum,45.0
327,>358,Rhizobiaceae,Agrobacterium/1-215 tumefaciens,45.0
328,>358,Rhizobiaceae,Agrobacterium/1-215 tumefaciens,45.0
329,>1437059,Rhodospirillaceae,Magnetospirillum/1-214 moscoviense,45.0
330,>1079800,Rhizobiaceae,Rhizobium/1-208 mesoamericanum,45.0
331,>2792015,Rhizobiaceae,Agrobacterium/1-215 leguminum,45.0
332,>2047720,Aurantimonadaceae,Aurantimonas/1-215 aggregata,45.0
333,>257440,Pleomorphomonadaceae,Pleomorphomonas/1-214 koreensis,45.0
334,>2182425,Rhizobiaceae,Rhizobium/1-217 album,45.0
335,>2558362,Aurantimonadaceae,Jiella/1-215 endophytica,45.0
336,>2583532,Aurantimonadaceae,Martelella/1-217 lutilitoris,45.0
337,>2821844,Stappiaceae,Hongsoonwoonella/1-216 zoysiae,45.0
338,>2066697,Aurantimonadaceae,Mangrovicella/1-215 endophytica,45.0
339,>2035448,Rhizobiaceae,Rhizobium/1-217 chutanense,45.0
340,>1712261,Parvibaculaceae,Pyruvatibacter/1-214 mobilis,45.0
341,>538381,Stappiaceae,Stappia/1-216 indica,45.0
342,>657419,Geminicoccaceae,Tistrella/1-216 bauzanensis,45.0
343,>384,Rhizobiaceae,Rhizobium/1-217 leguminosarum,45.0
344,>1138189,Rhizobiaceae,Rhizobium/1-217 bangladeshense,45.0
345,>1176649,Rhizobiaceae,Agrobacterium/1-215 fabrum,45.0
346,>2211145,Cohaesibacteraceae,Cohaesibacter/1-214 intestini,45.0
347,>2067669,Cohaesibacteraceae,Cohaesibacter/1-215 celericrescens,45.0
348,>1867956,Rhizobiaceae,Rhizobium/1-207 oryziradicis,45.0
349,>1647649,Aurantimonadaceae,Martelella/1-207 limonii,45.0
350,>1397476,Aurantimonadaceae,Martelella/1-217 radicis,45.0
351,>2867516,Rhizobiaceae,Rhizobium/1-208 croatiense,45.0
352,>634290,Rhizobiaceae,Rhizobium/1-217 vallis,45.0
353,>76305,Stappiaceae,Roseibium/1-218 denhamense,45.0
354,>573179,Rhizobiaceae,Rhizobium/1-208 fabae,45.0
355,>574561,Rhizobiaceae,Rhizobium/1-208 pisi,45.0
356,>1133344,Methylocystaceae,Hansschlegelia/1-215 beijingensis,45.0
357,>171437,Geminicoccaceae,Tistrella/1-216 mobilis,45.0
358,>1358440,Tepidamorphaceae,Lutibaculum/1-216 baratangense,45.0
359,>2793297,Pleomorphomonadaceae,Methylobrevis/1-214 albus,45.0
360,>1082,Rhodospirillaceae,Magnetospirillum/1-214 fulvum,45.0
361,>1138170,Rhizobiaceae,Rhizobium/1-217 aethiopicum,45.0
362,>335017,Rhizobiaceae,Rhizobium/1-208 mesosinicum,45.0
363,>1486262,Aurantimonadaceae,Martelella/1-217 endophytica,45.0
364,>1083,Rhodospirillaceae,Magnetospirillum/1-214 molischianum,45.0
365,>1709001,Pleomorphomonadaceae,Mongoliimonas/1-215 terrestris,46.0
366,>446684,Kaistiaceae,Kaistia/1-214 soli,45.0
367,>2053833,Rhodospirillaceae,Magnetospirillum/1-216 kuznetsovii,45.0
368,>414052,Rhodospirillaceae,Caenispirillum/1-214 bisanense,45.0
369,>1166078,Aurantimonadaceae,Aureimonas/1-217 phyllosphaerae,45.0
370,>1437816,Methylocystaceae,Methylopila/1-215 turkensis,45.0
